match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_keyPass,captain,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated
12504667,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193,635,M,98059,EUR,729907200,G,1,1,False,32.0,29.0,7.0,4.0,0.0,28.0,30.0,1.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,90.0,42.0,7.5,4.0,0.00016542,0,0.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,D,20,20,False,56.0,38.0,11.0,2.0,0.0,16.0,22.0,23.0,36.0,1.0,5.0,5.0,10.0,,,90.0,83.0,7.0,20.0,0.0465713,0,,,,2.0,1.0,3.0,7.0,1.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,74.0,65.0,9.0,4.0,0.0,62.0,67.0,3.0,7.0,2.0,3.0,7.0,4.0,,,90.0,84.0,7.1,9.0,0.00094459,0,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Alan Matturro,matturro-alan,A. Matturro,D,3,189,1328,M,1177401,EUR,1097452800,D,33,33,False,60.0,53.0,5.0,1.0,0.0,49.0,53.0,4.0,7.0,1.0,2.0,8.0,2.0,,,90.0,72.0,7.1,7.0,0.00084487,0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,D,3,3,False,58.0,50.0,7.0,4.0,0.0,39.0,43.0,12.0,21.0,2.0,5.0,5.0,11.0,,,90.0,84.0,7.5,14.0,0.217177,0,,,,6.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186,902,M,39482,EUR,604368000,M,47,47,False,32.0,23.0,5.0,2.0,0.0,13.0,16.0,10.0,16.0,,1.0,2.0,4.0,,,67.0,46.0,6.9,13.0,0.050071,2,,,,,,,2.0,,1.0,,,,1.0,,,,True,2.0,2.0,1.0,1.0,0.083,,,,,,,,,,,,
12504667,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,33.0,29.0,,,0.0,21.0,22.0,8.0,12.0,1.0,8.0,1.0,8.0,,,90.0,49.0,7.4,6.0,0.00637707,2,,,,1.0,,2.0,3.0,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,,0.2831,1.0,1.0,1.0,0.1929,,,,,,,,
12504667,home,Genoa,Alessandro Zanoli,zanoli-alessandro,A. Zanoli,M,59,186,923,M,922928,EUR,970531200,M,59,59,False,13.0,11.0,,,0.0,3.0,4.0,9.0,12.0,3.0,7.0,3.0,3.0,,,90.0,34.0,6.8,11.0,0.0323898,0,,,,3.0,1.0,,6.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,
12504667,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189,697,M,280991,EUR,831254400,M,2,2,False,15.0,10.0,,,0.0,6.0,9.0,4.0,6.0,7.0,13.0,2.0,4.0,,,87.0,39.0,6.7,14.0,0.00629833,0,,,,,,4.0,12.0,,4.0,4.0,1.0,3.0,,4.0,1.0,,,3.0,,1.0,3.0,,,,,,,,,,,,,
12504667,home,Genoa,Fabio Miretti,fabio-miretti,F. Miretti,M,21,179,3225,M,1010223,EUR,1059868800,M,23,23,False,27.0,22.0,3.0,,0.0,11.0,13.0,11.0,20.0,1.0,9.0,1.0,5.0,,,90.0,54.0,7.1,19.0,0.0139365,0,,,,6.0,,,3.0,,3.0,3.0,5.0,,,2.0,,1.0,,1.0,,,5.0,,,,,,,,,,,,,
12504667,home,Genoa,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185,2688,M,826198,EUR,927072000,F,19,19,False,23.0,13.0,3.0,2.0,0.0,8.0,9.0,5.0,14.0,1.0,4.0,,3.0,,,78.0,38.0,6.5,17.0,0.0029713,1,,,,,,3.0,9.0,,,,2.0,3.0,,2.0,1.0,,,3.0,1.0,,3.0,0.1994,,,,,,,,,,,,
12504667,home,Genoa,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,True,6.0,2.0,,,0.0,1.0,2.0,1.0,4.0,,1.0,1.0,1.0,,,23.0,11.0,6.4,6.0,0.00029497,0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
12504667,home,Genoa,Mario Balotelli,mario-balotelli,M. Balotelli,F,9,189,11947,M,25530,EUR,650419200,F,45,45,True,4.0,1.0,,,0.0,,,1.0,4.0,1.0,1.0,,,,,12.0,7.0,6.6,3.0,7.089e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,SuperMario,,,,,,,
12504667,home,Genoa,Patrizio Masini,patrizio-masini,P. Masini,M,73,182,291,M,970998,EUR,980553600,M,73,73,True,,,,,0.0,,,,,,,1.0,,,,9.0,2.0,6.4,,,0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Pierluigi Gollini,pierluigi-gollini,P. Gollini,G,95,194,1254,M,329175,EUR,795484800,G,95,95,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Daniele Sommariva,daniele-sommariva,D. Sommariva,G,39,186,152,M,595572,EUR,869184000,G,39,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Alessandro Marcandalli,alessandro-marcandalli,A. Marcandalli,D,27,190,311,M,1068885,EUR,1035504000,D,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504667,home,Genoa,Brooke Norton-Cuffy,brooke-norton-cuffy,B. Norton-Cuffy,D,15,181,1189,M,1087514,EUR,1073865600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
