match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_totalClearance,stat_wasFouled,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_clearanceOffLine,stat_goalAssist,stat_penaltyConceded
11368677,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,21.0,14.0,8.0,2.0,14.0,16.0,5.0,4.0,90.0,23.0,6.3,7.0,2.798e-05,0,-0.7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368677,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,28.0,23.0,1.0,,10.0,13.0,17.0,2.0,90.0,47.0,6.4,14.0,0.00379939,1,,youssouf_sabaly23,13.0,2.0,2.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0322,,,,,,,,,,,,,,,,,,,,,,
11368677,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,6,6,False,39.0,34.0,5.0,2.0,29.0,31.0,8.0,2.0,90.0,47.0,6.7,8.0,0.00164209,0,,germanpezzella,5.0,,1.0,5.0,1.0,6.0,,,,,1.0,1.0,,3.0,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
11368677,home,Real Betis,Chadi Riad,,,chadi-riad,C. Riad,D,34,186,10944,M,1064218,EUR,1047859200,D,28,28,False,48.0,46.0,1.0,,40.0,42.0,6.0,4.0,90.0,63.0,6.9,2.0,0.00099256,1,,chadiriad17,6.0,,3.0,2.0,5.0,5.0,,,,1.0,,2.0,2.0,,1.0,0.066,,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11368677,home,Real Betis,Juan Miranda,,,juan-miranda,J. Miranda,D,33,185,2208,M,855829,EUR,948240000,D,3,3,False,57.0,47.0,10.0,5.0,25.0,31.0,30.0,6.0,90.0,78.0,6.9,18.0,0.140185,0,,,23.0,4.0,1.0,,3.0,3.0,,1.0,,,,1.0,1.0,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11368677,home,Real Betis,Guido Rodríguez,,,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,5,5,False,45.0,38.0,3.0,2.0,20.0,23.0,22.0,7.0,90.0,56.0,7.2,9.0,0.00670566,0,,guiido_rodriguez,18.0,,1.0,1.0,1.0,6.0,,,,,,4.0,3.0,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
11368677,home,Real Betis,Johnny Cardoso,,,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,32.0,28.0,1.0,1.0,15.0,16.0,17.0,8.0,90.0,52.0,7.0,8.0,0.0222193,3,,,13.0,1.0,1.0,4.0,4.0,10.0,2.0,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,0.4171,,3.0,2.0,,,,,1.0,,2.0,1.0,0.181,,,,,,,,,,
11368677,home,Real Betis,Pablo Fornals,,,pablo-fornals,P. Fornals,M,8,178,2735,M,816763,EUR,824947200,M,18,18,False,24.0,18.0,3.0,1.0,5.0,7.0,18.0,3.0,73.0,35.0,6.6,8.0,0.00999842,3,,,14.0,1.0,,,3.0,3.0,,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,0.1431,,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,
11368677,home,Real Betis,Isco,,,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,53.0,49.0,5.0,3.0,15.0,15.0,41.0,3.0,83.0,76.0,7.7,15.0,0.289887,3,,iscoalarcon,35.0,3.0,1.0,,8.0,6.0,3.0,3.0,1.0,,,2.0,1.0,3.0,1.0,0.8547,,,3.0,1.0,,1.0,1.0,2.0,,,2.0,1.0238,1.0,1.0,,,,,,,,
11368677,home,Real Betis,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,M,10,10,False,20.0,14.0,1.0,,3.0,4.0,16.0,1.0,83.0,43.0,7.2,13.0,0.0225084,2,,,11.0,,,,9.0,8.0,1.0,8.0,6.0,,,1.0,1.0,4.0,2.0,0.1652,,1.0,1.0,4.0,,,,2.0,,,1.0,0.3417,1.0,,,,,,,,,
