match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalCross,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369910,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184.0,297,M,39457,EUR,641347200,G,49,49,False,True,44.0,21.0,32.0,10.0,16.0,22.0,5.0,22.0,1.0,16.0,1.0,2.0,5.0,90.0,56.0,7.5,23.0,0.00242508,1.0,0,-0.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175.0,9946,M,895327,EUR,878860800,D,5,5,False,,41.0,28.0,6.0,1.0,20.0,26.0,8.0,15.0,8.0,7.0,2.0,,,90.0,73.0,7.2,16.0,0.0216752,,0,,3.0,5.0,5.0,1.0,7.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,,44.0,22.0,16.0,4.0,19.0,34.0,3.0,10.0,11.0,4.0,2.0,,,90.0,64.0,6.8,22.0,0.00095172,,0,,1.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190.0,1344,M,790977,EUR,872467200,D,28,28,False,,54.0,41.0,8.0,4.0,25.0,33.0,16.0,22.0,5.0,4.0,1.0,,,90.0,83.0,6.7,21.0,0.0188376,,0,,4.0,4.0,6.0,,3.0,4.0,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Alessio Castro-Montes,alessio-castro-montes,A. Castro-Montes,M,21,175.0,290,M,839898,EUR,863827200,M,21,21,False,,38.0,26.0,7.0,1.0,10.0,15.0,17.0,26.0,5.0,7.0,,,,89.0,55.0,7.0,17.0,0.0735804,1.0,0,,,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,,3.0,,,1.0,,,,,,,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180.0,239,M,834244,EUR,880416000,M,4,4,False,,24.0,17.0,4.0,3.0,6.0,8.0,11.0,20.0,3.0,2.0,,,,73.0,42.0,6.9,15.0,0.202522,2.0,2,,1.0,2.0,2.0,,,2.0,1.0,1.0,2.0,,1.0,,,4.0,,,,1.0,1.0,1.0,1.0,0.1854,0.6683,,,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,24,24,False,,62.0,49.0,11.0,3.0,30.0,35.0,19.0,28.0,7.0,19.0,2.0,,,90.0,76.0,7.3,17.0,0.148247,1.0,0,,5.0,2.0,11.0,2.0,,2.0,3.0,2.0,2.0,3.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Loïc Lapoussin,loic-lapoussin,L. Lapoussin,M,,181.0,702,M,902987,EUR,827884800,M,10,10,False,,58.0,45.0,6.0,3.0,23.0,29.0,22.0,29.0,4.0,11.0,1.0,,,90.0,84.0,7.4,25.0,0.131358,3.0,2,,1.0,,5.0,,,,1.0,,6.0,,5.0,2.0,,,,,,,1.0,1.0,,0.043,0.0336,1.0,2.0,1.0,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1148,M,916176,EUR,903398400,F,23,23,False,,40.0,28.0,5.0,4.0,13.0,14.0,16.0,29.0,6.0,4.0,3.0,,,89.0,67.0,6.6,27.0,0.231298,,1,,1.0,,14.0,,,,1.0,,2.0,3.0,7.0,2.0,,3.0,,,1.0,,1.0,,1.0,0.0265,,,,5.0,1.0,,,,,,
11369910,home,Royale Union Saint-Gilloise,Gustaf Nilsson,gustaf-nilsson,G. Nilsson,F,19,197.0,774,M,572286,EUR,864345600,F,29,29,False,,20.0,16.0,1.0,1.0,8.0,9.0,8.0,11.0,4.0,3.0,1.0,,,65.0,32.0,7.3,11.0,0.142377,1.0,2,,3.0,2.0,5.0,,,,,,4.0,,3.0,1.0,,,,,,,1.0,1.0,2.0,0.5562,0.9172,,,,,1.0,,,,,
11369910,home,Royale Union Saint-Gilloise,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169.0,31367,M,1107591,EUR,957830400,F,47,47,False,,9.0,4.0,,,2.0,2.0,3.0,9.0,2.0,1.0,,,,73.0,25.0,7.0,16.0,0.0157772,1.0,1,,1.0,,4.0,1.0,,,1.0,,7.0,1.0,2.0,1.0,,2.0,Mohamed El Amine Amoura,,1.0,,,1.0,2.0,0.359,0.9884,,,,,1.0,amoura9,,,,
11369910,home,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190.0,3056,M,1431770,EUR,952128000,F,13,13,True,,7.0,4.0,1.0,1.0,,1.0,5.0,7.0,2.0,1.0,1.0,,,25.0,17.0,6.6,6.0,0.254774,1.0,2,,3.0,1.0,5.0,,,,,,,,3.0,1.0,,1.0,Kevin Rodríguez,,1.0,1.0,,1.0,,0.3752,0.8532,,,,,,,1.0,,,
11369910,home,Royale Union Saint-Gilloise,Lazare Amani,jean-thierry-lazare-amani,L. Amani,M,88,172.0,4079,M,845136,EUR,889228800,M,8,8,True,,8.0,7.0,2.0,1.0,2.0,2.0,5.0,6.0,2.0,2.0,1.0,,,17.0,16.0,6.8,4.0,0.00609172,,1,,,,,,,,1.0,1.0,2.0,,,,,,Jean Thierry Lazare,Amani,,,1.0,,,0.1203,,,,,,,jtl_amani_8,,,,
11369910,home,Royale Union Saint-Gilloise,Dennis Eckert Ayensa,dennis-eckert-ayensa,D. Eckert,F,10,181.0,542,M,812797,EUR,852768000,F,9,9,True,,3.0,3.0,1.0,1.0,,,3.0,4.0,,,,,,17.0,6.0,7.0,1.0,0.0177819,1.0,1,,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,0.0343,0.2065,,1.0,,,,,,,,
11369910,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173.0,15438,M,1171539,EUR,1103241600,D,27,27,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,1.0,4.0,,1.0,0.00137397,,0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
