match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalCross,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed
12436883,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,26.0,14.0,15.0,4.0,0.0,11.0,14.0,3.0,12.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,5.5,13.0,0.00159762,0,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436883,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,54.0,47.0,8.0,4.0,0.0,26.0,28.0,21.0,26.0,2.0,1.0,,,,,,90.0,62.0,6.8,7.0,0.0120531,1,,2.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0572,2.0,,,,,,,,,,,,,,,,,,,,
12436883,home,Manchester United,Harry Maguire,,,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,False,63.0,55.0,11.0,7.0,0.0,36.0,40.0,19.0,23.0,4.0,6.0,,1.0,,,,90.0,77.0,6.4,11.0,0.0115148,0,,1.0,3.0,4.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12436883,home,Manchester United,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,YL15,1153315,EUR,1131840000,D,15,15,False,53.0,49.0,1.0,,0.0,29.0,30.0,20.0,23.0,2.0,1.0,,1.0,,,,90.0,66.0,6.4,5.0,0.00548305,1,,4.0,3.0,6.0,,2.0,1.0,,1.0,2.0,0.0939,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12436883,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,M,3,3,False,30.0,25.0,1.0,,0.0,13.0,14.0,12.0,16.0,,4.0,,1.0,,,,84.0,45.0,6.3,8.0,0.0592609,0,,,6.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
12436883,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,25,25,False,26.0,22.0,3.0,,0.0,17.0,17.0,5.0,9.0,,4.0,,1.0,,,,64.0,39.0,6.0,8.0,0.00249437,1,,,9.0,3.0,,,3.0,2.0,,2.0,0.0498,,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12436883,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,35.0,32.0,1.0,,0.0,21.0,22.0,11.0,13.0,,2.0,,1.0,,,,64.0,44.0,6.3,7.0,0.00867506,0,,1.0,5.0,3.0,,,2.0,1.0,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
12436883,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,M,20,20,False,46.0,35.0,5.0,,0.0,12.0,17.0,23.0,29.0,2.0,8.0,,,,,,90.0,73.0,6.5,17.0,0.0391196,0,,2.0,6.0,5.0,,2.0,,,1.0,,,1.0,,4.0,,1.0,,4.0,2.0,1.0,,,,,,,,,,,,
12436883,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,F,16,16,False,26.0,20.0,,,0.0,7.0,9.0,14.0,18.0,1.0,3.0,,4.0,,,,90.0,52.0,7.2,13.0,0.13604,1,,1.0,4.0,8.0,,1.0,3.0,2.0,3.0,,0.101,4.0,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,
12436883,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,F,8,8,False,61.0,47.0,10.0,4.0,0.0,13.0,16.0,35.0,52.0,,3.0,,1.0,,,,90.0,79.0,7.5,22.0,0.229313,2,,,2.0,2.0,1.0,1.0,,,1.0,,0.8785,1.0,,,,,2.0,1.0,1.0,,7.0,1.0,True,1.0,1.0,1.0,0.8159,,,,,
12436883,home,Manchester United,Joshua Zirkzee,,,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,JZirkzee,917007,EUR,990489600,F,11,11,False,15.0,12.0,1.0,1.0,0.0,5.0,5.0,7.0,11.0,,3.0,,1.0,,,,84.0,35.0,7.1,9.0,0.00715631,2,,2.0,10.0,7.0,,1.0,3.0,1.0,3.0,2.0,0.2306,,,3.0,2.0,,4.0,1.0,,,1.0,,,,,,,1.0,,,,
