match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,description,reason,player_id,player_name,confirmed,from,playerName,rescinded
11388448,FT,3.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11388448,,,,,90,3.0,,1,,,substitution,122541716.0,False,True,regular,,,,,,,,,
11388448,,,,,90,0.0,,1,,,injuryTime,,,,,8.0,,,,,,,,
11388448,,,,,81,,,10,,,inGamePenalty,118457391.0,,False,missed,,Goalkeeper save,goalkeeperSave,40878.0,Luuk de Jong,,,,
11388448,,,,,79,,,12,,,varDecision,24453.0,,False,penaltyNotAwarded,,,,906021.0,Sergiño Dest,False,,,
11388448,,3.0,1.0,,63,,,28,,,goal,180432413.0,,True,regular,,,,845995.0,Sylla Sow,,,,
11388448,,,,,62,,,29,,,substitution,122541476.0,True,True,injury,,,,,,,,,
11388448,,,,,59,,,32,,,substitution,122541445.0,False,False,regular,,,,,,,,,
11388448,,,,,59,,,32,,,substitution,122541444.0,False,False,regular,,,,,,,,,
11388448,,,,,53,,,38,,,substitution,122541379.0,True,True,injury,,,,,,,,,
11388448,,2.0,1.0,,49,,,42,,,goal,180431568.0,,True,regular,,,,1184054.0,Kodai Sano,,,,
11388448,,,,,46,,,45,,,substitution,122541227.0,False,False,regular,,,,,,,,,
11388448,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11388448,,,,,45,0.0,,1,,,injuryTime,,,,,5.0,,,,,,,,
11388448,,1.0,1.0,,43,,,3,,,goal,180429567.0,,True,penalty,,,,10077.0,Lasse Schöne,,penalty,,
11388448,,,,,42,,,4,,,card,121231721.0,,False,yellow,,,Foul,850816.0,Joey Veerman,,,Joey Veerman,False
11388448,,,,,41,,,5,,,varDecision,24447.0,,True,penaltyNotAwarded,,,,845995.0,Sylla Sow,False,,,
11388448,,0.0,1.0,,20,,,26,,,goal,180427680.0,,False,regular,,,,1088896.0,Johan Bakayoko,,,,
11388448,,,,,10,,,36,,,card,121231502.0,,False,yellow,,,Foul,148155.0,André Ramalho,,,André Ramalho,False
