match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_shotValueNormalized,stat_onTargetScoringAttempt,captain,stat_dispossessed,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAGoal
14888316,home,Chelmsford City,Lyle Taylor,Lyle,Taylor,lyle-taylor,L. Taylor,F,33,188.0,168,M,128868,EUR,638668800.0,F,33,33,False,16.0,10.0,2.0,,0.0,3.0,3.0,7.0,13.0,4.0,,,,79.0,32.0,8.6,11.0,,6,-0.24,0.57,-0.08,,,,2.0,2.0,6.0,5.0,1.0,,3.0,2.0,,,1.0,1.0,1.0,1.0,2.0,0.77,3.0,,1.0,,,,2.0,,,1.0,2.0,
14888316,home,Chelmsford City,Shiloh Remy,Shiloh,Remy,shiloh-remy,S. Remy,M,14,170.0,18,M,1444731,EUR,977961600.0,M,14,14,True,6.0,4.0,,,0.0,,,4.0,6.0,1.0,,,,17.0,15.0,6.8,5.0,,0,-0.09,0.06,0.14,,,,,,3.0,6.0,,,1.0,2.0,,,3.0,1.0,,,1.0,,,,2.0,,1.0,1.0,,,,,,
14888316,home,Chelmsford City,Louie Kudiabor,Louie,Kudiabor,louie-kudiabor,L. Kudiabor,F,12,,1,M,2218266,EUR,,F,12,12,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,11.0,5.0,6.2,2.0,,0,0.01,0.03,-0.02,,,,2.0,,4.0,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,
14888316,home,Chelmsford City,Archie Tamplin,Archie,Tamplin,archie-tamplin,A. Tamplin,M,18,,1,M,1002243,EUR,,M,18,18,True,6.0,4.0,3.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,,,,1.0,6.0,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,home,Chelmsford City,Josh Castiglione,Josh,Castiglione,josh-castiglione,J. Castiglione,M,7,,3,M,1908907,EUR,854150400.0,M,7,7,True,2.0,,,,0.0,,1.0,,1.0,1.0,,,,1.0,2.0,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,home,Chelmsford City,Taylor Clark,Taylor,Clark,taylor-clark,T. Clark,M,15,,18,M,1426651,EUR,,M,15,15,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,home,Chelmsford City,William Eastwood,William,Eastwood,william-eastwood,W. Eastwood,G,13,,3,M,1478844,EUR,1146614400.0,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,home,Chelmsford City,Paul Appiah,Paul Appiah,,paul-appiah,P. Appiah,D,19,183.0,27,M,1083048,EUR,1034467200.0,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Jack Thompson,Jack Thompson,,jack-thompson,J. Thompson,G,1,190.0,14,M,1410208,EUR,1166054400.0,G,13,13,False,30.0,17.0,21.0,8.0,0.0,10.0,12.0,7.0,18.0,7.0,2.0,,2.0,90.0,38.0,6.3,13.0,0.4524,0,0.08,0.01,-0.43,0.22,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Jacob Pinnington,Jacob Pinnington,,jacob-pinnington,J. Pinnington,D,17,,8,M,1905204,EUR,1101513600.0,D,17,17,False,20.0,16.0,5.0,4.0,0.0,5.0,6.0,11.0,14.0,3.0,,,,90.0,46.0,5.8,14.0,,0,0.18,0.12,-0.63,,1.0,,3.0,1.0,13.0,6.0,3.0,,2.0,3.0,,,1.0,,2.0,,4.0,,,,,,5.0,1.0,,,,,,
14888316,away,Braintree Town,George Langston,George,Langston,george-langston,G. Langston,D,4,188.0,13,M,1102446,EUR,1036627200.0,D,4,4,False,49.0,27.0,27.0,14.0,0.0,9.0,14.0,18.0,35.0,4.0,,,,90.0,63.0,7.2,24.0,,0,0.32,0.09,-0.24,,,,1.0,3.0,4.0,9.0,2.0,,,3.0,1.0,2.0,2.0,2.0,,,3.0,,,True,,,1.0,1.0,,,,,,
14888316,away,Braintree Town,Aidan Francis Clarke,Aidan,Francis Clarke,francis-clarke-aidan,A. F. Clarke,D,2,181.0,15,M,1923294,EUR,1088726400.0,D,2,2,False,23.0,16.0,2.0,,0.0,14.0,18.0,2.0,5.0,3.0,,,,61.0,31.0,5.3,8.0,,0,-0.03,0.01,-0.65,,,,2.0,3.0,2.0,7.0,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Frankie Terry,Frankie Terry,,frankie-terry,F. Terry,D,40,183.0,15,M,1130304,EUR,1075420800.0,D,24,24,False,27.0,13.0,6.0,2.0,0.0,7.0,15.0,6.0,12.0,7.0,,,,90.0,54.0,6.0,17.0,,0,0.0,0.04,-0.56,,,,1.0,2.0,4.0,6.0,4.0,2.0,,1.0,,,3.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,
14888316,away,Braintree Town,Marley Marshall,Marley Marshall,,marley-marshall,M. Marshall,M,21,175.0,19,M,1064370,EUR,1035244800.0,M,8,8,False,13.0,9.0,2.0,1.0,0.0,5.0,7.0,4.0,6.0,4.0,,,,68.0,32.0,6.4,12.0,,1,0.09,-0.53,-0.2,,,,3.0,1.0,8.0,8.0,1.0,1.0,4.0,2.0,,,4.0,4.0,1.0,1.0,,-0.09,,,3.0,,2.0,1.0,,,,,,
14888316,away,Braintree Town,James Vennings,James,Vennings,james-vennings,J. Vennings,M,6,180.0,7,M,1008317,EUR,959126400.0,M,6,6,False,30.0,25.0,8.0,4.0,0.0,15.0,16.0,10.0,14.0,3.0,,,,90.0,41.0,6.1,7.0,,0,0.04,0.01,-0.54,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0
14888316,away,Braintree Town,Chay Cooper,,,chay-cooper,C. Cooper,M,11,178.0,10,M,991574,EUR,1005955200.0,M,11,11,False,23.0,16.0,3.0,,0.0,6.0,7.0,10.0,16.0,1.0,,,,90.0,37.0,5.8,15.0,,4,-0.3,0.17,-0.27,,8.0,1.0,,,2.0,,1.0,,,,1.0,,,,,1.0,1.0,-0.52,1.0,,1.0,,,,,,,,2.0,
14888316,away,Braintree Town,Goran Babić,,,goran-babic,G. Babić,M,16,175.0,10,M,1104244,EUR,1063152000.0,M,16,16,False,9.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,6.0,1.0,,,,52.0,18.0,5.8,9.0,,0,0.05,0.12,-0.55,,1.0,,2.0,1.0,3.0,2.0,,1.0,4.0,,3.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0
14888316,away,Braintree Town,Terrell Works,Terrell,Works,terrell-works,T. Works,F,38,,34,M,1462765,EUR,1104019200.0,M,38,38,False,10.0,8.0,,,0.0,1.0,2.0,7.0,8.0,1.0,,,,45.0,12.0,6.8,3.0,,0,0.25,0.37,-0.17,,,,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,
14888316,away,Braintree Town,John Akinde,John,Akinde,john-akinde,J. Akinde,F,14,188.0,43,M,42826,EUR,615859200.0,F,14,14,False,20.0,13.0,1.0,,0.0,5.0,5.0,8.0,15.0,4.0,,,,90.0,35.0,7.0,11.0,,4,-0.04,0.29,0.18,,,,6.0,4.0,11.0,8.0,2.0,,2.0,3.0,,,,,,2.0,5.0,0.27,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,
14888316,away,Braintree Town,Lewis Walker,,,walker-lewis,L. Walker,F,9,183.0,14,M,920594,EUR,924048000.0,F,9,9,True,16.0,7.0,2.0,1.0,0.0,5.0,9.0,2.0,7.0,3.0,,,,45.0,23.0,6.2,14.0,,0,-0.22,-0.12,-0.04,,,,1.0,1.0,4.0,2.0,,,3.0,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,
14888316,away,Braintree Town,Elliot Thorpe,Elliot,Thorpe,elliot-thorpe,E. Thorpe,M,39,176.0,34,M,991610,EUR,973728000.0,M,39,39,True,7.0,5.0,3.0,1.0,0.0,4.0,5.0,1.0,2.0,2.0,,,,38.0,14.0,6.6,3.0,,1,-0.06,0.01,0.2,,1.0,,1.0,,3.0,2.0,,1.0,,1.0,,,1.0,1.0,,,2.0,0.01,1.0,,,,,,,,,,,
14888316,away,Braintree Town,Tommy Smith,,,tommy-smith,T. Smith,D,15,186.0,39,M,38111,EUR,638841600.0,D,15,15,True,7.0,4.0,5.0,3.0,0.0,2.0,2.0,2.0,5.0,,,,,22.0,10.0,6.8,3.0,,0,0.18,0.01,0.17,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14888316,away,Braintree Town,Manny Omrore,,,manny-omrore,M. Omrore,D,5,,4,M,1401771,EUR,911347200.0,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Regan Clayton,Regan,Clayton,regan-clayton,R. Clayton,D,11,184.0,30,M,1167024,EUR,1100131200.0,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Sahid Kamara,,,sahid-kamara,S. Kamara,M,18,,16,M,1405232,EUR,1078790400.0,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888316,away,Braintree Town,Fletcher Hubbard,Fletcher Hubbard,,fletcher-hubbard,F. Hubbard,M,20,171.0,12,M,1566883,EUR,1143504000.0,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
