match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_interceptionWon,stat_aerialWon,stat_keyPass,player_sofascoreId,captain,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_errorLeadToAGoal,stat_bigChanceMissed
11067499,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,21.0,11.0,17.0,7.0,0.0,6.0,7.0,5.0,14.0,1.0,4.0,1.0,1.0,1.0,3.0,90.0,28.0,7.5,10.0,0.00088056,0,0.9847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,38.0,31.0,7.0,3.0,0.0,12.0,14.0,19.0,30.0,6.0,8.0,,,,,90.0,67.0,7.1,19.0,0.0167215,2,,,,6.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0232,,,,,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,36.0,27.0,9.0,4.0,0.0,19.0,23.0,8.0,13.0,5.0,9.0,2.0,,,,90.0,50.0,7.2,11.0,0.00514426,0,,,,,3.0,,1.0,,,,,4.0,,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Jemerson,jemerson,Jemerson,D,21,184,1651,M,328519,EUR,714614400,D,34,34,False,47.0,37.0,5.0,,0.0,28.0,28.0,9.0,19.0,5.0,2.0,,,,,90.0,57.0,6.8,10.0,0.00199285,1,,,,,5.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,,3.0,0.0629,1.0,1.0,3.0,1.0,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,53.0,46.0,4.0,1.0,0.0,18.0,19.0,28.0,38.0,1.0,5.0,,,,,90.0,71.0,7.0,13.0,0.1458,1,,,,4.0,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,0.0254,1.0,,,2.0,guiarana,True,,,,,,,,,,
11067499,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,34.0,28.0,2.0,2.0,1.0,10.0,12.0,18.0,25.0,9.0,3.0,1.0,,,,89.0,54.0,7.2,14.0,0.198488,1,,,,3.0,10.0,4.0,2.0,4.0,2.0,,1.0,,,5.0,3.0,,1.0,0.0366,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,
11067499,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,37.0,34.0,1.0,1.0,0.0,13.0,14.0,21.0,24.0,4.0,9.0,1.0,,,,90.0,50.0,7.0,4.0,0.0112712,1,,,,1.0,4.0,1.0,,,,1.0,,1.0,,3.0,3.0,,3.0,0.0641,,2.0,,1.0,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,47.0,42.0,4.0,1.0,0.0,15.0,16.0,27.0,31.0,5.0,6.0,,,,,90.0,57.0,6.8,7.0,0.0146627,0,,,,,7.0,2.0,,1.0,,,,1.0,1.0,4.0,1.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Rubens,rubens,Rubens,M,44,178,1492,M,1093196,EUR,993081600,M,44,44,False,28.0,24.0,,,0.0,6.0,6.0,18.0,25.0,6.0,3.0,2.0,,,,80.0,43.0,6.4,8.0,0.0138089,4,,Rubens,,3.0,10.0,4.0,1.0,,,1.0,3.0,,,2.0,2.0,,4.0,0.0929,1.0,,2.0,1.0,,,,,,,,,,,,
11067499,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,29.0,22.0,2.0,1.0,0.0,6.0,6.0,17.0,29.0,10.0,3.0,4.0,,,,90.0,53.0,7.8,15.0,0.181655,4,,,,6.0,3.0,,2.0,4.0,4.0,2.0,2.0,1.0,1.0,,,1.0,,0.2094,1.0,,2.0,3.0,Hulk,,,1.0,1.0,1.0,,,,,,
