match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_dispossessed,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_totalOffside,stat_punches,stat_penaltyWon,stat_errorLeadToAShot
14429574,home,Al-Fateh,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186.0,225,M,144501,EUR,706147200.0,G,1,1,False,16.0,10.0,10.0,4.0,0.0,7.0,8.0,3.0,8.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,23.0,6.9,6.0,0.0014061,0.2146,0,-0.1853,0.04,-0.02,0.16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429574,home,Al-Fateh,Sattam Al Tumbukti,sattam-al-tumbukti,S. A. Tumbukti,M,87,,5,M,1472755,EUR,999561600.0,D,87,87,False,21.0,18.0,,,0.0,6.0,6.0,12.0,15.0,2.0,3.0,,,,,,72.0,36.0,6.7,7.0,0.00957869,,0,,-0.07,0.03,-0.03,,Sattam Al Tumbukti,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14429574,home,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,32.0,24.0,4.0,1.0,0.0,17.0,19.0,7.0,13.0,9.0,3.0,,,,,,90.0,46.0,6.7,8.0,0.00327264,,0,,0.02,0.12,0.16,,,,,1.0,3.0,5.0,,,,,,1.0,1.0,True,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14429574,home,Al-Fateh,Faisal Darisi,faisal-darisi,F. Darisi,D,5,178.0,7,M,925919,EUR,855619200.0,D,5,5,False,24.0,20.0,8.0,5.0,0.0,11.0,11.0,9.0,13.0,3.0,1.0,,,,,,45.0,31.0,7.4,4.0,0.0386363,,0,,0.29,0.05,0.36,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
14429574,home,Al-Fateh,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169.0,71,M,1385284,EUR,1007337600.0,D,50,50,False,25.0,23.0,2.0,,0.0,10.0,12.0,13.0,13.0,3.0,4.0,,,,,,90.0,52.0,5.8,8.0,0.0167554,,0,,0.01,0.08,-0.48,,Majed Mohammed,,2.0,,5.0,3.0,,2.0,1.0,,1.0,1.0,2.0,,,4.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14429574,home,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200.0,M,33,33,False,57.0,49.0,10.0,7.0,0.0,23.0,26.0,26.0,31.0,2.0,12.0,,,,,,90.0,73.0,7.8,9.0,0.105307,,2,,0.6,0.27,-0.04,,,,1.0,,3.0,6.0,1.0,,,,,2.0,3.0,,1.0,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.0555,0.0365,-0.28,,,,,,,,,
14429574,home,Al-Fateh,Naif Masoud,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600.0,M,6,6,False,23.0,15.0,5.0,1.0,0.0,9.0,10.0,6.0,13.0,2.0,3.0,,,,,,82.0,34.0,6.3,9.0,0.0235514,,2,,0.06,0.12,-0.1,,Naif Masoud,,,1.0,3.0,2.0,,,,,1.0,,,,1.0,3.0,1.0,,2.0,,,,,,0.0382,,-0.15,2.0,,,,,,,,
14429574,home,Al-Fateh,Mourad Batna,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800.0,M,11,11,False,16.0,12.0,2.0,1.0,1.0,2.0,2.0,10.0,14.0,2.0,4.0,,,,,,89.0,53.0,8.4,21.0,0.942537,,6,,0.71,0.97,-0.06,,,,15.0,,6.0,7.0,,9.0,4.0,,,2.0,4.0,,1.0,,,,1.0,5.0,1.0,,3.0,,0.3302,0.55,-0.47,3.0,1.0,1.0,,,,,,
14429574,home,Al-Fateh,Fahad Zubaidi,fahad-zubaidi,F. Zubaidi,M,27,175.0,36,M,1445997,EUR,1010880000.0,M,27,27,False,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,4.0,1.0,,,,,,72.0,16.0,7.1,4.0,0.00263619,,2,,-0.13,0.34,0.28,,Fahad Zubaidi,,,1.0,2.0,2.0,,,,,3.0,1.0,,,1.0,,,,1.0,,,,1.0,,0.4447,0.5807,0.48,1.0,,,1.0,,,,,
14429574,home,Al-Fateh,Matías Vargas,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600.0,M,10,10,False,30.0,24.0,3.0,2.0,0.0,7.0,7.0,17.0,23.0,,6.0,,,,,,90.0,49.0,7.1,14.0,0.887094,,4,,0.45,0.34,-0.03,,,,5.0,,3.0,3.0,1.0,2.0,1.0,,2.0,1.0,2.0,,1.0,1.0,,,1.0,,,,1.0,1.0,0.2162,0.0607,-0.51,2.0,,,,,,,,
