match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_totalContest,stat_dispossessed,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_challengeLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_goalAssist
11274632,home,Colorado Rapids,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190,333,M,843151,EUR,886464000,G,1,1,False,31.0,29.0,7.0,6.0,29.0,31.0,6.0,1.0,90.0,37.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Lalas Abubakar,,,lalas-abubakar,L. Abubakar,D,5,185,126,M,867751,EUR,788227200,D,6,6,False,83.0,78.0,7.0,5.0,57.0,59.0,1.0,,90.0,90.0,7.1,5.0,0,21.0,24.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Andreas Maxsø,,,andreas-maxso,A. Maxsø,D,94,193,117,M,287941,EUR,763948800,D,5,5,False,70.0,64.0,3.0,1.0,46.0,47.0,2.0,,73.0,78.0,6.8,7.0,0,18.0,23.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,,1.0,True,1.0,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Moise Bombito,Moise Bombito,,bombito-moise,M. Bombito,D,64,190,600,M,1469180,EUR,954374400,D,64,64,False,61.0,51.0,7.0,4.0,30.0,33.0,5.0,,73.0,80.0,7.4,14.0,0,21.0,28.0,,5.0,2.0,12.0,1.0,1.0,1.0,4.0,,,3.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Keegan Rosenberry,,,keegan-rosenberry,K. Rosenberry,D,2,173,39,M,829556,EUR,755568000,M,2,2,False,58.0,51.0,18.0,13.0,25.0,26.0,4.0,,90.0,72.0,7.1,8.0,2,26.0,32.0,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11274632,home,Colorado Rapids,Danny Leyva,,,danny-leyva,D. Leyva,M,6,178,124,M,981054,EUR,1052092800,M,15,15,False,46.0,35.0,6.0,4.0,15.0,17.0,7.0,,90.0,55.0,6.7,14.0,0,20.0,29.0,1.0,2.0,3.0,3.0,1.0,,2.0,,,,,1.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,
11274632,home,Colorado Rapids,Bryan Acosta,,,bryan-acosta,B. Acosta,M,6,174,225,M,797162,EUR,754099200,M,21,21,False,33.0,25.0,7.0,4.0,9.0,9.0,6.0,,90.0,46.0,6.8,14.0,0,18.0,29.0,1.0,,4.0,,1.0,,,,2.0,,,1.0,,,2.0,,,,,2.0,5.0,2.0,,,,,,,
11274632,home,Colorado Rapids,Braian Galván,Braian,Galván,braian-galvan,B. Galván,M,16,166,61,M,896247,EUR,970790400,M,29,29,False,25.0,15.0,4.0,1.0,7.0,8.0,1.0,,61.0,50.0,6.0,21.0,0,9.0,19.0,,,6.0,3.0,,,,1.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,
11274632,home,Colorado Rapids,Sam Nicholson,,,sam-nicholson,S. Nicholson,M,19,175,20,M,269183,EUR,790560000,F,28,28,False,31.0,25.0,5.0,5.0,8.0,9.0,,,90.0,51.0,7.0,17.0,2,17.0,25.0,,1.0,4.0,7.0,,,1.0,2.0,,,6.0,,2.0,2.0,3.0,2.0,1.0,,,,3.0,,1.0,,,,,,
11274632,home,Colorado Rapids,Kevin Cabral,,,kevin-cabral,K. Cabral,M,91,185,145,M,958128,EUR,931564800,F,91,91,False,16.0,16.0,,,5.0,5.0,,,78.0,22.0,6.8,1.0,1,11.0,11.0,,1.0,2.0,3.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,
11274632,home,Colorado Rapids,Michael Barrios,,,michael-barrios,M. Barrios,M,7,163,315,M,791545,EUR,672192000,F,12,12,False,13.0,7.0,,,1.0,4.0,2.0,,45.0,18.0,6.9,7.0,1,7.0,11.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,
11274632,home,Colorado Rapids,Jonathan Lewis,,,jonathan-lewis,J. Lewis,M,,170,45,M,867755,EUR,865382400,F,7,7,True,11.0,9.0,,,4.0,5.0,,,45.0,22.0,6.8,5.0,1,5.0,8.0,,,3.0,6.0,,,,3.0,1.0,,3.0,,2.0,2.0,,1.0,,1.0,1.0,,2.0,,,1.0,,,,,
11274632,home,Colorado Rapids,Connor Ronan,,,connor-ronan,C. Ronan,M,20,173,144,M,989122,EUR,889142400,M,20,20,True,17.0,12.0,2.0,2.0,4.0,5.0,1.0,,29.0,21.0,6.6,7.0,2,8.0,14.0,,,2.0,,,,,,,,,,,,,,1.0,,2.0,,2.0,,1.0,,,,,,
11274632,home,Colorado Rapids,Anthony Markanich,Anthony Markanich,,anthony-markanich,A. Markanich,D,13,185,112,M,1172471,EUR,946166400,D,31,31,True,9.0,7.0,1.0,,3.0,4.0,1.0,,17.0,17.0,7.0,3.0,1,4.0,5.0,,1.0,,3.0,,,2.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
11274632,home,Colorado Rapids,Danny Wilson,,,danny-wilson,D. Wilson,D,27,187,29,M,49245,EUR,693792000,D,4,4,True,19.0,15.0,4.0,2.0,9.0,10.0,,,17.0,23.0,6.7,5.0,0,6.0,9.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Calvin Harris,Calvin Harris,,calvin-harris,C. Harris,M,14,183,67,M,1108955,EUR,953510400,F,14,14,True,3.0,3.0,,,1.0,1.0,1.0,,12.0,3.0,6.5,,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,William Yarbrough,,,william-yarbrough,W. Yarbrough,G,,187,404,M,246097,EUR,606355200,G,22,22,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274632,home,Colorado Rapids,Steven Beitashour,,,steven-beitashour,S. Beitashour,D,,178,56,,114920,EUR,539136000,D,33,33,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274632,away,Real Salt Lake,Gavin Beavers,Gavin Beavers,,beavers-gavin,G. Beavers,G,13,196,147,M,1047552,EUR,1114732800,G,35,35,False,29.0,10.0,24.0,5.0,6.0,8.0,8.0,3.0,90.0,37.0,7.6,20.0,0,4.0,21.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,
11274632,away,Real Salt Lake,Emeka Eneli,Emeka Eneli,,eneli-emeka,E. Eneli,M,14,175,84,M,1481985,EUR,940204800,D,25,25,False,26.0,21.0,1.0,,7.0,8.0,7.0,,90.0,68.0,7.6,14.0,0,14.0,18.0,,1.0,4.0,11.0,3.0,1.0,1.0,7.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,,2.0,1.0,,,,,,,,,
11274632,away,Real Salt Lake,Justen Glad,,,justen-glad,J. Glad,D,15,183,89,M,583670,EUR,857088000,D,15,15,False,37.0,24.0,10.0,4.0,17.0,24.0,2.0,,90.0,53.0,7.4,13.0,0,7.0,13.0,1.0,1.0,1.0,4.0,5.0,,5.0,2.0,,True,,,,2.0,,1.0,,,,,,,,,,,,,
11274632,away,Real Salt Lake,Brayan Vera,,,brayan-vera,B. Vera,D,4,180,246,M,925133,EUR,916358400,D,4,4,False,17.0,12.0,2.0,,12.0,17.0,1.0,,64.0,25.0,6.7,6.0,1,,,1.0,1.0,3.0,2.0,4.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,
