match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_keyPass,player_lastName,captain,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_hitWoodwork
12117291,home,Athletico,Mycael,Mycael,mycael,Mycael,G,1,191,790,M,1128850,EUR,1079049600,G,41,41,False,25.0,17.0,14.0,6.0,0.0,13.0,16.0,4.0,9.0,7.0,1.0,1.0,3.0,90.0,32.0,6.3,8.0,0.00052493,0,-0.8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117291,home,Athletico,Kaique Rocha,,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,55.0,46.0,6.0,2.0,0.0,34.0,36.0,13.0,20.0,3.0,,,,90.0,70.0,6.5,10.0,0.0508885,0,,1.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117291,home,Athletico,Thiago Heleno,,thiago-heleno,T. Heleno,D,44,185,283,M,33106,EUR,590457600,D,44,44,False,83.0,73.0,13.0,9.0,0.0,47.0,50.0,26.0,33.0,3.0,,,,90.0,94.0,7.2,11.0,0.0167337,3,,,,2.0,7.0,3.0,7.0,1.0,,1.0,,,,,True,3.0,1.0,1.0,0.1241,,,,,,,,,,,,,,,,,
12117291,home,Athletico,Lucas Esquivel,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,73.0,61.0,12.0,7.0,0.0,31.0,37.0,32.0,40.0,4.0,,,,90.0,109.0,7.2,18.0,0.128104,1,,4.0,2.0,,2.0,3.0,4.0,1.0,1.0,4.0,,,2.0,,,,1.0,1.0,0.0127,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12117291,home,Athletico,Tomás Cuello,,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,35.0,29.0,2.0,1.0,0.0,15.0,18.0,17.0,25.0,3.0,,,,86.0,64.0,6.7,16.0,0.0282987,2,,8.0,3.0,1.0,,5.0,4.0,,,1.0,,2.0,,,,,1.0,,0.026,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0309,,,,,,,,
12117291,home,Athletico,Erick,,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,M,26,26,False,36.0,31.0,2.0,1.0,0.0,11.0,13.0,20.0,23.0,4.0,,,,73.0,44.0,7.0,6.0,0.0188925,2,,,,1.0,,1.0,4.0,,,,,1.0,1.0,,,1.0,1.0,,0.27,,2.0,,1.0,1.0,,2.0,1.0,0.78,1.0,,,,,,,
12117291,home,Athletico,Felipinho,Felipinho,felipinho,Felipinho,M,5,183,272,M,1107060,EUR,1003363200,M,23,23,False,42.0,35.0,2.0,,0.0,18.0,18.0,17.0,27.0,4.0,,,,90.0,63.0,7.2,14.0,0.0175229,1,,3.0,,1.0,1.0,7.0,7.0,1.0,,4.0,,1.0,1.0,,,,,3.0,0.0882,,2.0,,5.0,4.0,2.0,1.0,1.0,0.1874,,,,,,,,
12117291,home,Athletico,João Cruz,,joao-cruz,J. Cruz,M,8,172,469,M,1485226,EUR,1147392000,M,57,57,False,22.0,17.0,2.0,,1.0,5.0,5.0,15.0,25.0,4.0,,,,62.0,42.0,7.0,16.0,0.179474,2,,8.0,3.0,2.0,,8.0,2.0,,,,,3.0,4.0,,,1.0,1.0,2.0,0.0964,2.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
12117291,home,Athletico,Nikão,,nikao,Nikão,M,11,174,442,M,139300,EUR,712368000,F,11,11,False,38.0,27.0,6.0,4.0,0.0,10.0,10.0,18.0,32.0,7.0,,,,90.0,52.0,7.5,14.0,0.0729703,2,,4.0,1.0,4.0,1.0,5.0,5.0,,,,,,3.0,,,1.0,3.0,1.0,0.0428,,1.0,1.0,,,,1.0,,,,1.0,,,,,,
12117291,home,Athletico,Julimar,,julimar,Julimar,F,20,188,376,M,1167536,EUR,980380800,F,20,20,False,29.0,21.0,2.0,1.0,0.0,8.0,9.0,13.0,23.0,2.0,,,,86.0,47.0,7.1,17.0,0.0531254,4,,3.0,,2.0,5.0,3.0,7.0,,,1.0,,2.0,3.0,,,3.0,,,0.1954,,1.0,,2.0,2.0,,,1.0,0.035,2.0,,1.0,,,,,
