match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,stat_aerialLost,captain,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
14035905,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195,289,M,963038,EUR,1014336000,G,99,99,False,23.0,15.0,11.0,3.0,0.0,12.0,12.0,3.0,11.0,1.0,1.0,8.0,1.0,1.0,3.0,4.0,1.0,90.0,34.0,7.7,9.0,0.00830954,0.6084,0,1.2111,0.06,0.0,0.27,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035905,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,35.0,33.0,2.0,2.0,1.0,8.0,9.0,25.0,26.0,8.0,2.0,1.0,4.0,,,,,90.0,54.0,8.9,7.0,0.52291,,0,,0.85,0.32,0.16,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14035905,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,44.0,40.0,11.0,9.0,0.0,25.0,26.0,15.0,18.0,10.0,15.0,5.0,1.0,,,,,90.0,69.0,8.4,5.0,0.0366411,,1,,0.38,0.12,0.46,,1.0,6.0,,,1.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,0.0512,-0.13,,,,,,,,,,,,,,
14035905,home,KVC Westerlo,Seiji Kimura,,,seiji-kimura,S. Kimura,D,5,186,246,M,939399,EUR,998611200,D,5,5,False,28.0,26.0,3.0,2.0,0.0,19.0,20.0,7.0,8.0,5.0,13.0,1.0,2.0,,,,,90.0,47.0,7.5,3.0,0.00159002,,1,,0.09,0.01,0.33,,,2.0,,,,,1.0,1.0,1.0,,,,,,0.0384,-0.19,1.0,1.0,,,,,,,,,,,,
14035905,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,False,44.0,31.0,2.0,,1.0,14.0,15.0,17.0,29.0,13.0,11.0,,3.0,,,,,90.0,77.0,7.3,19.0,0.123566,,0,,-0.04,0.03,0.22,,1.0,8.0,3.0,1.0,1.0,2.0,1.0,,,3.0,1.0,6.0,,,,,,,1.0,,,,,,,,,,,
14035905,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,34,34,False,34.0,29.0,2.0,1.0,0.0,14.0,17.0,15.0,17.0,11.0,6.0,2.0,3.0,,,,,90.0,65.0,7.7,14.0,0.0714708,,1,,0.14,0.16,0.38,,10.0,3.0,1.0,1.0,,2.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,,0.0359,-0.11,1.0,1.0,,True,2.0,,,,,,,,,
14035905,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,43.0,38.0,1.0,,0.0,16.0,19.0,22.0,24.0,2.0,1.0,7.0,2.0,,,,,89.0,52.0,7.4,7.0,0.142028,,0,,0.28,0.28,0.38,,1.0,,,,,,,,1.0,,3.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,
14035905,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182,1519,M,905474,EUR,993772800,M,7,7,False,34.0,24.0,3.0,1.0,0.0,9.0,10.0,15.0,24.0,8.0,3.0,7.0,2.0,,,,,89.0,56.0,7.2,15.0,0.217426,,1,,0.23,0.19,0.23,,,1.0,3.0,2.0,,2.0,3.0,1.0,,,2.0,5.0,,1.0,0.0083,-0.11,,,,,,4.0,,,,,,,,
14035905,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174,492,M,1126245,EUR,1061856000,M,13,13,False,25.0,22.0,1.0,1.0,0.0,8.0,9.0,14.0,16.0,6.0,,4.0,2.0,,,,,82.0,43.0,6.9,10.0,0.0268629,,4,,0.25,0.28,0.14,,2.0,,6.0,4.0,,,,,2.0,2.0,1.0,7.0,,1.0,0.2399,-0.31,2.0,,2.0,,,1.0,1.0,0.5025,,,,,,
14035905,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185,655,M,1131598,EUR,1089158400,M,77,77,False,23.0,19.0,2.0,1.0,0.0,3.0,4.0,16.0,19.0,9.0,1.0,1.0,3.0,,,,,71.0,49.0,7.0,16.0,0.0917583,,3,,0.28,0.28,-0.05,,4.0,1.0,8.0,3.0,,,2.0,,3.0,2.0,,9.0,1.0,1.0,0.7506,-0.38,1.0,,1.0,,,,1.0,0.2552,1.0,,,,,
