match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_keyPass,captain,stat_dispossessed,stat_errorLeadToAGoal,stat_totalOffside,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_penaltyWon,stat_bigChanceMissed
11396184,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,44.0,26.0,36.0,18.0,7.0,9.0,19.0,35.0,2.0,10.0,4.0,1.0,5.0,2.0,2.0,90.0,55.0,6.9,19.0,0.00719913,0,-1.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,D,15,15,False,8.0,5.0,2.0,,2.0,2.0,3.0,8.0,,1.0,,,,,,15.0,15.0,3.0,7.0,0.00096122,0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,15.0,12.0,2.0,1.0,10.0,11.0,2.0,4.0,3.0,3.0,,,,,,90.0,28.0,6.7,3.0,0.0004541,0,,,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,29.0,23.0,1.0,,10.0,10.0,13.0,19.0,5.0,4.0,,,,,,90.0,46.0,6.0,9.0,0.0122434,0,,,6.0,10.0,4.0,2.0,,,,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,16.0,11.0,2.0,,3.0,7.0,8.0,9.0,,1.0,,,,,,45.0,20.0,6.2,5.0,0.00562468,0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,16.0,12.0,1.0,,7.0,7.0,5.0,9.0,1.0,3.0,,,,,,61.0,19.0,6.5,4.0,0.00288314,0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,28.0,23.0,2.0,1.0,12.0,16.0,11.0,12.0,,5.0,,,,,,90.0,42.0,5.5,11.0,0.00813071,0,,,5.0,5.0,,,1.0,,1.0,,,2.0,4.0,2.0,2.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,M,11,11,False,3.0,2.0,,,1.0,1.0,1.0,4.0,,1.0,,,,,,20.0,6.0,6.7,3.0,0.00082795,0,,2.0,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,58.0,48.0,3.0,2.0,18.0,20.0,31.0,42.0,,7.0,,,,,,90.0,77.0,6.6,18.0,0.153123,1,,4.0,2.0,5.0,2.0,,,,,1.0,,,1.0,,2.0,,3.0,1.0,,1.0,,,1.0,1.0,0.0184,,,,,,,,,,,,,,,
11396184,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,17.0,10.0,2.0,1.0,4.0,4.0,6.0,14.0,1.0,5.0,,,,,,90.0,32.0,6.6,10.0,0.0157848,0,,1.0,5.0,6.0,3.0,1.0,,,1.0,3.0,3.0,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
