match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalOffside,stat_blockedScoringAttempt,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
12764238,home,Ludogorets,Sergio Padt,,,sergio-padt,S. Padt,G,1,197,141,M,42894,EUR,644630400,G,1,1,False,True,33.0,15.0,22.0,4.0,0.0,14.0,18.0,1.0,15.0,1.0,7.0,1.0,6.0,1.0,1.0,90.0,45.0,7.3,18.0,0.00012915,0,-0.6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764238,home,Ludogorets,Aslak Fonn Witry,,,aslak-fonn-witry,A. F. Witry,D,16,178,132,M,559494,EUR,826416000,D,16,16,False,,21.0,13.0,4.0,,0.0,10.0,12.0,3.0,10.0,3.0,1.0,,,,,85.0,46.0,6.7,12.0,0.00076892,0,,1.0,3.0,1.0,7.0,8.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,
12764238,home,Ludogorets,Olivier Verdon,,,olivier-verdon,O. Verdon,D,24,190,1170,M,889680,EUR,812851200,D,24,24,False,,43.0,40.0,6.0,5.0,0.0,35.0,36.0,5.0,7.0,9.0,3.0,,,,,90.0,56.0,6.9,3.0,0.00160159,0,,,1.0,2.0,2.0,5.0,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,
12764238,home,Ludogorets,Dinis Almeida,,,dinis-almeida,D. Almeida,D,4,190,98,M,811562,EUR,804297600,D,4,4,False,,35.0,26.0,9.0,3.0,0.0,20.0,23.0,6.0,12.0,3.0,,,,,,90.0,43.0,6.6,9.0,0.00983911,0,,,2.0,2.0,2.0,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
12764238,home,Ludogorets,Son,,,son,Son,D,17,179,216,M,597716,EUR,764985600,D,17,17,False,,34.0,26.0,9.0,4.0,0.0,16.0,18.0,10.0,17.0,5.0,3.0,,,,,90.0,56.0,6.5,13.0,0.0681345,1,,1.0,,,3.0,4.0,,6.0,3.0,,1.0,,,,1.0,,1.0,0.0397,,,,,,,,,,,,
12764238,home,Ludogorets,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177,216,M,921089,EUR,931046400,M,23,23,False,,32.0,25.0,4.0,2.0,0.0,17.0,18.0,8.0,14.0,4.0,1.0,,,,,90.0,44.0,6.8,10.0,0.00709195,0,,,,2.0,2.0,3.0,1.0,1.0,1.0,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,
12764238,home,Ludogorets,Ivan Yordanov,,,ivan-yordanov,I. Yordanov,M,82,170,82,M,987212,EUR,973555200,M,82,82,False,,28.0,26.0,1.0,1.0,0.0,15.0,16.0,11.0,12.0,3.0,5.0,,,,,85.0,42.0,6.7,4.0,0.00836479,0,,,,,4.0,3.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,,,2.0,,,,,,,,,,,
12764238,home,Ludogorets,Erick Marcus,,,erick-marcus,Erick Marcus,M,77,172,690,M,1403439,EUR,1078099200,M,77,77,False,,18.0,9.0,4.0,2.0,0.0,3.0,7.0,7.0,12.0,2.0,5.0,,,,,74.0,37.0,7.1,14.0,0.172159,2,,1.0,1.0,1.0,7.0,4.0,2.0,4.0,1.0,,2.0,,,2.0,2.0,1.0,1.0,0.0621,,1.0,1.0,1.0,0.0726,1.0,,,,,,
12764238,home,Ludogorets,Rwan Cruz,Rwan Cruz,,rwan-cruz,Rwan Cruz,F,12,187,1041,M,1180918,EUR,990316800,M,12,12,False,,24.0,16.0,1.0,1.0,0.0,9.0,10.0,7.0,14.0,3.0,4.0,,,,,90.0,57.0,6.5,19.0,0.0156392,2,,,5.0,7.0,16.0,14.0,2.0,4.0,1.0,,,3.0,,4.0,3.0,4.0,2.0,0.1444,2.0,,,,,1.0,1.0,,,,,
12764238,home,Ludogorets,Rick,,,rick,Rick,M,37,170,485,M,984900,EUR,936230400,M,7,7,False,,20.0,14.0,2.0,2.0,0.0,6.0,7.0,9.0,17.0,1.0,12.0,,,,,90.0,59.0,6.2,25.0,0.068652,0,,4.0,1.0,2.0,19.0,14.0,3.0,9.0,3.0,,1.0,3.0,3.0,2.0,6.0,2.0,,,7.0,1.0,,,,1.0,1.0,,,,,
12764238,home,Ludogorets,Kwadwo Duah,,,kwadwo-duah,K. Duah,F,9,185,878,M,827531,EUR,856742400,F,9,9,False,,20.0,14.0,1.0,,0.0,4.0,5.0,10.0,15.0,,3.0,,,,,90.0,34.0,7.1,9.0,0.00960132,3,,,2.0,2.0,6.0,7.0,,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,0.2344,1.0,,1.0,,0.1584,1.0,3.0,1.0,,,,
12764238,home,Ludogorets,Georgi Rusev,,,georgi-rusev,G. Rusev,M,11,176,211,M,869017,EUR,899337600,F,19,19,True,,10.0,6.0,,,0.0,2.0,2.0,4.0,8.0,,1.0,,,,,16.0,16.0,6.4,8.0,0.00323253,1,,,2.0,,3.0,,,1.0,,,,,,2.0,,1.0,,0.0965,,,,,,,,1.0,,,,
