match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_accurateCross,stat_keyPass,stat_goalAssist,player_sofascoreId,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_bigChanceCreated
11368753,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,34.0,20.0,33.0,19.0,2.0,2.0,18.0,32.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,90.0,43.0,7.3,14.0,0.00554138,0,-0.8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,16.0,9.0,7.0,2.0,6.0,9.0,3.0,9.0,,6.0,,5.0,,,,,,90.0,36.0,6.6,11.0,0.00506806,0,,2.0,2.0,6.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,21.0,13.0,8.0,3.0,8.0,12.0,5.0,9.0,,2.0,4.0,3.0,1.0,,,,,90.0,35.0,6.3,12.0,0.00873417,0,,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,11.0,8.0,2.0,1.0,7.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,,,49.0,16.0,5.5,4.0,0.00042753,0,,,1.0,2.0,,,1.0,,1.0,,,,True,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,2,2,False,15.0,12.0,2.0,1.0,6.0,7.0,6.0,8.0,3.0,5.0,3.0,5.0,1.0,,,,,90.0,27.0,6.6,5.0,0.00180609,0,,,,3.0,1.0,,,,3.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,11,11,False,17.0,12.0,2.0,1.0,6.0,7.0,6.0,10.0,1.0,3.0,3.0,1.0,1.0,,,,,80.0,30.0,6.6,7.0,0.00402781,0,,,1.0,4.0,2.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,False,19.0,9.0,4.0,1.0,6.0,10.0,3.0,9.0,,3.0,1.0,6.0,3.0,,,,,64.0,40.0,7.0,17.0,0.00051445,2,,,1.0,5.0,1.0,2.0,,,2.0,,,2.0,,1.0,,,1.0,1.0,1.0,0.0716,0.4073,,,,,,,,,,,
11368753,home,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,17.0,11.0,2.0,,7.0,9.0,4.0,8.0,2.0,3.0,7.0,3.0,,,,,,90.0,35.0,6.3,8.0,0.00240923,1,,,3.0,10.0,3.0,,1.0,,1.0,1.0,,1.0,,3.0,,1.0,,,,0.0269,,1.0,,,,,,,,,,
11368753,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,18.0,12.0,3.0,,4.0,8.0,10.0,17.0,1.0,7.0,3.0,7.0,2.0,,,,,80.0,40.0,6.9,15.0,0.0812207,1,,7.0,1.0,6.0,1.0,2.0,1.0,1.0,,3.0,2.0,2.0,,3.0,,,,,,0.0358,,1.0,2.0,1.0,,,,,,,,
11368753,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,10.0,7.0,,,3.0,4.0,4.0,6.0,3.0,11.0,2.0,1.0,3.0,,,,,64.0,31.0,7.5,9.0,0.0042197,0,,,6.0,8.0,,1.0,2.0,1.0,,4.0,3.0,4.0,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,
11368753,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,36.0,14.0,,,3.0,4.0,11.0,32.0,16.0,18.0,3.0,,1.0,,,,,90.0,51.0,7.1,26.0,0.0159538,0,,,8.0,11.0,1.0,2.0,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,1.0,,vedatmuriqi,,,,,,
11368753,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,True,7.0,3.0,,,1.0,1.0,2.0,6.0,4.0,6.0,2.0,,,,,,,26.0,11.0,6.7,4.0,0.00027598,0,,,2.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,2.0,,,,,,,2.0,2.0,3.0,1.0,,2.0,,,,,26.0,11.0,6.6,5.0,,0,,,,2.0,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,10.0,8.0,6.3,1.0,0.00381056,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,True,3.0,3.0,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,10.0,9.0,6.5,1.0,0.0383795,0,,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Iván Cuéllar,ivan-cuellar,I. Cuéllar,G,25,187,119,M,19013,EUR,454464000,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368753,home,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
