match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_lastManTackle,captain,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper
14573117,home,FC Lausanne-Sport,Karlo Letica,karlo-letica,K. Letica,G,25,201.0,508,M,827372,EUR,855619200,G,25,25,False,24.0,19.0,5.0,0.0,19.0,21.0,3.0,3.0,7.0,2.0,2.0,90.0,34.0,7.3,5.0,8.612e-05,0.5389,0,0.2917,0.02,0.01,0.3,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Kevin Mouanga,kevin-mouanga,K. Mouanga,D,14,191.0,118,M,962404,EUR,964396800,D,14,14,False,60.0,54.0,4.0,0.0,22.0,22.0,41.0,1.0,9.0,,,90.0,94.0,8.0,13.0,0.0644579,,0,,0.4,0.39,0.44,,2.0,32.0,3.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Abdou Karim Sow,abdou-karim-sow,A. K. Sow,D,71,194.0,147,M,1127855,EUR,1053561600,D,71,71,False,83.0,74.0,8.0,0.0,41.0,44.0,39.0,6.0,7.0,,,90.0,102.0,7.5,10.0,0.0119345,,1,,0.13,0.35,0.35,,3.0,33.0,,3.0,3.0,1.0,,,,1.0,3.0,2.0,2.0,1.0,,,,,2.0,1.0,1.0,0.0146,-0.06,,,,,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Bryan Okoh,bryan-okoh,B. Okoh,D,24,187.0,291,M,987491,EUR,1053043200,D,5,5,False,93.0,81.0,13.0,1.0,37.0,38.0,55.0,4.0,4.0,,,90.0,105.0,8.3,14.0,0.338932,,1,,0.63,0.42,0.33,,3.0,44.0,,2.0,2.0,,1.0,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,0.071,0.18,1.0,1.0,0.3272,2.0,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Sekou Fofana,sekou-fofana,S. Fofana,D,93,178.0,134,M,1510503,EUR,1048550400,D,93,93,False,35.0,33.0,2.0,1.0,14.0,14.0,25.0,2.0,1.0,,,60.0,50.0,8.0,5.0,0.259233,,0,,0.45,0.0,0.81,,2.0,21.0,4.0,2.0,2.0,,,,,,,2.0,2.0,,,1.0,,,1.0,,,,,2.0,,,3.0,2.0,1.0,,,,,,,,,
14573117,home,FC Lausanne-Sport,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181.0,439,M,963211,EUR,1014249600,M,2,2,False,41.0,33.0,1.0,0.0,10.0,12.0,30.0,1.0,7.0,,,90.0,69.0,6.6,15.0,0.0129806,,0,,-0.43,-0.22,-0.01,,,23.0,1.0,6.0,8.0,2.0,1.0,1.0,,,2.0,6.0,3.0,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Olivier Custodio,olivier-custodio,O. Custodio,M,10,179.0,35,M,186987,EUR,792374400,M,10,10,False,62.0,58.0,2.0,0.0,22.0,24.0,38.0,3.0,4.0,,,61.0,70.0,6.5,6.0,0.0384,,0,,0.23,0.19,-0.06,,,36.0,,5.0,,1.0,1.0,,,,1.0,,,1.0,,2.0,,,1.0,,,,,,,,1.0,,,True,1.0,,,,,,,
14573117,home,FC Lausanne-Sport,Gabriel Sigua,sigua-gabriel,G. Sigua,M,38,191.0,705,M,1153198,EUR,1120089600,M,38,38,False,38.0,36.0,,1.0,13.0,13.0,26.0,2.0,4.0,,,90.0,56.0,7.7,5.0,0.638031,,1,,0.28,0.75,-0.04,,,23.0,1.0,6.0,5.0,3.0,2.0,1.0,1.0,,1.0,4.0,1.0,,,,Gabriel Sigua,,1.0,,,0.0146,-0.01,2.0,1.0,0.0675,3.0,,,,,,,,,,,
14573117,home,FC Lausanne-Sport,Beyatt Lekoueiry,beyatt-lekweiry,B. Lekoueiry,M,27,171.0,1257,M,1169719,EUR,1113177600,M,27,27,False,44.0,37.0,3.0,0.0,14.0,14.0,30.0,,3.0,,,72.0,58.0,7.5,10.0,0.0260825,,3,,-0.78,0.49,-0.04,,3.0,23.0,,4.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,0.2103,0.48,,2.0,0.7779,,,,,,1.0,1.0,,,,,
14573117,home,FC Lausanne-Sport,Gaoussou Diakite,diakite-gaoussou,G. Diakite,F,70,182.0,3137,M,1652719,EUR,1127692800,F,70,70,False,37.0,32.0,,0.0,3.0,4.0,36.0,,3.0,,,79.0,63.0,8.5,14.0,0.247462,,4,,0.83,0.02,-0.07,,,30.0,3.0,7.0,6.0,1.0,1.0,7.0,3.0,,1.0,1.0,,2.0,2.0,1.0,,,,,2.0,1.0954,0.48,,2.0,1.3162,1.0,1.0,,,,,1.0,,,,,
