match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_wasFouled,stat_lastManTackle,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_goals
12450271,home,Nantes,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184.0,1194,M,48535,EUR,654739200,G,16,16,False,40.0,37.0,5.0,2.0,0.0,37.0,37.0,3.0,5.0,1.0,90.0,45.0,6.5,3.0,0.00011653,0,-0.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,home,Nantes,Kelvin Amian,,,kelvin-amian,K. Amian,D,98,179.0,199,M,802143,EUR,886896000,D,98,98,False,30.0,22.0,1.0,,0.0,9.0,10.0,24.0,1.0,,65.0,55.0,7.1,17.0,0.074036,0,,15.0,4.0,2.0,2.0,3.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,,,,,,,,,,,,,,,
12450271,home,Nantes,Jean-Charles Castelletto,,,jean-charles-castelletto,J.-C. Castelletto,D,21,186.0,1499,M,191204,EUR,791078400,D,21,21,False,81.0,72.0,7.0,4.0,0.0,59.0,62.0,19.0,5.0,,90.0,100.0,7.2,9.0,0.00794406,0,,13.0,,,,,,5.0,,,1.0,1.0,10.0,,,1.0,,,,3.0,,,,,,,,,,,,,,
12450271,home,Nantes,Nathan Zeze,Nathan Zeze,,zeze-nathan,N. Zeze,D,44,190.0,847,M,1154687,EUR,1119052800,D,44,44,False,78.0,65.0,15.0,8.0,0.0,54.0,56.0,22.0,1.0,,90.0,95.0,7.0,15.0,0.0287875,0,,11.0,,,3.0,2.0,5.0,7.0,,1.0,,,6.0,1.0,,3.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,
12450271,home,Nantes,Fabien Centonze,,,fabien-centonze,F. Centonze,D,18,182.0,177,M,802034,EUR,821750400,D,18,18,False,43.0,36.0,2.0,1.0,0.0,19.0,19.0,28.0,4.0,,90.0,67.0,7.4,14.0,0.0774736,0,,18.0,4.0,1.0,1.0,2.0,3.0,5.0,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,
12450271,home,Nantes,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176.0,892,M,963299,EUR,1035244800,M,8,8,False,30.0,25.0,1.0,1.0,0.0,12.0,14.0,16.0,3.0,,65.0,38.0,6.7,8.0,0.00741809,1,,13.0,,,1.0,2.0,2.0,4.0,,,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,,1.0,0.0177,,,,,,,,,
12450271,home,Nantes,Pedro Chirivella,,,pedro-chirivella,P. Chirivella,M,4,178.0,556,M,799216,EUR,864345600,M,5,5,False,63.0,58.0,4.0,2.0,0.0,26.0,28.0,36.0,4.0,,77.0,76.0,7.5,6.0,0.0837802,1,,33.0,1.0,1.0,,,,4.0,,,1.0,1.0,,,1.0,3.0,2.0,1.0,,,,,1.0,,0.1033,True,1.0,0.6683,,,,,,
12450271,home,Nantes,Louis Leroux,,,louis-leroux,L. Leroux,M,66,184.0,364,M,1405998,EUR,1137974400,M,66,66,False,50.0,42.0,5.0,2.0,0.0,21.0,23.0,27.0,3.0,,85.0,63.0,6.7,13.0,0.0225516,0,,21.0,,,1.0,,5.0,5.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,3.0,,3.0,,1.0,,,,,,,,,,,,
12450271,home,Nantes,Matthis Abline,,,abline-matthis,M. Abline,F,10,182.0,1315,M,999070,EUR,1048809600,F,39,39,False,20.0,13.0,,,0.0,1.0,2.0,19.0,2.0,,90.0,31.0,7.0,11.0,0.0372909,2,,12.0,1.0,,1.0,3.0,5.0,5.0,,1.0,1.0,1.0,2.0,,,,,2.0,,1.0,,3.0,1.0,,0.0724,,,,2.0,,,,,
12450271,home,Nantes,Mostafa Mohamed,,,mostafa-mohamed,M. Mohamed,F,31,185.0,32494,M,873551,EUR,880675200,F,31,31,False,21.0,18.0,1.0,1.0,0.0,5.0,5.0,16.0,5.0,,90.0,31.0,7.1,4.0,0.0224827,2,,13.0,,,2.0,6.0,4.0,9.0,,,,,1.0,,,,,,,3.0,,2.0,,1.0,0.1535,,,,1.0,mostafamohamed11,,,,
12450271,home,Nantes,Moses Simon,,,moses-simon,M. Simon,F,27,168.0,4098,M,330051,EUR,805507200,F,27,27,False,24.0,18.0,3.0,1.0,0.0,4.0,6.0,33.0,1.0,,90.0,60.0,7.1,26.0,0.116153,0,,17.0,15.0,3.0,,2.0,6.0,9.0,,,7.0,3.0,,,,3.0,3.0,3.0,,1.0,,2.0,1.0,,,,,,,,1.0,,,
12450271,home,Nantes,Nicolas Cozza,,,nicolas-cozza,N. Cozza,D,3,178.0,184,M,886286,EUR,915753600,D,3,3,True,14.0,12.0,2.0,,0.0,5.0,5.0,9.0,1.0,,25.0,26.0,6.6,4.0,0.00617946,2,,7.0,,,,,2.0,2.0,,,2.0,,,,,2.0,1.0,,,,,,,,0.1759,,2.0,0.4198,,,,,,
12450271,home,Nantes,Francis Coquelin,,,francis-coquelin,F. Coquelin,M,13,178.0,472,M,40672,EUR,674092800,M,13,13,True,23.0,20.0,1.0,,0.0,9.0,10.0,13.0,1.0,,25.0,25.0,7.1,3.0,0.279916,0,,11.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,
12450271,home,Nantes,Dehmaine Tabibou,Dehmaine,Tabibou,dehmaine-assoumani,D. Tabibou,M,17,181.0,341,M,1405912,EUR,1113696000,M,59,59,True,2.0,1.0,,,0.0,,,3.0,,,13.0,7.0,6.6,5.0,0.00042435,0,,1.0,1.0,,,,2.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
12450271,home,Nantes,Tino Kadewere,,,tino-kadewere,T. Kadewere,M,9,180.0,935,M,810535,EUR,820800000,F,10,10,True,6.0,5.0,,,0.0,1.0,1.0,5.0,2.0,,12.0,9.0,6.7,2.0,0.00301234,0,,4.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12450271,home,Nantes,Patrik Carlgren,,,patrik-carlgren,P. Carlgren,G,30,188.0,122,M,156236,EUR,694828800,G,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,home,Nantes,Nicolas Pallois,,,nicolas-pallois,N. Pallois,D,5,190.0,248,M,106496,EUR,559008000,D,4,4,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,home,Nantes,Florent Mollet,,,florent-mollet,F. Mollet,M,91,174.0,195,M,234230,EUR,690508800,M,25,25,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,home,Nantes,Sorba Thomas,,,sorba-thomas,S. Thomas,M,7,185.0,586,M,911039,EUR,917222400,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,home,Nantes,Bahereba Guirassy,,,bahereba-guirassy,B. Guirassy,F,11,177.0,1755,M,1406007,EUR,1156809600,F,62,62,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450271,away,Angers,Yahia Fofana,,,yahia-fofana,Y. Fofana,G,75,194.0,3568,M,877977,EUR,966816000,G,30,30,False,26.0,17.0,12.0,3.0,0.0,14.0,15.0,11.0,10.0,3.0,90.0,37.0,7.4,9.0,0.00132847,0,1.0881,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,yahia.fofana_,,1.0,1.0,
12450271,away,Angers,Carlens Arcus,,,carlens-arcus,C. Arcus,D,2,180.0,5908,M,794373,EUR,835920000,D,2,2,False,35.0,25.0,5.0,2.0,0.0,11.0,13.0,24.0,2.0,,90.0,57.0,6.9,15.0,0.0665203,0,,14.0,2.0,,4.0,1.0,10.0,5.0,3.0,,,,5.0,,1.0,2.0,2.0,1.0,,2.0,,3.0,1.0,,,,,,,,,,,
12450271,away,Angers,Ousmane Camara,Ousmane Camara,,ousmane-camara,O. Camara,D,4,197.0,1730,M,1049538,EUR,1046908800,D,29,29,False,47.0,42.0,5.0,2.0,0.0,29.0,30.0,17.0,3.0,,90.0,58.0,7.1,6.0,0.00576328,1,,13.0,,,3.0,2.0,4.0,3.0,,1.0,,,6.0,,,1.0,,,,,,,1.0,,0.0803,,,,1.0,,,,,
12450271,away,Angers,Jordan Lefort,,,jordan-lefort,J. Lefort,D,21,184.0,183,M,363042,EUR,741225600,D,21,21,False,53.0,46.0,9.0,4.0,0.0,33.0,36.0,17.0,2.0,,90.0,73.0,7.3,9.0,0.00599753,2,,13.0,,,3.0,3.0,4.0,3.0,,,,,11.0,1.0,,,,2.0,,,,1.0,,1.0,0.1785,,,,1.0,,,,,
12450271,away,Angers,Florent Hanin,,,florent-hanin,F. Hanin,D,26,177.0,69,M,170129,EUR,634089600,D,26,26,False,39.0,30.0,6.0,1.0,0.0,13.0,15.0,27.0,5.0,,81.0,68.0,7.1,16.0,0.0149482,0,,17.0,3.0,,1.0,,1.0,6.0,,,1.0,1.0,2.0,,3.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
12450271,away,Angers,Lilian Raolisoa,Lilian Raolisoa,,lilian-raolisoa,L. Raolisoa,D,27,178.0,247,M,1462778,EUR,961113600,M,27,27,False,18.0,14.0,1.0,,0.0,3.0,4.0,19.0,4.0,,81.0,36.0,6.8,12.0,0.0390498,1,,13.0,5.0,2.0,,1.0,5.0,4.0,1.0,1.0,2.0,,2.0,,,2.0,1.0,2.0,,1.0,,1.0,1.0,,0.1174,,,,1.0,,,,,
12450271,away,Angers,Yassin Belkhdim,,,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,1195241,EUR,1013644800,M,14,14,False,26.0,23.0,1.0,1.0,1.0,16.0,17.0,10.0,2.0,,90.0,43.0,6.8,7.0,0.0207762,1,,7.0,1.0,,,1.0,8.0,3.0,3.0,1.0,,,5.0,,1.0,2.0,2.0,1.0,1.0,,,4.0,1.0,,0.0251,,,,1.0,,,,,
12450271,away,Angers,Marius Courcoul,Marius Courcoul,,courcoul-marius,M. Courcoul,D,5,182.0,146,M,1506932,EUR,1167609600,M,5,5,False,38.0,35.0,3.0,2.0,0.0,24.0,26.0,12.0,2.0,,73.0,53.0,7.1,5.0,0.0107059,1,,11.0,,,,1.0,1.0,2.0,,,,,4.0,,3.0,1.0,1.0,2.0,,,,1.0,,,0.064,,,,1.0,,,,,
