match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
12530819,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,29.0,23.0,13.0,7.0,0.0,19.0,19.0,4.0,10.0,1.0,1.0,1.0,8.0,1.0,5.0,5.0,1.0,90.0,40.0,8.0,7.0,0.00111064,0,1.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530819,home,Trabzonspor,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,416,M,1131249,EUR,980035200,D,79,79,False,,64.0,57.0,1.0,,0.0,10.0,10.0,48.0,58.0,1.0,4.0,1.0,6.0,,,,,90.0,92.0,8.2,14.0,0.312466,2,,,,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0458,0.0764,2.0,,,,,,,,,,,,,
12530819,home,Trabzonspor,Ali Şahin Yılmaz,ali-sahin-yilmaz,A. Ş. Yılmaz,D,84,185,100,M,1145980,EUR,1072915200,D,84,84,False,,32.0,29.0,3.0,1.0,0.0,14.0,15.0,15.0,17.0,1.0,2.0,,3.0,1.0,,,,45.0,36.0,6.4,4.0,0.0130935,0,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
12530819,home,Trabzonspor,John Lundstram,john-lundstram,J. Lundstram,M,5,181,401,M,149815,EUR,761529600,D,5,5,False,,108.0,92.0,12.0,6.0,0.0,32.0,36.0,60.0,73.0,3.0,6.0,,5.0,,,,,90.0,117.0,7.6,18.0,0.0465118,1,,,,1.0,,1.0,,,,1.0,,,3.0,2.0,0.0579,,,,1.0,1.0,,,,,,,,,,
12530819,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,59.0,51.0,3.0,3.0,0.0,17.0,19.0,34.0,41.0,,3.0,,4.0,,,,,89.0,79.0,7.5,12.0,0.0449238,1,,,,1.0,,3.0,1.0,1.0,,1.0,,,2.0,2.0,0.0327,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,
12530819,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,990,M,958901,EUR,969926400,M,10,10,False,,65.0,59.0,3.0,2.0,1.0,13.0,13.0,47.0,61.0,,6.0,,7.0,,,,,89.0,91.0,7.7,17.0,0.121001,1,,,,9.0,1.0,3.0,1.0,1.0,,,,,3.0,1.0,0.0893,,3.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,
12530819,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,68.0,60.0,5.0,2.0,0.0,19.0,20.0,41.0,48.0,2.0,7.0,,4.0,,,,,90.0,85.0,7.1,12.0,0.060873,2,,,,,,5.0,,3.0,2.0,1.0,,,2.0,,0.1494,,1.0,2.0,2.0,,,,1.0,1.0,1.0,3.0,,,,
12530819,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182,2045,M,251907,EUR,795916800,M,11,11,False,,43.0,39.0,2.0,2.0,0.0,7.0,9.0,32.0,36.0,1.0,3.0,1.0,3.0,,,,,90.0,54.0,7.3,7.0,0.0688152,2,,,,2.0,,4.0,,,,,2.0,,,,0.0435,1.1236,1.0,3.0,1.0,1.0,1.0,,,2.0,,1.0,,,,
12530819,home,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,F,61,61,False,,30.0,27.0,,,0.0,5.0,5.0,22.0,29.0,,2.0,,5.0,,,,,73.0,51.0,6.8,15.0,0.0387085,2,,Cihan Canak,,4.0,,8.0,1.0,2.0,1.0,1.0,,,1.0,1.0,0.0567,,,2.0,4.0,,,,,,1.0,6.0,,,,
12530819,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,False,,16.0,12.0,1.0,,0.0,3.0,3.0,10.0,14.0,2.0,2.0,,1.0,,,,,90.0,22.0,6.7,7.0,0.0714245,1,,,,1.0,1.0,6.0,1.0,,,1.0,,,,,0.2633,,1.0,2.0,3.0,1.0,,,,,,2.0,simbnz,,,
