match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11072704,home,1. FC Nürnberg,Peter Vindahl Jensen,,,vindahl-jensen-peter,P. V. Jensen,G,1,194,252,M,814180,EUR,887587200,G,30,30,False,42.0,23.0,24.0,6.0,18.0,21.0,5.0,21.0,2.0,3.0,3.0,15.0,1.0,3.0,8.0,1.0,90.0,64.0,8.6,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11072704,home,1. FC Nürnberg,Christopher Schindler,,,christopher-schindler,C. Schindler,D,,188,40,M,96905,EUR,641347200,D,16,16,False,45.0,38.0,4.0,3.0,29.0,32.0,9.0,13.0,,3.0,3.0,6.0,1.0,,,,90.0,52.0,6.9,7.0,0,True,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11072704,home,1. FC Nürnberg,Florian Hübner,Florian,Hübner,florian-hubner,F. Hübner,D,19,190,23,M,74201,EUR,667785600,D,19,19,False,36.0,31.0,7.0,3.0,24.0,24.0,7.0,12.0,,,6.0,6.0,,,,,90.0,44.0,6.8,5.0,0,,3.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11072704,home,1. FC Nürnberg,Jannes Horn,,,jannes-horn,J. Horn,D,38,186,73,M,827688,EUR,855187200,D,38,38,False,42.0,37.0,3.0,,29.0,31.0,8.0,11.0,,1.0,5.0,3.0,,,,,81.0,51.0,6.8,5.0,0,,3.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
11072704,home,1. FC Nürnberg,Jan Gyamerah,,,jan-gyamerah,J. Gyamerah,D,30,184,103,M,254411,EUR,803433600,M,28,28,False,28.0,25.0,1.0,,11.0,13.0,15.0,17.0,1.0,3.0,,3.0,,,,,90.0,53.0,6.7,9.0,1,,2.0,1.0,1.0,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
11072704,home,1. FC Nürnberg,Jens Castrop,,,jens-castrop,J. Castrop,M,17,177,959,M,1019312,EUR,1059436800,M,17,17,False,25.0,19.0,2.0,1.0,6.0,8.0,13.0,17.0,,8.0,,7.0,1.0,,,,69.0,41.0,6.9,10.0,1,,9.0,2.0,4.0,2.0,2.0,1.0,2.0,,,,4.0,3.0,,1.0,2.0,2.0,1.0,,,,,,,,
11072704,home,1. FC Nürnberg,Lino Tempelmann,,,lino-tempelmann,L. Tempelmann,M,20,174,91,M,886133,EUR,917913600,M,6,6,False,28.0,14.0,2.0,,8.0,9.0,6.0,20.0,4.0,10.0,,4.0,1.0,,,,90.0,51.0,6.2,24.0,0,,13.0,,3.0,3.0,,,7.0,,1.0,,4.0,2.0,,5.0,2.0,2.0,,,,,,,,,
11072704,home,1. FC Nürnberg,Johannes Geis,Johannes,Geis,johannes-geis,J. Geis,M,30,181,111,M,97927,EUR,745545600,M,5,5,False,35.0,18.0,9.0,,11.0,14.0,7.0,24.0,2.0,8.0,2.0,4.0,,,,,90.0,52.0,6.8,21.0,1,,4.0,1.0,6.0,4.0,1.0,,,1.0,3.0,,1.0,,1.0,,2.0,,,,,,,,,,
11072704,home,1. FC Nürnberg,Fabian Nürnberger,,,fabian-nurnberger,F. Nürnberger,D,15,180,307,M,940886,EUR,933120000,M,15,15,False,18.0,15.0,1.0,,6.0,8.0,9.0,11.0,,6.0,1.0,8.0,2.0,,,,81.0,35.0,6.7,7.0,1,,9.0,1.0,3.0,2.0,1.0,,4.0,,1.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11072704,home,1. FC Nürnberg,Kwadwo Duah,,,kwadwo-duah,K. Duah,F,9,185,878,M,827531,EUR,856742400,F,23,23,False,11.0,7.0,,,,,7.0,12.0,1.0,2.0,,2.0,,,,,81.0,18.0,6.6,9.0,1,,9.0,,1.0,,1.0,1.0,7.0,,1.0,,,,,4.0,1.0,,,1.0,,,,,,,
11072704,home,1. FC Nürnberg,Mats Møller Dæhli,,,mats-moller-daehli,M. M. Dæhli,M,17,177,133,M,181889,EUR,794102400,F,10,10,False,32.0,26.0,1.0,,11.0,13.0,15.0,21.0,,4.0,1.0,5.0,1.0,,,,88.0,47.0,6.4,13.0,1,,7.0,,1.0,1.0,,,,,2.0,,4.0,2.0,,2.0,4.0,1.0,1.0,,1.0,,,,,,
