match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,player_sofascoreId,stat_accurateCross,captain,stat_errorLeadToAShot,stat_totalOffside,stat_goals
10390008,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,18.0,16.0,5.0,3.0,16.0,16.0,2.0,7.0,1.0,1.0,3.0,90.0,28.0,6.7,2.0,0.0,0.0,0.00014876,0,0.2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390008,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,45.0,42.0,1.0,1.0,24.0,24.0,23.0,7.0,,,,90.0,78.0,6.1,15.0,0.1076,0.1877,0.0164574,2,,18.0,2.0,1.0,1.0,11.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,,,,,,,,,,,,,,
10390008,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,77.0,67.0,4.0,2.0,42.0,47.0,30.0,5.0,,,,90.0,90.0,7.2,10.0,0.0597,0.0,0.0192676,2,,25.0,,,5.0,2.0,9.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,
10390008,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,63.0,58.0,6.0,4.0,40.0,42.0,21.0,3.0,,,,90.0,77.0,6.9,6.0,0.1098,0.0,0.00783464,1,,18.0,,,,3.0,1.0,,,,1.0,,5.0,1.0,1.0,4.0,,,2.0,,,3.0,1.0,,,,,,,
10390008,home,Olympique Lyonnais,Damien Da Silva,,,damien-da-silva,D. D. Silva,D,3,184,102,M,74083,EUR,579830400,D,21,21,False,76.0,68.0,10.0,9.0,42.0,47.0,29.0,3.0,,,,90.0,97.0,7.5,11.0,0.0,0.0,0.0257465,0,,26.0,,2.0,4.0,4.0,9.0,,,,,,3.0,1.0,,2.0,,,,5.0,4.0,1.0,,,,,,,,
10390008,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,85.0,74.0,16.0,13.0,25.0,28.0,57.0,11.0,,,,89.0,97.0,7.5,12.0,0.0,0.0,0.0550155,0,,49.0,,,,1.0,4.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,,2.0,,,,,,
10390008,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,33.0,28.0,,,12.0,13.0,22.0,8.0,,,,74.0,48.0,7.0,9.0,0.0359,0.0,0.0542791,1,,16.0,2.0,1.0,,5.0,4.0,,2.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,2.0,2.0,,,,,,,,,,
10390008,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,M,11,11,False,26.0,18.0,,,6.0,7.0,20.0,2.0,,,,73.0,49.0,6.4,18.0,0.0226,0.1014,0.0828538,1,,13.0,1.0,1.0,,10.0,5.0,4.0,6.0,2.0,,1.0,,1.0,,,1.0,,1.0,3.0,,,,1.0,Tete,1.0,,,,
10390008,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,False,32.0,27.0,2.0,1.0,6.0,7.0,31.0,7.0,,,,73.0,54.0,7.6,14.0,0.0879,0.0,0.238758,2,,25.0,6.0,,,6.0,7.0,3.0,5.0,3.0,1.0,,,2.0,2.0,1.0,,1.0,,2.0,,,,6.0,rayan_cherki,4.0,,,,
10390008,home,Olympique Lyonnais,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3852,M,842931,EUR,716428800,M,7,7,False,44.0,37.0,1.0,1.0,18.0,20.0,26.0,5.0,,,,90.0,65.0,6.5,15.0,0.166,0.0,0.029275,3,,19.0,2.0,,,5.0,3.0,,4.0,,3.0,,,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,karltokoekambi,,,,,
10390008,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,22.0,13.0,3.0,3.0,4.0,5.0,17.0,4.0,,,,87.0,29.0,6.9,12.0,0.1346,0.0,0.0639002,1,,9.0,,1.0,,3.0,3.0,,2.0,1.0,1.0,,,2.0,,1.0,,,,2.0,1.0,,,1.0,lacazettealex,,True,,,
10390008,home,Olympique Lyonnais,Romain Faivre,,,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,15,15,True,4.0,4.0,,,,,4.0,,,,,17.0,10.0,6.4,2.0,0.0,0.0,0.00622106,0,,4.0,,,,2.0,2.0,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
10390008,home,Olympique Lyonnais,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2654,M,318653,EUR,837129600,F,9,9,True,3.0,3.0,,,2.0,2.0,1.0,,,,,17.0,6.0,6.6,1.0,0.0,0.0,0.00238793,0,,1.0,,,1.0,1.0,3.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
10390008,home,Olympique Lyonnais,Houssem Aouar,,,aouar-houssem,H. Aouar,M,10,175,14575,M,846081,EUR,899164800,M,8,8,True,12.0,10.0,3.0,3.0,6.0,8.0,4.0,1.0,,,,16.0,17.0,6.7,3.0,0.0,0.0,0.00594068,0,,4.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,houssem_aouar,,,,,
