match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
13472727,home,Vitória,Thiago Couto,thiago-couto,T. Couto,G,12,188.0,418,M,871291,EUR,922406400,G,12,12,False,26.0,17.0,15.0,6.0,0.0,12.0,13.0,5.0,13.0,1.0,8.0,1.0,1.0,4.0,1.0,90.0,38.0,7.6,9.0,0.00113699,0,0.3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472727,home,Vitória,Edu,edu,Edu,D,43,188.0,302,M,989715,EUR,961113600,D,43,43,False,13.0,9.0,1.0,,0.0,8.0,9.0,1.0,4.0,4.0,1.0,,,,,44.0,27.0,6.9,7.0,0.00018228,0,,,,3.0,1.0,6.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13472727,home,Vitória,Camutanga,camutanga,Camutanga,D,4,189.0,505,M,931759,EUR,749088000,D,4,4,False,27.0,17.0,7.0,2.0,0.0,15.0,17.0,2.0,10.0,9.0,2.0,,,,,90.0,45.0,7.4,10.0,0.00060426,1,,,,7.0,4.0,10.0,,,3.0,,1.0,1.0,1.0,1.0,2.0,2.0,0.0656,,,,,,,,,,,,,,,,,
13472727,home,Vitória,Lucas Halter,lucas-halter,L. Halter,D,5,187.0,777,M,905450,EUR,957225600,D,5,5,False,39.0,36.0,6.0,4.0,0.0,25.0,26.0,11.0,13.0,3.0,3.0,,,,,90.0,53.0,8.1,4.0,0.00684923,4,,,,1.0,2.0,2.0,,,1.0,,2.0,,2.0,2.0,1.0,,0.2264,True,1.0,1.0,1.0,1.0,0.8214,,,,,,,,,,,
13472727,home,Vitória,Erick,erick,Erick,F,33,173.0,1390,M,895650,EUR,881712000,M,33,33,False,24.0,15.0,8.0,3.0,0.0,4.0,6.0,11.0,18.0,4.0,4.0,,,,,90.0,59.0,7.3,23.0,0.365525,1,,,,1.0,5.0,9.0,2.0,1.0,3.0,2.0,,1.0,1.0,,2.0,,0.0073,,,,,2.0,,6.0,1.0,5.0,3.0,1.0,,,,,,
13472727,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179.0,410,M,295167,EUR,737510400,M,29,29,False,27.0,20.0,5.0,2.0,0.0,12.0,14.0,8.0,13.0,1.0,5.0,,,,,90.0,39.0,6.6,9.0,0.00382173,0,,,,,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
13472727,home,Vitória,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178.0,849,M,922575,EUR,907977600,M,44,44,False,27.0,20.0,3.0,,0.0,6.0,8.0,14.0,19.0,3.0,5.0,,,,,90.0,42.0,6.9,8.0,0.0237923,1,,,,2.0,8.0,6.0,,,,2.0,2.0,2.0,,,,3.0,0.1973,,1.0,,,,0.1843,,,4.0,3.0,1.0,,,,,,
13472727,home,Vitória,Maykon Jesus,maykon,M. Jesus,M,66,181.0,193,M,1836781,EUR,1133913600,M,66,66,False,28.0,17.0,5.0,1.0,0.0,8.0,15.0,9.0,13.0,,2.0,,,,,90.0,53.0,6.7,21.0,0.0231875,0,,Maykon,,1.0,4.0,7.0,2.0,,3.0,3.0,1.0,,,,2.0,,,,,,,1.0,,4.0,,1.0,,,,,,,,
13472727,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165.0,1521,M,795266,EUR,877132800,F,10,10,False,17.0,12.0,2.0,1.0,1.0,1.0,1.0,11.0,16.0,,3.0,,,,,77.0,34.0,7.2,10.0,0.166569,0,,,,,5.0,6.0,2.0,,1.0,4.0,,1.0,,,1.0,2.0,,,,,,1.0,,4.0,2.0,1.0,1.0,1.0,,,,,,
13472727,home,Vitória,Aitor Cantalapiedra,aitor-cantalapiedra,A. Cantalapiedra,F,17,178.0,882,M,823831,EUR,823910400,F,17,17,False,20.0,14.0,3.0,2.0,0.0,4.0,5.0,10.0,15.0,1.0,4.0,,,,,86.0,39.0,7.8,13.0,0.347528,0,,,,2.0,2.0,6.0,,,1.0,3.0,2.0,,,,,,,,,,,,,10.0,3.0,,,4.0,2.0,1.0,,,,
