match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_totalCross,stat_dispossessed,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_penaltyConceded,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_accurateCross,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
10583885,home,Al Batin,Meshaal Huriss,Meshaal Huriss,,meshaal-huriss,M. Huriss,G,1,185.0,2,M,1085983,EUR,846892800.0,G,22,22,False,22.0,14.0,19.0,12.0,6.0,8.0,8.0,14.0,7.0,1.0,3.0,1.0,1.0,3.0,90.0,31.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Bader Alhwidy Alshammary,Bader Alhwidy Alshammary,,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,16.0,13.0,4.0,2.0,8.0,9.0,5.0,7.0,4.0,1.0,,,,,90.0,33.0,6.9,6.0,0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Mohammed Naji,Mohammed,Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,24.0,17.0,5.0,2.0,16.0,19.0,1.0,5.0,5.0,2.0,,,,,90.0,35.0,6.4,10.0,0,2.0,4.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Maurício Antônio,,,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,36.0,24.0,16.0,8.0,12.0,14.0,12.0,22.0,1.0,,,,,,90.0,56.0,7.1,12.0,0,2.0,6.0,9.0,3.0,2.0,1.0,1.0,,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Saqr Al-Enazi,Saqr Al-Enazi,,saqr-al-enazi,S. Al-Enazi,D,2,,1,M,1134254,EUR,907372800.0,D,24,24,False,19.0,17.0,3.0,3.0,12.0,14.0,5.0,7.0,8.0,1.0,,,,,90.0,36.0,6.2,9.0,0,7.0,3.0,,,1.0,1.0,3.0,,2.0,,,,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Yousef Al-Shammari,,,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,D,7,7,False,21.0,13.0,3.0,2.0,10.0,12.0,3.0,10.0,6.0,2.0,,,,,90.0,41.0,8.9,11.0,2,1.0,8.0,4.0,4.0,2.0,2.0,,,1.0,3.0,1.0,1.0,2.0,,1.0,,True,1.0,2.0,2.0,,,,,,,,,,,,,,
10583885,home,Al Batin,Yousef Fawaz,Yousef Fawaz,,yousef-fawaz,Y. Fawaz,M,77,173.0,9,M,1214204,EUR,1013644800.0,M,77,77,False,8.0,6.0,2.0,1.0,2.0,2.0,4.0,6.0,2.0,2.0,,,,,71.0,17.0,6.8,5.0,1,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10583885,home,Al Batin,Mohammed Al-Shammari,Mohammed Al-Shammari,,mohammed-alshammari,M. Alshammari,M,10,162.0,7,M,1092808,EUR,953510400.0,M,18,18,False,8.0,6.0,1.0,,5.0,5.0,1.0,3.0,4.0,1.0,,,,,89.0,16.0,6.7,5.0,0,6.0,3.0,,1.0,,,3.0,,,,1.0,,3.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,
10583885,home,Al Batin,Bassam Al-Hurayji,Mohammed Bassam Alhurayji,,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,M,6,6,False,25.0,22.0,4.0,3.0,16.0,19.0,6.0,6.0,2.0,2.0,,,,,84.0,34.0,6.2,7.0,0,7.0,4.0,,,,,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
10583885,home,Al Batin,Abdulrahman Saad Al Dhafiri,Abdulrahman Saad,,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,M,19,19,False,17.0,11.0,2.0,1.0,5.0,7.0,6.0,10.0,4.0,,,,,,90.0,30.0,5.7,11.0,0,8.0,4.0,,1.0,1.0,1.0,3.0,,,,1.0,,2.0,1.0,,4.0,,1.0,,,,,,,1.0,,,,,,,,,
