match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,confirmed,playerName,reason,rescinded,description
10583885,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10583885,,,,,90,5.0,,1,,,substitution,121357298.0,True,True,injury,,,,,,,,
10583885,,,,,90,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,
10583885,,2.0,2.0,,88,,,3,,,goal,166416828.0,,True,regular,,917232.0,Yousef Al-Shammari,,,,,
10583885,,,,,87,,,4,,,substitution,121357274.0,False,False,regular,,,,,,,,
10583885,,,,,84,,,7,,,substitution,121357273.0,False,True,regular,,,,,,,,
10583885,,,,,81,,,10,,,varDecision,13585.0,,False,goalAwarded,,878830.0,Bruno Duarte,False,,,,
10583885,,,,,71,,,20,,,substitution,121357254.0,False,True,regular,,,,,,,,
10583885,,1.0,2.0,,69,,,22,,,goal,166416153.0,,False,regular,,173713.0,El Arbi Hillel Soudani,,,,,
10583885,,,,,59,,,32,,,substitution,121357246.0,False,False,regular,,,,,,,,
10583885,,,,,59,,,32,,,card,120488690.0,,True,yellow,,1134413.0,Abdulrahman Saad Al Dhafiri,,Abdulrahman Saad Al Dhafiri,Argument,False,
10583885,,,,,53,,,38,,,card,120488682.0,,True,yellow,,1085357.0,Bassam Al-Hurayji,,Mohammed Bassam Alhurayji,Foul,False,
10583885,,,,,49,,,42,,,card,120488678.0,,False,yellow,,923016.0,Hassan Alshammrani,,Hassan Alshammrani,Foul,False,
10583885,,1.0,1.0,,46,,,45,,,goal,166415253.0,,True,regular,,917232.0,Yousef Al-Shammari,,,,,
10583885,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10583885,,0.0,1.0,,45,2.0,,1,,,goal,166414711.0,,False,regular,,173713.0,El Arbi Hillel Soudani,,,,,
10583885,,,,,45,0.0,,1,,,injuryTime,,,,,4.0,,,,,,,
10583885,,,,,42,,,4,,,inGamePenalty,118407877.0,,False,missed,,878830.0,Bruno Duarte,,,goalkeeperSave,,Goalkeeper save
10583885,,,,,38,,,8,,,card,120488664.0,,False,yellow,,173713.0,El Arbi Hillel Soudani,,El Arbi Hillel Soudani,Foul,False,
