match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_outfielderBlock,stat_aerialLost,stat_dispossessed,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
12450973,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,25.0,18.0,10.0,3.0,0.0,16.0,16.0,2.0,9.0,1.0,6.0,1.0,2.0,90.0,33.0,6.3,8.0,0.0005994,0,-1.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450973,home,Nantes,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,802143,EUR,886896000,D,98,98,False,38.0,36.0,3.0,2.0,0.0,17.0,17.0,21.0,25.0,4.0,6.0,,,90.0,56.0,6.9,5.0,0.172667,0,,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
12450973,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,63.0,60.0,2.0,1.0,0.0,51.0,51.0,9.0,12.0,9.0,3.0,,,90.0,73.0,6.7,3.0,0.00598548,0,,,,1.0,1.0,,,,,,,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,,
12450973,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,55.0,52.0,5.0,3.0,0.0,41.0,42.0,12.0,14.0,6.0,4.0,,,90.0,70.0,6.7,3.0,0.0151801,0,,1.0,1.0,2.0,4.0,1.0,,,2.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450973,home,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,43.0,35.0,2.0,1.0,0.0,21.0,22.0,14.0,22.0,2.0,5.0,,,72.0,62.0,6.4,12.0,0.00420498,0,,1.0,,7.0,3.0,3.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12450973,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,70.0,63.0,11.0,5.0,0.0,36.0,36.0,27.0,34.0,,4.0,,,90.0,78.0,7.1,9.0,0.0486978,1,,,,1.0,5.0,,1.0,,,5.0,5.0,1.0,,,,,,,,,,,1.0,0.0527,,,,,,,,,,,
12450973,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,46.0,42.0,3.0,1.0,0.0,26.0,28.0,16.0,19.0,3.0,2.0,,,86.0,59.0,7.1,5.0,0.0248814,5,,1.0,,5.0,2.0,2.0,,,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,0.4974,1.0,2.0,3.0,1.0,1.6095,,,,,,
12450973,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,M,10,10,False,19.0,14.0,1.0,1.0,0.0,6.0,7.0,8.0,12.0,1.0,6.0,,,72.0,37.0,6.2,12.0,0.00807,2,,,,9.0,4.0,,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,,2.0,1.0,,,0.5609,1.0,1.0,1.0,,0.219,,,,,,
12450973,home,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,8,8,False,30.0,25.0,2.0,2.0,0.0,10.0,10.0,15.0,20.0,1.0,2.0,,,80.0,41.0,7.2,5.0,0.151859,1,,,,4.0,10.0,2.0,2.0,2.0,,4.0,1.0,,2.0,1.0,,,,2.0,,,,2.0,,0.0119,,,1.0,,,,,,,,
12450973,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,28.0,22.0,2.0,1.0,1.0,3.0,6.0,24.0,35.0,,5.0,,,90.0,59.0,7.6,23.0,0.277683,2,,13.0,5.0,9.0,7.0,1.0,11.0,6.0,,1.0,1.0,2.0,,6.0,,,,,,2.0,1.0,,1.0,0.0554,,,1.0,,,1.0,,,,,
