match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_wonContest,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_goalAssist,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAShot,stat_goodHighClaim
10408589,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,30.0,24.0,17.0,11.0,16.0,18.0,8.0,12.0,5.0,1.0,1.0,1.0,1.0,90.0,33.0,7.2,7.0,0.0,0.0,0.0031292,0,0.2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Álex Sola,alex-sola,Á. Sola,M,7,178,195,M,966836,EUR,928886400,D,2,2,False,26.0,20.0,4.0,1.0,11.0,15.0,9.0,13.0,3.0,,,,,90.0,56.0,8.0,11.0,0.023,0.1236,0.0103634,1,,,,2.0,1.0,6.0,12.0,1.0,2.0,1.0,2.0,2.0,10.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,53.0,51.0,4.0,4.0,37.0,37.0,14.0,16.0,1.0,,,,,81.0,63.0,7.1,3.0,0.0204,0.0,0.00640391,1,,,,,1.0,3.0,4.0,,,,2.0,2.0,2.0,1.0,1.0,2.0,,True,1.0,1.0,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,False,78.0,75.0,4.0,3.0,52.0,52.0,23.0,26.0,5.0,,,,,90.0,88.0,7.2,5.0,0.0088,0.0,0.0129949,1,,,,,,2.0,7.0,,1.0,,1.0,,3.0,3.0,2.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,
10408589,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,12,12,False,42.0,39.0,,,14.0,16.0,25.0,29.0,2.0,,,,,90.0,62.0,6.5,13.0,0.0,0.0,0.0295983,0,,,,3.0,,7.0,2.0,,4.0,,,,,,1.0,4.0,,,1.0,,,,1.0,2.0,,,,,,,,,,
10408589,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,3,3,False,61.0,60.0,1.0,1.0,27.0,27.0,33.0,34.0,7.0,,,,,90.0,73.0,6.9,2.0,0.09,0.0,0.0221695,2,,,,,,2.0,1.0,1.0,,,3.0,,,,1.0,1.0,,,,2.0,,,,,martin_zubimendi,,,,,,,,,
10408589,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,55.0,49.0,3.0,2.0,14.0,14.0,36.0,48.0,7.0,,,,,81.0,77.0,7.6,15.0,0.1623,0.2366,0.0950207,4,,,,7.0,,6.0,4.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,
10408589,home,Real Sociedad,David Silva,david-silva,D. Silva,M,,170,2751,,11781,EUR,505526400,M,21,21,False,52.0,49.0,1.0,1.0,13.0,13.0,36.0,41.0,4.0,,,,,74.0,63.0,7.4,8.0,0.2209,0.0,0.196674,1,,,,2.0,,3.0,4.0,,3.0,,,,3.0,1.0,,1.0,3.0,,,1.0,,,1.0,1.0,,,1.0,,2.0,,,,,
10408589,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,75.0,64.0,5.0,4.0,29.0,31.0,35.0,45.0,6.0,,,,,90.0,90.0,7.6,16.0,0.1673,0.0,0.114474,2,,,,1.0,1.0,3.0,7.0,1.0,1.0,,4.0,,2.0,2.0,,2.0,1.0,,4.0,,,2.0,1.0,1.0,mikelmerino,,,,1.0,1.0,,,,
10408589,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,22.0,17.0,1.0,1.0,2.0,3.0,16.0,20.0,3.0,,,,,87.0,38.0,6.8,10.0,0.0866,0.0,0.105648,2,,,,1.0,2.0,8.0,6.0,2.0,4.0,,,,,,5.0,1.0,1.0,,,,,2.0,1.0,,KuboTake,1.0,,,1.0,,1.0,,,
10408589,home,Real Sociedad,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,309078,EUR,818121600,F,19,19,False,11.0,9.0,,,3.0,3.0,6.0,8.0,1.0,,,,,74.0,22.0,5.6,9.0,0.5442,0.9113,0.0071598,3,,,,,,2.0,3.0,1.0,,2.0,,,,,1.0,1.0,,,2.0,1.0,,,,6.0,asorloth,,3.0,,,,1.0,,,
10408589,home,Real Sociedad,Carlos Fernández,carlos-fernandez,C. Fernández,F,10,186,301,M,782396,EUR,832723200,F,9,9,True,2.0,1.0,,,,,1.0,2.0,,,,,,16.0,6.0,6.6,1.0,0.0,0.0,0.00027745,0,,,,,,3.0,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,1.0,,,
10408589,home,Real Sociedad,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,1063235,EUR,1074470400,F,11,11,True,1.0,1.0,,,,,1.0,1.0,,,,,,16.0,8.0,6.5,2.0,0.0,0.0,0.00194831,0,,,,,2.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,2.0,,,
10408589,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,True,7.0,5.0,2.0,1.0,4.0,5.0,1.0,2.0,,,,,,9.0,14.0,7.3,2.0,0.0,0.0,0.00011054,0,,,,,,,2.0,,,,3.0,,1.0,1.0,,,,,1.0,,,,,,lenormand_r,,,,,,,2.0,,
10408589,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,True,4.0,3.0,1.0,,,,3.0,4.0,1.0,,,,,9.0,8.0,6.6,2.0,0.0,0.0,0.00178525,0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
10408589,home,Real Sociedad,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,17,17,True,3.0,1.0,,,,2.0,1.0,1.0,,,,,,3.0,5.0,,4.0,0.0,0.0,0.00059346,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10408589,home,Real Sociedad,Andoni Zubiaurre,andoni-zubiaurre,A. Zubiaurre,G,58,189,110,M,927768,EUR,849657600,G,13,13,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,M,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Urko González,urko-gonzalez,U. González,M,4,189,462,M,1064009,EUR,985046400,D,30,30,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Asier Illarramendi,asier-illarramendi,Illarramendi,M,5,179,350,M,113593,EUR,636595200,M,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Asier,Illarramendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,home,Real Sociedad,Jon Karrikaburu,jon-karrikaburu,J. Karrikaburu,F,19,183,323,M,1099175,EUR,1032393600,F,33,33,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408589,away,Villarreal,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,128383,EUR,706320000,G,13,13,False,35.0,27.0,14.0,7.0,25.0,27.0,2.0,8.0,9.0,3.0,4.0,,,90.0,47.0,7.0,8.0,0.0,0.0,0.00080002,0,0.2715,,,,,,,,,,,,,,,,,,,,,,,,gerorulli,,,,,,,,1.0,1.0
10408589,away,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,53739,EUR,665452800,D,2,2,False,36.0,29.0,4.0,2.0,23.0,26.0,6.0,11.0,4.0,,,,,81.0,56.0,6.5,11.0,0.0,0.0,0.0026076,0,,,,1.0,,4.0,4.0,,2.0,,1.0,2.0,,,3.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,
10408589,away,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,3041,EUR,494640000,D,3,3,False,41.0,36.0,9.0,5.0,24.0,26.0,12.0,15.0,7.0,,,,,90.0,49.0,6.6,5.0,0.0,0.0,0.00871185,0,,,,,1.0,4.0,1.0,,,,2.0,1.0,,,1.0,2.0,,True,,,1.0,,,,,,,,,,,2.0,,
