match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,player_firstName,player_lastName,stat_totalCross,stat_wonContest,stat_fouls,stat_dispossessed,stat_wonTackle,stat_accurateCross,stat_totalOffside,stat_keyPass,captain,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_punches,player_sofascoreId
14065097,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,44.0,23.0,37.0,16.0,0.0,10.0,15.0,13.0,29.0,8.0,2.0,2.0,3.0,90.0,50.0,7.0,21.0,0.011215,0.2732,0,1.6046,0.16,-0.03,-0.12,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,,,,,38.0,15.0,7.1,2.0,0.00205441,,1,,0.04,,-0.1,,1.0,3.0,1.0,3.0,1.0,1.0,5.0,0.9203,0.9953,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,28.0,25.0,7.0,4.0,0.0,17.0,18.0,8.0,10.0,7.0,,,,90.0,46.0,6.5,5.0,0.00352517,,1,,0.14,-0.31,0.17,,6.0,2.0,7.0,4.0,,,10.0,0.1119,,-0.34,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,5,5,False,37.0,25.0,6.0,1.0,0.0,18.0,22.0,7.0,15.0,2.0,,,,90.0,51.0,6.7,12.0,0.00230743,,0,,-0.05,0.02,-0.06,,,3.0,,4.0,,,6.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,False,37.0,27.0,2.0,,0.0,14.0,16.0,13.0,21.0,3.0,,,,90.0,53.0,6.7,17.0,0.0132391,,0,,0.04,0.0,-0.09,,1.0,5.0,4.0,8.0,,,,,,,4.0,,2.0,1.0,1.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,
14065097,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,25.0,17.0,1.0,,0.0,10.0,11.0,7.0,14.0,1.0,,,,90.0,42.0,6.8,14.0,0.00581975,,0,,0.05,-0.02,-0.01,,1.0,4.0,2.0,6.0,,,3.0,,,,,,,,1.0,2.0,2.0,,,1.0,,,1.0,2.0,,,,,,,,,,,
14065097,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,24.0,17.0,1.0,,0.0,11.0,15.0,6.0,9.0,1.0,,,,90.0,41.0,6.6,10.0,0.00164765,,1,,0.01,0.03,0.49,,4.0,,7.0,3.0,,,,0.0526,,-0.01,1.0,1.0,2.0,2.0,4.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,
14065097,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,19,19,False,23.0,16.0,2.0,1.0,0.0,7.0,11.0,9.0,12.0,5.0,,,,84.0,46.0,6.9,14.0,0.123374,,0,,0.29,0.09,-0.03,,2.0,,5.0,7.0,,,2.0,,,,3.0,,2.0,3.0,,1.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
14065097,home,SC Freiburg,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,18,18,False,15.0,12.0,,,0.0,4.0,4.0,8.0,11.0,4.0,,,,84.0,33.0,6.6,13.0,0.0115145,,0,,-0.1,0.28,-0.06,,1.0,,2.0,3.0,,,1.0,,,,1.0,,4.0,,,1.0,2.0,,,4.0,1.0,,1.0,1.0,,,,,,,,,,,
14065097,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,16.0,11.0,2.0,1.0,0.0,7.0,7.0,4.0,9.0,2.0,,,,64.0,25.0,6.0,8.0,0.0888379,,1,,0.16,0.1,-0.44,,1.0,1.0,4.0,1.0,,,1.0,0.0295,,-0.08,1.0,,1.0,,,1.0,,,,2.0,,,,,1.0,,3.0,True,2.0,1.0,1.0,1.0,,,
14065097,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,False,9.0,4.0,,,1.0,3.0,3.0,1.0,6.0,3.0,,,,64.0,29.0,7.0,10.0,0.00031187,,2,,-0.11,-0.03,0.48,,9.0,7.0,14.0,12.0,,,4.0,0.1917,,-0.33,2.0,,3.0,1.0,1.0,1.0,3.0,,,,1.0,3.0,1.0,3.0,,,1.0,,,1.0,2.0,,1.0,,
14065097,home,SC Freiburg,Philipp Treu,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,D,29,29,True,17.0,14.0,2.0,1.0,0.0,10.0,11.0,4.0,6.0,2.0,,,,52.0,32.0,7.0,8.0,0.0136453,,0,,0.02,0.03,0.17,,,1.0,,3.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
14065097,home,SC Freiburg,Igor Matanović,igor-matanovic,I. Matanović,F,31,197,3237,M,1019321,EUR,1049068800,F,31,31,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,26.0,16.0,6.8,5.0,0.00371614,,0,,-0.06,0.09,0.16,,3.0,2.0,3.0,6.0,,,1.0,,,,,,4.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Derry Scherhant,derry-scherhant,D. Scherhant,F,7,184,373,M,1131002,EUR,1036886400,F,7,7,True,6.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,,,,,26.0,16.0,6.3,8.0,0.00463203,,0,,-0.1,0.08,-0.16,,,,4.0,2.0,,,1.0,,,,,,2.0,1.0,,,1.0,,,4.0,,2.0,,,,,,,2.0,,,,,,
14065097,home,SC Freiburg,Max Rosenfelder,rosenfelder-maximilian,M. Rosenfelder,D,37,186,240,M,1131337,EUR,1044835200,D,37,37,True,3.0,1.0,1.0,1.0,0.0,,1.0,1.0,2.0,1.0,,,,10.0,3.0,6.7,2.0,0.00031068,,0,,-0.01,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,586,M,280009,EUR,773798400,F,9,9,True,1.0,,1.0,,0.0,,,,1.0,,,,,10.0,2.0,6.4,1.0,,,0,,-0.01,,0.15,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065097,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
