match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_goals,player_sofascoreId,stat_goalAssist
10408539,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,20.0,10.0,16.0,6.0,6.0,8.0,4.0,12.0,1.0,1.0,7.0,1.0,1.0,2.0,90.0,28.0,6.6,10.0,0.0,0.0,0.00050115,0,0.2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408539,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,40.0,33.0,7.0,3.0,16.0,18.0,18.0,23.0,1.0,,9.0,,,,90.0,62.0,7.7,13.0,0.0706,0.041,0.0348022,1,,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,
10408539,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,401,M,105971,EUR,713923200,D,3,3,False,27.0,21.0,8.0,7.0,13.0,17.0,8.0,11.0,3.0,2.0,3.0,,,,90.0,46.0,8.0,8.0,0.0837,0.0165,0.00817887,3,,1.0,,,8.0,,,1.0,5.0,2.0,3.0,2.0,,,,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10408539,home,Elche,Lisandro Magallán,,,lisandro-magallan,L. Magallán,D,16,185,272,M,248125,EUR,749088000,D,7,7,False,13.0,8.0,2.0,,5.0,8.0,3.0,5.0,1.0,,4.0,,,,45.0,16.0,6.5,6.0,0.0,0.0,0.00094682,0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,
10408539,home,Elche,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,M,40,40,False,24.0,14.0,4.0,1.0,7.0,10.0,7.0,15.0,7.0,1.0,9.0,,,,81.0,40.0,6.4,15.0,0.0,0.0,0.00405888,0,,1.0,,2.0,7.0,,,,2.0,,3.0,3.0,1.0,2.0,1.0,2.0,,,,1.0,4.0,1.0,,,,,,,
10408539,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,48.0,40.0,11.0,3.0,16.0,18.0,25.0,31.0,6.0,3.0,5.0,,,,90.0,68.0,7.2,10.0,0.1309,0.0407,0.0115695,2,,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,,6.0,3.0,1.0,1.0,,2.0,1.0,,,2.0,1.0,,1.0,,,,,,
10408539,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,33.0,29.0,6.0,3.0,8.0,8.0,26.0,35.0,5.0,2.0,7.0,,,,89.0,52.0,7.9,9.0,0.13,0.3522,0.101618,3,,10.0,5.0,2.0,3.0,1.0,1.0,2.0,,,2.0,,,,4.0,,1.0,,,1.0,1.0,,,,,,,,
10408539,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,M,23,23,False,41.0,28.0,5.0,1.0,9.0,11.0,21.0,37.0,6.0,2.0,7.0,,,,90.0,69.0,7.5,21.0,0.0345,0.0,0.610243,1,,7.0,2.0,2.0,10.0,4.0,3.0,,,,3.0,3.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,,,1.0,,,,,
10408539,home,Elche,Ezequiel Ponce,,,ezequiel-ponce,E. Ponce,F,10,178,775,M,356444,EUR,859593600,F,19,19,False,14.0,9.0,,,1.0,2.0,8.0,12.0,4.0,1.0,1.0,,,,76.0,24.0,6.0,6.0,1.2496,0.0,0.00823822,7,,,,3.0,3.0,,,,,,,,1.0,,,3.0,4.0,3.0,,,,2.0,,,2.0,,,,
10408539,home,Elche,Lucas Boyé,,,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,9,9,False,25.0,22.0,,,10.0,12.0,13.0,14.0,8.0,1.0,6.0,,,,90.0,44.0,7.3,10.0,0.0626,0.0,0.169709,1,,1.0,1.0,1.0,5.0,2.0,1.0,,2.0,,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,2.0,,3.0,1.0,,,,,
