match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalClearance,player_sofascoreId,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,captain,stat_totalOffside,stat_crossNotClaimed,stat_outfielderBlock,stat_hitWoodwork
10408385,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,32.0,23.0,16.0,10.0,17.0,21.0,6.0,11.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,41.0,7.2,9.0,0.0,0.0,0.00230597,1.0,0,0.3298,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408385,home,Real Sociedad,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,18,18,False,65.0,56.0,1.0,1.0,19.0,23.0,38.0,46.0,6.0,,6.0,,,,,,,81.0,97.0,7.5,15.0,0.0368,0.0,0.0566036,,1,,4.0,1.0,3.0,3.0,12.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,
10408385,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,97.0,79.0,8.0,4.0,38.0,49.0,41.0,48.0,6.0,2.0,15.0,,,,,,,90.0,107.0,6.9,19.0,0.0,0.0,0.025725,,0,,,,1.0,3.0,6.0,,,,3.0,1.0,,1.0,2.0,3.0,1.0,,,,,,,,,,,,
10408385,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,787751,EUR,847670400,D,24,24,False,72.0,63.0,4.0,2.0,36.0,40.0,27.0,32.0,2.0,,6.0,,,,,,,90.0,84.0,7.5,9.0,0.2909,0.0,0.00960222,,2,,,,2.0,7.0,9.0,,,,1.0,1.0,,,1.0,,5.0,lenormand_r,2.0,,,,,,,,,,
10408385,home,Real Sociedad,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,15,15,False,43.0,36.0,5.0,3.0,12.0,16.0,25.0,32.0,7.0,2.0,4.0,,,,,,,90.0,64.0,6.5,12.0,0.0,0.0,0.0298587,,0,,5.0,1.0,1.0,,1.0,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,,
10408385,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,3,3,False,63.0,50.0,3.0,2.0,16.0,22.0,34.0,41.0,4.0,1.0,7.0,,,,,,,90.0,71.0,6.6,17.0,0.0,0.0,0.0314365,,0,,,,1.0,5.0,7.0,1.0,,,,1.0,1.0,1.0,1.0,,,martin_zubimendi,,1.0,,,,,,,,,
10408385,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,31.0,25.0,2.0,1.0,5.0,7.0,22.0,30.0,8.0,2.0,6.0,,,,,,,61.0,51.0,7.0,16.0,0.1695,0.0,0.281519,3.0,2,,6.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,3.0,,,1.0,1.0,,,,,,,,,
10408385,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,71.0,53.0,11.0,6.0,18.0,21.0,36.0,51.0,5.0,1.0,13.0,,,,,,,90.0,94.0,7.7,22.0,0.0766,0.152,0.123629,1.0,3,,1.0,1.0,2.0,6.0,11.0,1.0,1.0,,1.0,1.0,,3.0,3.0,2.0,3.0,mikelmerino,1.0,,2.0,,,,,,,,
10408385,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,M,14,14,False,24.0,14.0,2.0,,2.0,3.0,13.0,26.0,8.0,,3.0,,,,,,,90.0,45.0,6.6,22.0,0.0992,0.0224,0.23289,1.0,2,,5.0,1.0,1.0,,5.0,5.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,KuboTake,1.0,2.0,1.0,,,,,,,,
10408385,home,Real Sociedad,Carlos Fernández,carlos-fernandez,C. Fernández,F,10,186,301,M,782396,EUR,832723200,F,9,9,False,15.0,9.0,,,,2.0,9.0,13.0,5.0,,3.0,,,,,,,61.0,33.0,6.8,10.0,0.4803,0.0,0.00723706,,4,,,,3.0,4.0,11.0,4.0,3.0,2.0,,1.0,1.0,2.0,3.0,,,,2.0,1.0,,,,1.0,,,,,
