match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,stat_dispossessed,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_aerialLost,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded
11368762,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,29.0,25.0,5.0,1.0,25.0,27.0,2.0,2.0,3.0,1.0,1.0,90.0,34.0,6.8,4.0,4.711e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,62.0,52.0,5.0,,25.0,27.0,37.0,2.0,1.0,,,90.0,75.0,7.4,12.0,0.207809,0,,,28.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,18,18,False,63.0,59.0,5.0,2.0,41.0,42.0,22.0,6.0,1.0,,,90.0,71.0,7.1,4.0,0.135956,0,,,19.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,55.0,50.0,2.0,2.0,39.0,42.0,13.0,3.0,4.0,,,90.0,66.0,7.4,5.0,0.0219654,1,,,11.0,,,1.0,,4.0,,,,2.0,2.0,,1.0,,,True,1.0,2.0,1.0,0.0259,,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,40.0,38.0,1.0,1.0,22.0,24.0,17.0,1.0,2.0,,,77.0,53.0,6.5,8.0,0.0100761,0,,,17.0,1.0,1.0,,2.0,,,,,,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,66.0,65.0,1.0,1.0,27.0,28.0,38.0,1.0,4.0,,,90.0,71.0,7.4,2.0,0.04781,1,,,38.0,,,,,,,,,,,1.0,,,2.0,,,,,0.0202,,1.0,1.0,0.0361,,,,,,,,,,,,,,
11368762,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,63.0,62.0,14.0,14.0,20.0,21.0,44.0,,7.0,,,70.0,69.0,7.7,1.0,0.0979258,0,,,44.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11368762,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,51.0,46.0,1.0,1.0,25.0,26.0,25.0,1.0,5.0,,,90.0,64.0,7.4,7.0,0.029421,0,,,21.0,,,,2.0,5.0,,2.0,1.0,,,1.0,4.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
11368762,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,34.0,32.0,3.0,3.0,11.0,12.0,23.0,,4.0,,,57.0,45.0,9.0,4.0,0.0436426,4,,,22.0,1.0,1.0,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,1.6521,1.0,,2.0,1.1371,1.0,1.0,2.0,,,,,,,,,,,
11368762,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,28.0,26.0,,,3.0,3.0,25.0,,2.0,,,70.0,38.0,7.3,6.0,0.0460833,2,,,23.0,,,,5.0,1.0,2.0,2.0,,,,2.0,1.0,,1.0,,1.0,,,0.3109,,,1.0,0.3575,,1.0,1.0,,,,,,,,,,,
