match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_keyPass,stat_dispossessed,stat_wonContest,stat_errorLeadToAShot,captain,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_errorLeadToAGoal,stat_punches,stat_hitWoodwork
10433858,home,Alanyaspor,Rúnar Alex Rúnarsson,runar-alex-runarsson,R. Rúnarsson,G,31,185.0,415,M,187023,EUR,793065600,G,13,13,False,50.0,37.0,28.0,15.0,31.0,35.0,6.0,15.0,11.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,61.0,7.8,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433858,home,Alanyaspor,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185.0,286,M,807291,EUR,885427200,D,27,27,False,37.0,32.0,2.0,1.0,20.0,22.0,12.0,16.0,5.0,1.0,,,,,,90.0,61.0,6.8,10.0,0,,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10433858,home,Alanyaspor,Furkan Bayır,furkan-bayir,F. Bayır,D,23,188.0,77,M,1003161,EUR,950054400,D,4,4,False,40.0,32.0,3.0,,25.0,31.0,7.0,9.0,2.0,,,,,,,90.0,51.0,7.0,8.0,0,,,,5.0,6.0,,,6.0,1.0,,1.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
10433858,home,Alanyaspor,Fatih Aksoy,fatih-aksoy,F. Aksoy,D,20,189.0,69,M,827922,EUR,878774400,D,20,20,False,72.0,63.0,8.0,4.0,53.0,56.0,10.0,16.0,13.0,,,,,,,90.0,84.0,7.9,9.0,0,,,,,6.0,,,4.0,4.0,3.0,,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,
10433858,home,Alanyaspor,Jure Balkovec,jure-balkovec,J. Balkovec,D,29,185.0,292,M,171625,EUR,779068800,D,29,29,False,57.0,45.0,9.0,5.0,29.0,31.0,17.0,27.0,7.0,2.0,,,,,,90.0,76.0,8.3,15.0,3,,,1.0,,3.0,,,,3.0,2.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10433858,home,Alanyaspor,Idrissa Doumbia,idrissa-doumbia,I. Doumbia,M,,187.0,465,M,842255,EUR,892512000,M,98,98,False,46.0,41.0,1.0,,20.0,21.0,21.0,25.0,5.0,,,,,,,70.0,52.0,6.4,8.0,0,,,,5.0,1.0,,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,
10433858,home,Alanyaspor,Leroy Fer,leroy-fer,L. Fer,M,8,188.0,136,M,31821,EUR,631497600,M,8,8,False,66.0,59.0,2.0,2.0,31.0,34.0,28.0,32.0,6.0,1.0,,,,,,89.0,72.0,7.4,8.0,1,,,,1.0,3.0,,2.0,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,
10433858,home,Alanyaspor,Umut Güneş,umut-gunes,U. Güneş,M,20,177.0,131,M,876782,EUR,953164800,M,6,6,False,51.0,47.0,,,30.0,31.0,17.0,20.0,1.0,2.0,,,,,,90.0,59.0,6.6,6.0,0,,,,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,
10433858,home,Alanyaspor,Efecan Karaca,efecan-karaca,E. Karaca,M,7,166.0,109,M,60510,EUR,627177600,F,7,7,False,43.0,37.0,2.0,1.0,18.0,22.0,19.0,22.0,5.0,1.0,,,,,,81.0,54.0,6.7,10.0,0,,,1.0,6.0,2.0,2.0,1.0,2.0,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,True,,,,,,,
10433858,home,Alanyaspor,Ahmed Hassan,ahmed-hassan,A. Hassan,F,19,191.0,1938,M,1143587,EUR,731289600,F,93,93,False,22.0,16.0,,,7.0,8.0,9.0,14.0,2.0,2.0,,,,,,81.0,28.0,7.0,8.0,2,,,,1.0,4.0,,1.0,1.0,,,1.0,3.0,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
