match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_wonContest,stat_outfielderBlock,stat_totalOffside
10382199,home,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,188.0,97,M,242313,EUR,771465600,G,32,32,False,24.0,15.0,17.0,8.0,13.0,16.0,2.0,8.0,1.0,1.0,8.0,2.0,4.0,4.0,90.0,34.0,7.9,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Miguel Araujo,miguel-araujo,M. Araujo,D,178.0,883,M,370226,EUR,782956800,D,5,5,False,60.0,57.0,8.0,8.0,33.0,34.0,24.0,26.0,,5.0,6.0,,,,90.0,72.0,7.5,5.0,0,20,3.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Jeroen Veldmate,jeroen-veldmate,J. Veldmate,D,187.0,9,,28111,EUR,594950400,D,4,4,False,65.0,53.0,5.0,,48.0,56.0,5.0,9.0,2.0,3.0,5.0,,,,90.0,72.0,7.0,12.0,1,,2.0,2.0,,1.0,1.0,,,,True,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Keziah Veendorp,keziah-veendorp,K. Veendorp,D,183.0,41,M,361778,EUR,856137600,D,2,2,False,78.0,66.0,12.0,8.0,44.0,48.0,22.0,30.0,,3.0,5.0,,,,90.0,89.0,7.3,13.0,0,,2.0,4.0,,,3.0,2.0,1.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,170.0,778,M,965329,EUR,974246400,M,34,34,False,44.0,33.0,6.0,1.0,12.0,12.0,23.0,38.0,,4.0,7.0,,,,90.0,72.0,7.1,19.0,2,34,,4.0,1.0,,3.0,3.0,1.0,1.0,,2.0,,4.0,2.0,,,6.0,2.0,1.0,1.0,,,,,,,,,,
10382199,home,FC Emmen,Lucas Bernadou,bernadou-lucas,L. Bernadou,M,178.0,53,M,997187,EUR,969753600,M,8,8,False,50.0,47.0,2.0,2.0,26.0,27.0,21.0,25.0,1.0,3.0,7.0,,,,90.0,63.0,7.5,8.0,1,6,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,
10382199,home,FC Emmen,Ahmed El Messaoudi,ahmed-el-messaoudi,A. E. Messaoudi,M,182.0,170,M,369798,EUR,807408000,M,23,23,False,41.0,39.0,,,12.0,12.0,27.0,29.0,1.0,3.0,5.0,,,,81.0,55.0,6.4,9.0,1,10,1.0,8.0,3.0,1.0,2.0,2.0,3.0,,,,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,
10382199,home,FC Emmen,Julius Dirksen,julius-dirksen,J. Dirksen,D,185.0,74,M,1001943,EUR,1044144000,M,24,24,False,50.0,36.0,5.0,1.0,18.0,24.0,20.0,30.0,,6.0,6.0,,,,90.0,79.0,7.5,19.0,1,26,1.0,3.0,1.0,2.0,5.0,3.0,,1.0,,,,4.0,,,,4.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,
10382199,home,FC Emmen,Rui Mendes,rui-mendes,R. Mendes,F,180.0,126,M,940979,EUR,942192000,F,7,7,False,9.0,5.0,,,,,5.0,9.0,,2.0,,,,,45.0,14.0,6.6,5.0,0,27,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Mark Diemers,mark-diemers,M. Diemers,M,175.0,198,M,252123,EUR,750297600,F,10,10,False,63.0,59.0,3.0,3.0,22.0,24.0,38.0,44.0,1.0,5.0,9.0,,,,90.0,86.0,6.8,17.0,3,10,1.0,8.0,2.0,,1.0,1.0,3.0,3.0,,1.0,,,,,,5.0,1.0,3.0,,,,2.0,2.0,,,,,,
10382199,home,FC Emmen,Richairo Živković,richairo-zivkovic,R. Živković,F,186.0,197,M,295137,EUR,841881600,F,9,9,False,18.0,14.0,,,7.0,7.0,7.0,11.0,1.0,3.0,1.0,,,,90.0,38.0,6.5,13.0,1,30,2.0,5.0,,,,,8.0,2.0,,1.0,,2.0,2.0,,,,,1.0,1.0,,,1.0,,,,,,,
10382199,home,FC Emmen,Ole Romeny,ole-romeny,O. Romeny,F,185.0,13950,M,921948,EUR,961459200,F,77,77,True,18.0,15.0,,,3.0,4.0,12.0,14.0,3.0,7.0,2.0,,,,45.0,28.0,6.8,5.0,1,11,1.0,1.0,,1.0,1.0,,2.0,3.0,,,,1.0,,,,,,,1.0,1.0,,,,,oleromeny,1.0,,,
10382199,home,FC Emmen,Jari Vlak,jari-vlak,J. Vlak,M,191.0,123,M,932652,EUR,903139200,M,20,20,True,5.0,2.0,,,1.0,2.0,1.0,3.0,2.0,2.0,3.0,,,,9.0,7.0,6.2,3.0,0,8,,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,4.0,,,,,,,
10382199,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193.0,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187.0,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,0,23,,,,,,,,,,,,,,Kyan,van Dorp,,,,,,,,,,,,,,
10382199,home,FC Emmen,Michaël Heylen,michael-heylen,M. Heylen,D,187.0,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382199,home,FC Emmen,Arnaud Luzayadio,luzayadio-arnaud,A. Luzayadio,D,176.0,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,,,,,,Arnaud,Luzayadio,,,,,,,,,,,,,,
