match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_ownGoals,stat_shotOffTarget,stat_bigChanceMissed
12499722,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,41.0,21.0,29.0,9.0,0.0,13.0,16.0,8.0,25.0,1.0,11.0,2.0,2.0,2.0,1.0,90.0,52.0,6.4,21.0,0.0021194,0,-0.1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499722,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,41.0,36.0,3.0,,0.0,25.0,26.0,12.0,17.0,4.0,4.0,,,,,90.0,73.0,6.5,15.0,0.0501303,0,,2.0,1.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499722,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,D,23,23,False,64.0,54.0,10.0,3.0,0.0,47.0,49.0,7.0,15.0,2.0,5.0,,,,,90.0,75.0,6.7,10.0,0.00868669,0,,,,1.0,3.0,4.0,1.0,,,1.0,1.0,,1.0,1.0,,,,True,2.0,1.0,3.0,,,,,,,,,,,,
12499722,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,33.0,31.0,3.0,1.0,0.0,23.0,24.0,8.0,9.0,,5.0,,,,,21.0,34.0,3.6,2.0,0.00694994,1,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,1.0,0.0348,,,,,,,,,,
12499722,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,40.0,33.0,4.0,1.0,0.0,27.0,30.0,6.0,10.0,6.0,2.0,,,,,90.0,51.0,6.4,8.0,0.00397978,0,,,,3.0,5.0,2.0,,,,,,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,
12499722,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,10,10,False,27.0,21.0,,,1.0,11.0,12.0,11.0,17.0,,5.0,,,,,77.0,44.0,7.2,11.0,0.687446,2,,2.0,1.0,,4.0,4.0,,,,3.0,2.0,,,1.0,1.0,,,,1.0,,2.0,1.0,0.1735,3.0,1.0,1.0,0.034,,,,,,
12499722,home,Borussia Dortmund,Pascal Groß,pascal-gross,P. Groß,M,30,181,4705,M,pascalgross65,48480,EUR,676944000,M,13,13,False,47.0,39.0,7.0,3.0,0.0,19.0,20.0,20.0,33.0,2.0,3.0,,,,,90.0,71.0,6.4,18.0,0.0200423,1,,6.0,,1.0,5.0,3.0,2.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,1.0,1.0,,0.0425,1.0,,1.0,0.0244,,,,,,
12499722,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,7.0,4.0,,,0.0,2.0,3.0,2.0,4.0,,1.0,,,,,12.0,9.0,6.8,3.0,0.00135914,0,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12499722,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,19.0,14.0,,,0.0,6.0,6.0,8.0,14.0,1.0,4.0,,,,,61.0,34.0,6.6,13.0,0.0473704,0,,1.0,,1.0,6.0,5.0,,7.0,4.0,,,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,
12499722,home,Borussia Dortmund,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,guirassy19off,328027,EUR,826588800,F,9,9,False,25.0,17.0,,,0.0,11.0,11.0,6.0,14.0,2.0,1.0,,,,,90.0,40.0,7.7,11.0,0.00613905,1,,,,4.0,5.0,10.0,,1.0,1.0,,,2.0,3.0,,,,,,6.0,,,,0.4433,1.0,,1.0,0.9819,1.0,4.0,,,,
