match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_totalContest,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork
11369840,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,32.0,11.0,31.0,10.0,2.0,6.0,9.0,26.0,2.0,2.0,2.0,14.0,2.0,1.0,4.0,2.0,90.0,47.0,6.9,21.0,0.0,0.0,0.00346279,0,-0.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,41.0,38.0,6.0,6.0,28.0,28.0,10.0,13.0,2.0,4.0,8.0,5.0,,,,,90.0,57.0,7.1,4.0,0.0,0.0,0.0051871,0,,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,50.0,47.0,6.0,4.0,39.0,39.0,8.0,11.0,2.0,3.0,6.0,3.0,,,,,90.0,61.0,6.7,3.0,0.0,0.0,0.00392557,0,,1.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Martin Wasinski,Martin Wasinski,,martin-wasinski,M. Wasinski,D,2,185,167,M,1131054,EUR,1081296000,D,21,21,False,49.0,44.0,6.0,6.0,31.0,33.0,13.0,16.0,1.0,2.0,4.0,2.0,,,,,90.0,58.0,6.8,6.0,0.0,0.0,0.0100196,0,,,1.0,,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,M,6,6,False,44.0,34.0,2.0,,15.0,20.0,21.0,30.0,,2.0,1.0,5.0,,,,,89.0,82.0,6.5,22.0,0.0619,0.0,0.185878,2,,2.0,8.0,,1.0,,2.0,2.0,1.0,,4.0,6.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,45.0,39.0,2.0,,11.0,15.0,28.0,31.0,1.0,2.0,3.0,10.0,,,,,90.0,58.0,6.5,12.0,0.0,0.0,0.0472927,0,,,5.0,1.0,,1.0,,,,,2.0,1.0,,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,M,16,16,False,29.0,24.0,5.0,4.0,11.0,12.0,13.0,17.0,1.0,1.0,2.0,6.0,,,,,81.0,37.0,6.3,6.0,0.0,0.0,0.0124994,0,,,3.0,,,2.0,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180,102,M,923974,EUR,992304000,M,11,11,False,23.0,17.0,5.0,2.0,8.0,8.0,10.0,19.0,2.0,6.0,3.0,5.0,,,,,90.0,47.0,7.5,13.0,0.176,0.0843,0.0187531,1,,2.0,4.0,,,,2.0,2.0,,,4.0,4.0,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,F,54,54,False,11.0,7.0,3.0,2.0,3.0,6.0,5.0,6.0,1.0,3.0,1.0,5.0,,,,,63.0,23.0,7.1,9.0,0.0,0.0,0.232893,0,,,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,
11369840,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,145,M,308058,EUR,767318400,F,20,20,False,34.0,20.0,2.0,1.0,6.0,11.0,14.0,23.0,7.0,7.0,2.0,3.0,,,,,89.0,53.0,6.7,20.0,1.7961,1.3111,0.0155646,5,,5.0,12.0,1.0,,1.0,,,4.0,,,,,2.0,,4.0,,,3.0,1.0,,,2.0,2.0,,,,,,,,,
11369840,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,F,10,10,False,34.0,30.0,,,8.0,10.0,22.0,25.0,,7.0,,5.0,,,,,83.0,54.0,6.9,10.0,0.0955,0.0,0.0800038,1,,1.0,6.0,,,1.0,3.0,1.0,,1.0,6.0,1.0,,2.0,,,,3.0,,,,,,1.0,True,1.0,,,,,,,
11369840,home,KV Kortrijk,Lynnt Audoor,,,lynnt-audoor,L. Audoor,M,62,184,234,M,1067539,EUR,1066003200,M,89,89,True,15.0,13.0,,,4.0,4.0,9.0,11.0,1.0,3.0,1.0,3.0,,,,,27.0,20.0,6.6,2.0,0.0,0.0,0.00556223,0,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,True,7.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,,,,1.0,,,,,17.0,7.0,6.5,1.0,0.0,0.0,0.00230073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Alex Mighten,,,alex-mighten,A. Mighten,F,77,171,205,M,992044,EUR,1018483200,F,23,23,True,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,189,M,960007,EUR,918604800,F,99,99,True,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,8.0,2.0,6.5,,0.0,0.0,4.327e-05,0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
11369840,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191,81,M,190379,EUR,794793600,G,95,95,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,60,M,94298,EUR,748224000,M,70,70,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175,111,M,1005908,EUR,1001376000,F,39,39,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369840,away,RSC Anderlecht,Maxime Dupé,,,maxime-dupe,M. Dupé,G,31,186,174,M,96542,EUR,731203200,G,1,1,False,35.0,30.0,4.0,2.0,29.0,32.0,1.0,3.0,,,1.0,3.0,,1.0,1.0,,90.0,39.0,6.5,5.0,0.0,0.0,0.0002446,0,-0.6046,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
11369840,away,RSC Anderlecht,Killian Sardella,,,killian-sardella,K. Sardella,D,54,177,482,M,909964,EUR,1020297600,D,54,54,False,57.0,48.0,6.0,2.0,26.0,28.0,22.0,34.0,,2.0,,9.0,,,,,90.0,75.0,6.6,20.0,0.0157,0.0,0.0181998,1,,,4.0,2.0,,,2.0,1.0,,,,5.0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,
11369840,away,RSC Anderlecht,Zeno Debast,,,zeno-debast,Z. Debast,D,6,191,3329,M,1126512,EUR,1066867200,D,56,56,False,60.0,53.0,7.0,2.0,21.0,23.0,32.0,38.0,,,1.0,7.0,,,,,54.0,65.0,5.5,9.0,0.0,0.0,0.0184773,0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
11369840,away,RSC Anderlecht,Jan Vertonghen,,,jan-vertonghen,J. Vertonghen,D,,189,1673,M,16921,EUR,546220800,D,14,14,False,87.0,72.0,19.0,11.0,39.0,46.0,34.0,42.0,5.0,6.0,2.0,6.0,,,,,90.0,94.0,6.9,15.0,0.0,0.0,0.135605,0,,4.0,5.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,True,,,,,,,,
11369840,away,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,63.0,50.0,11.0,9.0,25.0,30.0,25.0,34.0,1.0,6.0,2.0,10.0,,,,,89.0,91.0,7.4,15.0,0.0,0.0,0.0680133,0,,3.0,5.0,,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11369840,away,RSC Anderlecht,Mats Rits,,,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,23,23,False,21.0,19.0,,,6.0,6.0,14.0,16.0,1.0,3.0,,,,,,,59.0,26.0,6.9,2.0,0.0199,0.0,0.354001,1,,1.0,1.0,,,,2.0,2.0,,,,1.0,1.0,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,
