match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_penaltyWon,player_firstName,player_lastName,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded,stat_lastManTackle
11391264,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,37.0,22.0,21.0,6.0,19.0,22.0,3.0,15.0,1.0,8.0,1.0,1.0,2.0,90.0,47.0,6.6,16.0,0.00193684,0,-0.6118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391264,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,61.0,55.0,7.0,4.0,32.0,33.0,23.0,29.0,3.0,5.0,,,,90.0,71.0,6.2,9.0,0.0496345,1,,chancel22,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0416,,,,,,,,,,,,,,,,,,,,,,,,,
11391264,home,Olympique de Marseille,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,808,M,339231,EUR,750384000,D,4,4,False,47.0,41.0,3.0,,24.0,25.0,17.0,22.0,5.0,2.0,,,,71.0,65.0,8.0,7.0,0.0239326,2,,,,1.0,2.0,6.0,,,2.0,,,,,0.6016,True,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.9301,1.0,,,,,,,,,,,,
11391264,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,558320,EUR,821318400,D,6,6,False,44.0,38.0,1.0,1.0,18.0,19.0,22.0,29.0,,4.0,,,,90.0,64.0,6.7,13.0,0.211754,1,,,4.0,2.0,5.0,4.0,1.0,1.0,1.0,,1.0,,1.0,0.0216,,3.0,,,,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,
11391264,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,839493,EUR,823996800,M,62,62,False,53.0,47.0,5.0,4.0,26.0,28.0,22.0,29.0,5.0,8.0,,,,90.0,83.0,7.5,13.0,0.572078,0,,,4.0,1.0,4.0,4.0,,,1.0,,,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
11391264,home,Olympique de Marseille,Pape Gueye,pape-gueye,P. Gueye,M,18,187,36528,M,879694,EUR,917136000,M,22,22,False,38.0,32.0,2.0,,11.0,12.0,21.0,28.0,,5.0,,,,78.0,54.0,6.6,13.0,0.0288678,0,,p.gueye24,2.0,,5.0,6.0,,,3.0,,1.0,,1.0,,,3.0,2.0,,,,,,,,2.0,,,,2.0,,,,,,,,,,
11391264,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,36.0,31.0,6.0,3.0,9.0,10.0,22.0,33.0,1.0,5.0,,,,78.0,52.0,7.1,14.0,0.0499668,1,,,7.0,1.0,1.0,3.0,,,1.0,,1.0,,,0.1375,,,2.0,2.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,
11391264,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,977679,EUR,1008288000,M,44,44,False,40.0,33.0,2.0,1.0,8.0,9.0,25.0,33.0,1.0,7.0,,,,90.0,58.0,7.5,12.0,0.0647077,0,,,2.0,,1.0,6.0,,,2.0,,2.0,1.0,,,,,3.0,3.0,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,
11391264,home,Olympique de Marseille,Ismaïla Sarr,ismaila-sarr,I. Sarr,F,7,185,26789,M,845286,EUR,888364800,F,23,23,False,20.0,15.0,1.0,,4.0,7.0,12.0,17.0,,2.0,,,,63.0,32.0,6.5,11.0,0.0938236,0,,ismaila_sarr18,4.0,1.0,4.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
11391264,home,Olympique de Marseille,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187,49773,M,51498,EUR,614131200,F,10,10,False,19.0,10.0,1.0,,4.0,7.0,6.0,15.0,,1.0,,,,90.0,38.0,8.4,18.0,0.0469309,5,,Auba,3.0,,2.0,3.0,,2.0,1.0,,4.0,,,1.6257,,,4.0,2.0,,3.0,,2.0,,,1.0,1.715,,,,,,1.0,,,,,,,
