match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_wasFouled,player_sofascoreId,stat_aerialWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_ownGoals,stat_punches,stat_totalOffside,stat_penaltyWon
11399407,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,32.0,20.0,15.0,3.0,18.0,24.0,2.0,8.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,90.0,47.0,6.6,13.0,0.0,0.0,0.00092643,0,1.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399407,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,15.0,12.0,,,6.0,7.0,7.0,9.0,1.0,2.0,2.0,,2.0,,,,,,,35.0,21.0,6.5,5.0,0.0,0.0,0.00343517,0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11399407,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,74.0,64.0,9.0,3.0,42.0,46.0,22.0,28.0,3.0,6.0,8.0,,,,1.0,,,,,90.0,83.0,6.6,10.0,0.0,0.0,0.0192775,0,,,,3.0,2.0,2.0,,meeshilgerss,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11399407,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,103.0,89.0,18.0,10.0,53.0,57.0,36.0,47.0,4.0,5.0,4.0,,,,1.0,,,,,90.0,116.0,7.4,15.0,0.1597,0.0,0.194925,2,,1.0,,6.0,1.0,2.0,1.0,,5.0,4.0,,,True,2.0,1.0,,,,,,,,,,,,,,,,,
11399407,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185,370,M,1387012,EUR,1142035200,D,39,39,False,46.0,41.0,3.0,2.0,24.0,26.0,17.0,21.0,,3.0,4.0,,1.0,,,,,,,69.0,62.0,6.9,9.0,0.043,0.0,0.0528318,1,,1.0,,4.0,1.0,2.0,1.0,,,1.0,,,,1.0,,5.0,3.0,,,,,,,,,,,,,,,
11399407,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168,329,M,825731,EUR,928108800,M,23,23,False,71.0,59.0,5.0,3.0,24.0,30.0,36.0,46.0,2.0,2.0,11.0,,1.0,,,,,,,90.0,86.0,7.8,17.0,0.0289,0.3824,0.0861846,1,,5.0,1.0,6.0,,1.0,,,5.0,1.0,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
11399407,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,M,8,8,False,22.0,21.0,3.0,3.0,14.0,14.0,7.0,8.0,1.0,2.0,3.0,,,,1.0,,,,,30.0,25.0,6.9,1.0,0.0,0.0,0.0746633,0,,,,4.0,,,,,2.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
11399407,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,34.0,27.0,5.0,2.0,4.0,4.0,27.0,36.0,,3.0,5.0,,2.0,,,,,,,90.0,61.0,8.0,13.0,0.7855,0.8398,0.367952,5,,6.0,4.0,8.0,1.0,,4.0,,1.0,1.0,,,,2.0,2.0,4.0,3.0,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,
11399407,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,False,38.0,30.0,1.0,,7.0,8.0,24.0,32.0,3.0,10.0,4.0,,2.0,,1.0,,,,,90.0,62.0,7.4,19.0,0.0,0.0,0.211066,0,,2.0,1.0,7.0,1.0,1.0,3.0,,2.0,1.0,2.0,2.0,,,5.0,2.0,,,,,,,4.0,,,1.0,1.0,,,,,
11399407,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,False,9.0,7.0,1.0,,3.0,3.0,4.0,7.0,1.0,5.0,1.0,,2.0,,,,,,,69.0,25.0,7.1,8.0,0.2042,0.0222,0.0122779,3,,1.0,,4.0,1.0,,2.0,,1.0,,,,,,1.0,2.0,1.0,,,1.0,,,2.0,,2.0,,,,,,,
11399407,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,29.0,23.0,2.0,2.0,11.0,12.0,12.0,18.0,2.0,2.0,3.0,,,,,,,,,90.0,41.0,6.7,7.0,0.2144,0.0,0.029434,2,,1.0,,5.0,,,1.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,
