match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,player_sofascoreId,stat_lastManTackle
11401955,home,Vitesse,Eloy Room,eloy-room,E. Room,G,188,180,M,40859,EUR,602726400,G,1,1,False,31.0,15.0,26.0,10.0,9.0,10.0,6.0,21.0,1.0,8.0,1.0,4.0,4.0,90.0,43.0,7.7,17.0,0.00131912,0,0.9204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401955,home,Vitesse,Dominik Oroz,dominik-oroz,D. Oroz,D,190,131,M,874936,EUR,972777600,D,6,6,False,25.0,16.0,4.0,,4.0,7.0,12.0,19.0,3.0,6.0,,,,75.0,48.0,6.7,11.0,0.0110927,0,,,,5,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11401955,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,189,76,M,781556,EUR,690076800,D,29,29,False,31.0,25.0,9.0,5.0,14.0,15.0,11.0,16.0,3.0,9.0,1.0,,,90.0,45.0,7.7,7.0,0.157451,0,,,,,,,,1.0,,,7.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11401955,home,Vitesse,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,189,435,M,916943,EUR,995414400,D,15,15,False,34.0,28.0,8.0,6.0,17.0,18.0,11.0,16.0,6.0,2.0,,,,90.0,49.0,7.7,6.0,0.00611113,0,,,,3,,3.0,3.0,5.0,,,7.0,2.0,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,
11401955,home,Vitesse,Enzo Cornelisse,enzo-cornelisse,E. Cornelisse,M,178,40,M,1046725,EUR,1025308800,D,13,13,False,30.0,21.0,6.0,3.0,11.0,14.0,10.0,19.0,1.0,2.0,,,,90.0,47.0,7.4,12.0,0.0141576,0,,,,6,3.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11401955,home,Vitesse,Toni Domgjoni,toni-domgjoni,T. Domgjoni,M,177,104,M,858226,EUR,904867200,M,22,22,False,18.0,13.0,1.0,,4.0,7.0,9.0,12.0,3.0,2.0,,,,75.0,31.0,6.8,7.0,0.0125075,0,,,,,1.0,2.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
11401955,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,185,201,M,891795,EUR,931046400,M,20,20,False,48.0,39.0,6.0,3.0,13.0,15.0,26.0,33.0,6.0,3.0,2.0,,,90.0,57.0,7.2,10.0,0.0605684,0,,,,21,,,3.0,1.0,,1.0,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11401955,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,179,770,M,961677,EUR,1010016000,M,42,42,False,21.0,15.0,1.0,1.0,3.0,3.0,13.0,20.0,10.0,6.0,4.0,,,90.0,53.0,7.6,18.0,0.111103,3,,,,42,2.0,1.0,3.0,8.0,,1.0,1.0,,,1.0,,,3.0,4.0,6.0,3.0,3.0,1.0,2.0,1.0,2.0,0.2733,0.093,,,,,,,,
11401955,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,182,3151,M,984602,EUR,1066262400,M,17,17,False,16.0,10.0,4.0,2.0,5.0,5.0,5.0,11.0,4.0,4.0,,,,64.0,29.0,6.6,11.0,0.0152445,2,,,,10,,3.0,1.0,9.0,1.0,1.0,,,,2.0,1.0,,3.0,1.0,3.0,1.0,1.0,,1.0,,,0.1174,0.4221,1.0,1.0,,,,,,
11401955,home,Vitesse,Amine Boutrah,amine-boutrah,A. Boutrah,M,173,300,M,975307,EUR,972518400,M,7,7,False,22.0,18.0,1.0,1.0,7.0,8.0,11.0,15.0,4.0,5.0,2.0,,,90.0,44.0,6.8,12.0,0.0941532,3,,,,10,1.0,1.0,1.0,10.0,2.0,4.0,,,2.0,,,,1.0,3.0,3.0,1.0,1.0,,1.0,1.0,,0.1041,0.0273,1.0,,,,,,,
