match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_challengeLost,stat_bigChanceMissed,stat_penaltyMiss,stat_outfielderBlock,stat_penaltyWon,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_goals,stat_bigChanceCreated,stat_goalAssist
10411528,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192.0,3101,M,865646,EUR,962409600,G,12,12,False,26.0,15.0,14.0,3.0,13.0,17.0,2.0,9.0,9.0,1.0,2.0,3.0,90.0,37.0,6.7,11.0,0.0,0.0,0.00087194,0,0.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411528,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187.0,218,M,924690,EUR,977702400,D,4,4,False,51.0,37.0,9.0,3.0,20.0,25.0,17.0,26.0,7.0,,,,90.0,66.0,6.8,18.0,0.0,0.0,0.0177382,0,,,,1.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411528,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189.0,177,M,158037,EUR,732326400,D,15,15,False,34.0,27.0,3.0,3.0,20.0,24.0,7.0,10.0,2.0,,,,90.0,46.0,6.9,8.0,0.0,0.0,0.00107211,0,,,,,4.0,3.0,6.0,7.0,2.0,1.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
10411528,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191.0,1065,M,827473,EUR,896400000,D,44,44,False,32.0,24.0,6.0,2.0,15.0,18.0,9.0,15.0,3.0,,,,82.0,47.0,6.9,11.0,0.1056,0.0,0.00262697,1,,,,,2.0,1.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10411528,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188.0,112,M,812314,EUR,870220800,M,17,17,False,25.0,18.0,4.0,3.0,9.0,11.0,10.0,21.0,4.0,,,,90.0,52.0,6.9,20.0,0.171,0.224,0.0879234,3,,,,1.0,3.0,4.0,4.0,,,,1.0,,7.0,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411528,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184.0,11753,M,758664,EUR,863654400,M,6,6,False,27.0,22.0,,,5.0,6.0,17.0,22.0,5.0,,,,81.0,42.0,6.2,12.0,0.2174,0.0619,0.183331,2,,,,4.0,2.0,10.0,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,5.0,2.0,,charlespickel,,,,,,,,,,,
10411528,home,Cremonese,Santiago Ascacíbar,santiago-ascacibar,S. Ascacíbar,M,5,168.0,1347,M,830667,EUR,856828800,M,8,8,False,58.0,50.0,9.0,6.0,24.0,26.0,27.0,33.0,10.0,,,,90.0,79.0,7.3,12.0,0.0948,0.0,0.128891,3,,,,4.0,2.0,8.0,6.0,1.0,2.0,,1.0,,1.0,,,2.0,3.0,1.0,2.0,,3.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,
10411528,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187.0,963,M,139229,EUR,763862400,M,28,28,False,34.0,30.0,2.0,2.0,13.0,14.0,17.0,22.0,5.0,,,,82.0,48.0,7.0,7.0,0.0291,0.0,0.0278995,1,,,,,2.0,1.0,7.0,2.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,
10411528,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180.0,818,M,891346,EUR,912988800,M,3,3,False,28.0,17.0,4.0,3.0,5.0,7.0,15.0,26.0,7.0,,,,81.0,55.0,7.0,21.0,0.1254,0.0,0.230699,3,,,,1.0,,7.0,3.0,,2.0,2.0,2.0,,5.0,2.0,,1.0,1.0,,1.0,,2.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,
10411528,home,Cremonese,Cyriel Dessers,cyriel-dessers,C. Dessers,F,33,184.0,3800,M,541464,EUR,786844800,F,90,90,False,8.0,5.0,,,3.0,3.0,2.0,6.0,1.0,,,,65.0,15.0,6.1,7.0,0.9286,0.8941,0.0032495,2,,,,4.0,,5.0,,,,,1.0,,1.0,,,1.0,,3.0,,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,
