match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_shotOffTarget,stat_hitWoodwork,stat_fouls,stat_outfielderBlock,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13078236,home,Quick Boys,Lars Jansen,Lars,Jansen,lars-jansen,L. Jansen,G,1,183.0,8,M,929010,EUR,887068800.0,G,23,23,False,25.0,16.0,19.0,10.0,0.0,11.0,12.0,5.0,13.0,1.0,3.0,7.0,1.0,1.0,2.0,90.0,34.0,6.8,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078236,home,Quick Boys,Chima Bosman,Chima,Bosman,chima-bosman,C. Bosman,D,2,179.0,4,M,860275,EUR,828230400.0,D,2,2,False,35.0,18.0,11.0,3.0,0.0,11.0,15.0,9.0,22.0,7.0,7.0,7.0,,,,90.0,61.0,6.9,26.0,0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
13078236,home,Quick Boys,Ivailo Staal,,,ivailo-staal,I. Staal,D,,187.0,6,M,952430,EUR,784944000.0,D,3,3,False,34.0,28.0,6.0,3.0,0.0,21.0,24.0,7.0,10.0,2.0,12.0,4.0,,,,90.0,51.0,7.0,7.0,1,,,1.0,4.0,,1.0,1.0,,True,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13078236,home,Quick Boys,Neville Nwankwo,Neville Nwankwo,,neville-nwankwo,N. Nwankwo,D,14,189.0,50,M,1418395,EUR,1034035200.0,D,14,14,False,29.0,25.0,4.0,1.0,0.0,21.0,22.0,4.0,7.0,5.0,4.0,3.0,2.0,,,90.0,39.0,6.8,4.0,1,,,3.0,3.0,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
13078236,home,Quick Boys,Toer Bouwman,Toer,Bouwman,toer-bouwman,T. Bouwman,D,5,,10,M,1003153,EUR,928281600.0,D,12,12,False,33.0,16.0,12.0,2.0,0.0,9.0,13.0,7.0,21.0,6.0,2.0,6.0,2.0,,,90.0,58.0,6.6,25.0,1,1.0,,1.0,5.0,2.0,3.0,3.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
13078236,home,Quick Boys,Jesse Reinders,Jesse Reinders,,jesse-reinders,J. Reinders,M,8,182.0,14,M,1397206,EUR,1030060800.0,M,8,8,False,58.0,39.0,9.0,2.0,0.0,14.0,18.0,25.0,44.0,3.0,,6.0,,,,89.0,73.0,6.6,25.0,0,4.0,,2.0,6.0,1.0,1.0,,1.0,,2.0,,,3.0,,,1.0,2.0,,,,,,,,,,,,
13078236,home,Quick Boys,Nick Broekhuizen,Nick Broekhuizen,,nick-broekhuizen,N. Broekhuizen,M,7,182.0,29,M,1214251,EUR,1003276800.0,M,7,7,False,25.0,17.0,4.0,1.0,1.0,9.0,9.0,8.0,17.0,6.0,1.0,2.0,1.0,,,80.0,40.0,8.1,14.0,3,1.0,,2.0,10.0,2.0,3.0,3.0,1.0,,3.0,2.0,,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
13078236,home,Quick Boys,Jason Meerstadt,,,jason-meerstadt,J. Meerstadt,M,24,,20,M,1003703,EUR,994723200.0,M,24,24,False,39.0,24.0,12.0,5.0,1.0,12.0,19.0,13.0,22.0,8.0,2.0,8.0,,,,90.0,58.0,7.7,17.0,0,2.0,1.0,2.0,2.0,,4.0,3.0,2.0,,2.0,,,,,2.0,,1.0,,1.0,,,,2.0,,,,,,
13078236,home,Quick Boys,Levi van Duijn,Levi van Duijn,,levi-van-duijn,L. v. Duijn,M,10,,9,M,1548812,EUR,1026259200.0,F,10,10,False,13.0,7.0,3.0,1.0,0.0,5.0,6.0,2.0,7.0,6.0,2.0,4.0,4.0,,,65.0,28.0,7.3,10.0,1,,,,4.0,1.0,1.0,1.0,1.0,,3.0,,,,,1.0,,3.0,,1.0,1.0,,,1.0,,,,,,
13078236,home,Quick Boys,Milan Zonneveld,Milan Zonneveld,,milan-zonneveld,M. Zonneveld,F,19,199.0,130,M,1137227,EUR,1065571200.0,F,19,19,False,14.0,8.0,1.0,,0.0,1.0,4.0,7.0,10.0,3.0,2.0,1.0,1.0,,,89.0,29.0,8.0,11.0,4,,,2.0,8.0,1.0,,,,,3.0,,,2.0,,,,3.0,2.0,,3.0,2.0,2.0,,1.0,1.0,,,,
