match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalCross,stat_bigChanceMissed,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_hitWoodwork
10389979,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,15.0,9.0,6.0,1.0,9.0,12.0,3.0,1.0,6.0,1.0,2.0,90.0,20.0,6.2,6.0,0.0,0.0,4.46e-05,0,-1.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,False,53.0,43.0,7.0,5.0,23.0,27.0,26.0,1.0,6.0,,,90.0,61.0,6.4,10.0,0.0,0.0,0.0249694,0,,20.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,66.0,56.0,11.0,6.0,37.0,39.0,27.0,2.0,8.0,,,90.0,77.0,7.0,11.0,0.0604,0.0,0.00843457,1,,19.0,1.0,5.0,2.0,7.0,,,,1.0,,,alex_djiku,True,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10389979,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,53.0,45.0,9.0,3.0,31.0,32.0,21.0,3.0,6.0,,,90.0,66.0,6.7,8.0,0.0,0.0,0.0108896,0,,14.0,2.0,4.0,4.0,6.0,,,,2.0,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,42.0,31.0,4.0,,9.0,11.0,38.0,2.0,3.0,,,90.0,82.0,6.6,25.0,0.2411,0.0,0.208631,1,,22.0,3.0,3.0,7.0,6.0,1.0,4.0,2.0,1.0,,,,,,3.0,,,,2.0,1.0,,2.0,7.0,1.0,1.0,,,,,,,,
10389979,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,22.0,15.0,1.0,,8.0,11.0,11.0,,4.0,,,45.0,31.0,6.4,8.0,0.0496,0.0,0.0128456,2,,7.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,
10389979,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,17,17,False,42.0,34.0,7.0,5.0,14.0,14.0,31.0,,8.0,,,90.0,70.0,7.8,15.0,0.3972,0.2299,0.365481,3,,21.0,1.0,,5.0,15.0,,7.0,7.0,6.0,,,,,1.0,,,2.0,1.0,2.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
10389979,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,M,77,77,False,20.0,16.0,,,5.0,7.0,18.0,,2.0,,,70.0,41.0,7.5,10.0,0.0,0.0,0.182146,0,,12.0,,1.0,,7.0,,1.0,1.0,1.0,,,,,,1.0,,4.0,1.0,2.0,,,2.0,5.0,,,,1.0,,1.0,,,,
10389979,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,F,19,19,False,16.0,15.0,,,6.0,6.0,13.0,,4.0,,,70.0,33.0,6.9,9.0,0.0642,0.038,0.0289664,1,,9.0,2.0,1.0,4.0,5.0,,1.0,1.0,2.0,Habib,Diarra,,,,,,1.0,1.0,3.0,,,1.0,3.0,,,,,2.0,,1.0,,,
10389979,home,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,250133,EUR,777168000,F,8,8,False,35.0,26.0,5.0,2.0,13.0,14.0,24.0,1.0,3.0,,,83.0,63.0,7.2,22.0,0.3605,0.927,0.0141406,1,,13.0,,2.0,8.0,10.0,2.0,5.0,2.0,4.0,,,,,,,,2.0,2.0,3.0,,,,3.0,,,,,3.0,,1.0,1.0,,
10389979,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,22.0,13.0,1.0,1.0,1.0,2.0,20.0,,1.0,,,90.0,38.0,6.7,14.0,0.1433,0.0,0.112969,1,,12.0,9.0,6.0,17.0,10.0,,4.0,1.0,,,,habibdiallo28,,,1.0,,3.0,2.0,1.0,4.0,,1.0,,,1.0,,,1.0,,,,,
10389979,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,True,31.0,26.0,2.0,1.0,12.0,13.0,18.0,,6.0,,,45.0,44.0,7.2,7.0,0.0353,0.0,0.00558922,1,,14.0,2.0,1.0,4.0,8.0,,1.0,1.0,1.0,Ismael Doukoure,,,,,1.0,,5.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,
10389979,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,True,13.0,11.0,1.0,,3.0,3.0,15.0,1.0,2.0,,,20.0,26.0,7.2,6.0,0.0,0.0,0.0106006,0,,10.0,,1.0,1.0,6.0,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,5.0,,,,2.0,1.0,,,,,
10389979,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,True,7.0,7.0,,,3.0,3.0,4.0,1.0,3.0,,,20.0,11.0,6.7,1.0,0.0,0.0,0.00613719,0,,4.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2203,M,1020422,EUR,1003968000,M,18,18,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,13.0,7.0,6.6,2.0,0.0,0.0,0.00164582,0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,Robin Risser,,,,,,,,,,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168,499,M,941300,EUR,905299200,D,2,2,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389979,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182,464,M,845084,EUR,822787200,F,12,12,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
