match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_keyPass,stat_totalOffside,stat_goals,captain,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_goodHighClaim,stat_punches
12448292,home,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,1,1,False,20.0,13.0,9.0,2.0,0.0,12.0,12.0,1.0,8.0,5.0,1.0,2.0,90.0,26.0,6.6,7.0,0.00016242,0,-0.3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,2,2,False,45.0,36.0,6.0,2.0,0.0,14.0,19.0,22.0,31.0,8.0,,,90.0,83.0,7.1,24.0,0.0203744,2,,Mimeirhel Benita,,5.0,1.0,1.0,7.0,8.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0427,0.0376,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,68.0,62.0,9.0,8.0,0.0,37.0,38.0,25.0,30.0,4.0,,,90.0,81.0,7.6,6.0,0.0120392,2,,,,,1.0,6.0,4.0,9.0,1.0,,,,1.0,,5.0,,3.0,3.0,,,2.0,0.0516,,1.0,1.0,1.0,,,,,,,,,,
12448292,home,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187,163,M,918484,EUR,991353600,D,24,24,False,76.0,69.0,7.0,3.0,0.0,38.0,40.0,31.0,37.0,1.0,,,90.0,87.0,6.9,8.0,0.0117843,1,,,,1.0,1.0,2.0,4.0,3.0,,,,,1.0,,7.0,,1.0,,,,3.0,0.0404,,,,,1.0,,,,,,,,,
12448292,home,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,23.0,17.0,3.0,,0.0,6.0,7.0,11.0,21.0,3.0,,,90.0,59.0,6.2,19.0,0.0273669,0,,,,5.0,1.0,3.0,9.0,5.0,1.0,1.0,6.0,1.0,,,4.0,2.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
12448292,home,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183,251,M,1149147,EUR,1111708800,M,23,23,False,25.0,22.0,,,0.0,4.0,6.0,18.0,23.0,6.0,,,90.0,54.0,8.0,12.0,0.0538931,2,,Juho Talvitie,,4.0,1.0,1.0,9.0,10.0,4.0,2.0,7.0,6.0,,1.0,2.0,3.0,1.0,,1.0,2.0,1.0,0.4725,0.976,1.0,,,,1.0,,,,,,,,
12448292,home,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,59.0,49.0,14.0,6.0,0.0,21.0,21.0,28.0,38.0,6.0,,,90.0,78.0,7.4,12.0,0.035503,0,,,,,,,5.0,8.0,4.0,,3.0,2.0,,,1.0,1.0,4.0,4.0,1.0,2.0,,,,,,1.0,,,True,1.0,,,,,,
12448292,home,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175,86,M,876257,EUR,961718400,M,26,26,False,40.0,34.0,1.0,,0.0,15.0,16.0,21.0,27.0,2.0,,,58.0,50.0,6.9,9.0,0.0491405,0,,,,3.0,,,1.0,2.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,2.0,,,,,2.0,,,,,
12448292,home,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,M,7,7,False,17.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,13.0,3.0,,,58.0,26.0,7.0,4.0,0.0295572,2,,,,1.0,1.0,,3.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0494,0.0311,,,1.0,,,,,,,,,,
12448292,home,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,F,8,8,False,13.0,10.0,,,1.0,5.0,5.0,5.0,8.0,2.0,,,90.0,26.0,6.6,10.0,0.203417,1,,,,,2.0,,9.0,4.0,1.0,2.0,3.0,1.0,1.0,,,,1.0,1.0,3.0,2.0,2.0,0.2292,,,,1.0,,,,,,1.0,1.0,1.0,,
12448292,home,Heracles Almelo,Shiloh 't Zand,shiloh-t-zand,S. '. Zand,M,25,177,309,M,1196520,EUR,1050278400,F,10,10,False,36.0,29.0,2.0,1.0,0.0,11.0,12.0,18.0,25.0,2.0,,,90.0,53.0,7.3,12.0,0.0626665,4,,,,1.0,,,3.0,4.0,,1.0,4.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0993,0.3338,,,2.0,,,,,,,,,,
12448292,home,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,True,13.0,9.0,1.0,1.0,0.0,4.0,4.0,5.0,9.0,1.0,,,32.0,21.0,6.9,4.0,0.00408431,0,,,,,2.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193,150,M,1010062,EUR,1011484800,F,29,29,True,9.0,7.0,1.0,1.0,0.0,,,7.0,9.0,2.0,,,32.0,20.0,6.8,4.0,0.0179483,2,,,,,2.0,1.0,4.0,3.0,,2.0,1.0,1.0,,,,,,,,1.0,,0.0713,,2.0,,2.0,,,,,,,,,,
12448292,home,Heracles Almelo,Robin Mantel,robin-mantel,R. Mantel,G,30,195,29,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197,38,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Kelvin Leerdam,kelvin-leerdam,K. Leerdam,D,,178,76,,44220,EUR,646185600,D,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Jop Tijink,jop-tijink,J. Tijink,D,27,188,33,M,1862924,EUR,1107043200,D,27,27,True,,,,,,,,,,,,,,,,,,0,,Jop Tijink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448292,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
