match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_keyPass,stat_goals,captain,stat_lastManTackle,stat_goalAssist,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
10887717,home,Newport County,Joe Day,joe-day,J. Day,G,1,183.0,13,M,46746,EUR,650505600,G,1,1,False,37.0,11.0,35.0,10.0,1.0,2.0,10.0,35.0,1.0,1.0,6.0,11.0,1.0,2.0,4.0,90.0,47.0,6.5,27.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887717,home,Newport County,Cameron Norman,cameron-norman,C. Norman,D,2,188.0,8,M,824217,EUR,813456000,D,2,2,False,18.0,8.0,3.0,,2.0,4.0,8.0,19.0,2.0,10.0,3.0,5.0,,,,90.0,50.0,7.0,19.0,2,Cameron,Norman,5.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,
10887717,home,Newport County,Declan Drysdale,declan-drysdale,D. Drysdale,D,,196.0,16,M,911698,EUR,942537600,D,3,3,False,13.0,7.0,5.0,,3.0,3.0,4.0,10.0,2.0,5.0,10.0,3.0,,,,90.0,32.0,6.7,7.0,0,,,,,1.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,
10887717,home,Newport County,Priestley Farquharson,priestley-farquharson,P. Farquharson,D,6,191.0,15,M,975693,EUR,858384000,D,6,6,False,23.0,13.0,6.0,2.0,8.0,13.0,5.0,10.0,4.0,12.0,6.0,6.0,,,,90.0,44.0,7.8,12.0,1,,,,,1.0,3.0,,1.0,,1.0,3.0,5.0,4.0,1.0,3.0,1.0,,,1.0,,,,,,,,,
10887717,home,Newport County,Mickey Demetriou,mickey-demetriou,M. Demetriou,D,5,188.0,50,M,192970,EUR,637113600,D,28,28,False,21.0,11.0,8.0,3.0,8.0,12.0,3.0,10.0,3.0,6.0,4.0,5.0,,,,75.0,41.0,7.2,17.0,0,Mickey,Demetriou,1.0,,,1.0,1.0,,,,1.0,3.0,1.0,,,,,1.0,,True,1.0,,,,,,,
10887717,home,Newport County,Aaron Lewis,aaron-lewis,A. Lewis,M,8,183.0,24,M,920621,EUR,898819200,D,14,14,False,27.0,21.0,4.0,2.0,10.0,13.0,13.0,19.0,,1.0,1.0,6.0,,,,90.0,47.0,7.0,15.0,1,,,5.0,2.0,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,,
10887717,home,Newport County,Nathan Moriah-Welsh,nathan-moriah-welsh,N. Moriah-Welsh,M,22,172.0,76,M,1109909,EUR,1016409600,M,22,22,False,28.0,23.0,4.0,3.0,12.0,13.0,11.0,15.0,,1.0,,14.0,,,,90.0,40.0,6.2,10.0,0,Nathan Moriah-Welsh,,,,,7.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,,,,,,3.0,,,,,
10887717,home,Newport County,Scot Bennett,scot-bennett,S. Bennett,D,17,178.0,14,M,44522,EUR,659923200,M,17,17,False,31.0,18.0,4.0,2.0,7.0,11.0,11.0,20.0,6.0,10.0,2.0,5.0,,,,89.0,48.0,7.0,16.0,1,,,,,,2.0,,1.0,,,3.0,3.0,2.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,
10887717,home,Newport County,James Waite,james-waite,J. Waite,M,14,175.0,14,M,993449,EUR,926380800,M,11,11,False,18.0,14.0,2.0,1.0,4.0,6.0,10.0,13.0,,2.0,1.0,2.0,,,,89.0,31.0,6.5,8.0,0,James,Waite,1.0,,3.0,6.0,1.0,1.0,,,,2.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,,
10887717,home,Newport County,Will Evans,will-evans,W. Evans,F,11,185.0,124,M,1067573,EUR,867715200,F,29,29,False,23.0,12.0,1.0,,4.0,6.0,8.0,18.0,6.0,9.0,1.0,5.0,,,,90.0,37.0,6.8,15.0,0,,,1.0,,5.0,9.0,,3.0,2.0,,,,,2.0,1.0,3.0,,,,,,,,,,,,
10887717,home,Newport County,Omar Bogle,omar-bogle,O. Bogle,F,9,191.0,48,M,240560,EUR,712022400,F,9,9,False,13.0,7.0,,,2.0,3.0,5.0,11.0,3.0,3.0,,5.0,,,,90.0,26.0,6.0,18.0,1,Omar,Bogle,1.0,,6.0,12.0,,3.0,,,,,,6.0,,1.0,,,,,,,2.0,1.0,,1.0,,
