match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalTackle,stat_wonTackle,captain,stat_penaltyWon,stat_goals,stat_outfielderBlock,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_penaltyConceded
14131932,home,Estoril Praia,André Lacximicant,andre-lacximicant,A. Lacximicant,F,19,190,159,M,1120679,EUR,990230400,F,19,19,False,9.0,5.0,1.0,,0.0,,,5.0,9.0,,1.0,,,,,,72.0,20.0,6.9,6.0,0.0136664,,0,,-0.05,0.11,0.0,,,,2.0,7.0,,,,,,,1.0,,,2.0,,1.0,3.0,,,,3.0,,2.0,2.0,1.0,,1.0,,,,,,,,,
14131932,home,Estoril Praia,Nodar Lominadze,nodar-lominadze,N. Lominadze,M,7,194,295,M,1001313,EUR,1017878400,M,7,7,True,15.0,8.0,3.0,,0.0,5.0,8.0,3.0,7.0,,2.0,,,,,,45.0,24.0,7.0,9.0,0.00341217,,0,,0.12,0.06,0.25,,,,3.0,3.0,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,3.0,2.0,,,,,,,,
14131932,home,Estoril Praia,Tiago Parente,tiago-parente,T. Parente,D,5,180,85,M,1403144,EUR,1074038400,D,55,55,True,11.0,7.0,1.0,,0.0,3.0,4.0,4.0,7.0,1.0,1.0,,,,,,24.0,23.0,6.7,6.0,0.0041013,,1,,0.05,0.02,0.16,,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,,0.1753,,-0.02,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
14131932,home,Estoril Praia,Peixinho,peixinho,Peixinho,F,70,185,27,M,1513647,EUR,1085270400,F,70,70,True,9.0,9.0,,,0.0,3.0,3.0,6.0,6.0,,1.0,,,,,,18.0,16.0,6.8,1.0,0.0274801,,1,,0.08,0.03,0.14,,,,1.0,3.0,,3.0,2.0,,1.0,1.0,,,0.0943,1.0,0.01,,,,,,1.0,,,,,,,,,,,,,,,
14131932,home,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,4.0,2.0,,,0.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,18.0,12.0,6.3,5.0,0.00118034,,1,,-0.12,-0.11,0.13,,,,5.0,2.0,2.0,1.0,,,,,,,0.0458,,-0.1,,1.0,,,1.0,,0.1987,2.0,,,,1.0,,,,,,,,,
14131932,home,Estoril Praia,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,21,21,True,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,,1.0,,,,,,9.0,15.0,6.6,3.0,0.0488774,,0,,-0.01,-0.12,0.13,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,
14131932,home,Estoril Praia,Martin Turk,martin-turk,M. Turk,G,16,190,240,M,1083104,EUR,1061424000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,home,Estoril Praia,Ferro,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,home,Estoril Praia,Tiago Brito,tiago-brito,T. Brito,M,90,190,73,M,1651509,EUR,1082073600,M,90,90,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Tiago Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,home,Estoril Praia,Fabrício Garcia,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,Kaique,kaique,Kaique,G,1,190,577,M,1167067,EUR,1050451200,G,1,1,False,39.0,19.0,29.0,9.0,0.0,12.0,12.0,7.0,27.0,3.0,13.0,2.0,3.0,3.0,2.0,2.0,90.0,54.0,6.9,20.0,0.0021084,0.0239,0,0.2521,0.22,0.01,0.15,0.03,Kaique,,,3.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,
14131932,away,CD Nacional,João Aurélio,joao-aurelio,J. Aurélio,D,2,185,24,M,44684,EUR,587779200,D,2,2,False,27.0,18.0,6.0,2.0,0.0,10.0,15.0,8.0,12.0,3.0,5.0,,,,,,90.0,61.0,6.6,16.0,0.0122955,,0,,-0.01,0.17,-0.18,,,,2.0,7.0,1.0,3.0,3.0,,,2.0,1.0,,,,,1.0,1.0,,,,1.0,,1.0,2.0,,,2.0,1.0,True,,,,,,,
14131932,away,CD Nacional,Léo Santos,leo-santos,L. Santos,D,34,186,158,M,822509,EUR,913161600,D,34,34,False,34.0,22.0,3.0,,0.0,20.0,28.0,2.0,6.0,3.0,5.0,,,,,,90.0,48.0,7.8,14.0,0.0003712,,2,,0.5,0.01,-0.05,,,,,6.0,,,,,,1.0,1.0,,0.2765,,0.3,,1.0,1.0,1.0,1.0,2.0,0.7729,,,,,3.0,2.0,,,,1.0,,,,
14131932,away,CD Nacional,Ze Vitor,ze-vitor,Zé Vitor,D,38,189,125,M,1112474,EUR,981676800,D,38,38,False,25.0,16.0,7.0,3.0,0.0,14.0,17.0,2.0,8.0,4.0,4.0,,,,,,90.0,34.0,6.8,10.0,0.00199167,,1,,0.06,0.06,-0.14,,,,2.0,,,,,,,,1.0,,0.7856,,0.32,1.0,,,,1.0,,0.9822,1.0,,,,,,,,1.0,,,,,
14131932,away,CD Nacional,José Gomes,jose-gomes,J. Gomes,D,5,185,33,M,344181,EUR,837820800,D,5,5,False,13.0,8.0,3.0,,0.0,7.0,9.0,1.0,4.0,4.0,9.0,,,,,,90.0,39.0,5.8,12.0,0.00062458,,0,,-0.05,0.21,-0.56,,,,5.0,4.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,,1.0,,2.0,2.0,,1.0,2.0,1.0,,,,1.0,,,1.0,1.0
14131932,away,CD Nacional,Liziero,liziero,Liziero,M,28,175,757,M,822510,EUR,886809600,M,28,28,False,36.0,32.0,6.0,6.0,0.0,15.0,16.0,17.0,20.0,1.0,5.0,,,,,,90.0,58.0,7.5,11.0,0.230226,,1,,0.43,0.21,-0.02,,,,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,,0.0271,3.0,0.0,,,,,,1.0,,,5.0,3.0,,2.0,2.0,,,,,,,,
14131932,away,CD Nacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,228,M,1020610,EUR,1020902400,M,6,6,False,39.0,32.0,4.0,2.0,0.0,23.0,24.0,9.0,15.0,6.0,4.0,,,,,,90.0,58.0,6.6,12.0,0.0246448,,2,,0.03,0.01,0.2,,,,3.0,3.0,,1.0,,,,2.0,1.0,,0.0419,,-0.18,,3.0,,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,
14131932,away,CD Nacional,Chiheb Labidi,chiheb-labidi,C. Labidi,M,15,190,432,M,1011997,EUR,991353600,M,15,15,False,8.0,8.0,,,0.0,3.0,3.0,5.0,5.0,,,,,,,,67.0,22.0,6.6,4.0,0.0111076,,0,,0.19,-0.06,-0.23,,,,10.0,6.0,1.0,,,,,1.0,2.0,,,1.0,,3.0,,,,,2.0,,3.0,1.0,,3.0,4.0,2.0,,,,,,,,
14131932,away,CD Nacional,Pablo,messias-cardozo-pablo-ruan,Pablo,F,99,181,97,M,1579664,EUR,1044057600,F,99,99,False,7.0,4.0,1.0,,0.0,1.0,1.0,3.0,6.0,,1.0,,,,,,67.0,18.0,6.4,9.0,0.0713295,,0,,0.0,0.05,-0.02,,,,8.0,3.0,1.0,1.0,,,,,2.0,1.0,,1.0,,4.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,
14131932,away,CD Nacional,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,False,10.0,7.0,,,0.0,4.0,4.0,3.0,6.0,4.0,2.0,,,,,,85.0,20.0,6.3,6.0,0.016109,,1,,-0.04,0.01,0.21,,,,4.0,1.0,1.0,,,,,,2.0,,0.0236,,-0.22,2.0,1.0,,,1.0,,0.0549,1.0,,,,,,,,,,,,,
14131932,away,CD Nacional,Paulinho Bóia,paulinho-boia,Paulinho Bóia,M,11,171,270,M,912781,EUR,898819200,F,11,11,False,17.0,10.0,4.0,2.0,0.0,2.0,5.0,8.0,12.0,,1.0,,,,,,85.0,42.0,6.9,17.0,0.167664,,1,,0.25,0.26,-0.08,,,,8.0,8.0,,4.0,2.0,1.0,,,6.0,1.0,0.0522,1.0,-0.23,1.0,,,,1.0,1.0,0.0893,3.0,3.0,1.0,2.0,5.0,3.0,,,,,,,,
14131932,away,CD Nacional,Filipe Soares,filipe-soares,F. Soares,M,22,180,145,M,851030,EUR,927158400,M,22,22,True,8.0,5.0,,,0.0,2.0,4.0,3.0,4.0,,2.0,,,,,,23.0,13.0,7.0,4.0,0.0100326,,0,,-0.1,0.21,0.19,,,,,4.0,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,1.0,,,,,,,,
14131932,away,CD Nacional,Witi,witi,Witi,M,7,178,442,M,786269,EUR,841017600,F,7,7,True,5.0,2.0,,,0.0,,,2.0,5.0,,1.0,,,,,,23.0,11.0,6.6,5.0,0.00097661,,1,,-0.19,0.15,-0.04,,,,1.0,4.0,,1.0,1.0,,,,1.0,,0.2649,,-0.52,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,
14131932,away,CD Nacional,Martim Gustavo Watts,martim-gustavo-watts,M. Gustavo,F,30,184,22,M,1410338,EUR,1121299200,M,30,30,True,,,,,0.0,,,,,,,,,,,,13.0,2.0,6.4,2.0,,,0,,,,-0.03,,Martim Gustavo,,2.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
14131932,away,CD Nacional,Lucas João,lucas-joao,L. João,F,19,192,449,M,253837,EUR,747100800,F,19,19,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,13.0,3.0,6.5,1.0,0.00013687,,0,,-0.02,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,Kevyn,kevyn,Kevyn,G,50,192,50,M,1524116,EUR,1120176000,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Kevyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,Alan Núñez,alan-nunez,A. Núñez,D,16,176,155,M,1116982,EUR,1096588800,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alan Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,Francisco Gonçalves,francisco-goncalves,F. Gonçalves,D,33,188,30,M,1394244,EUR,1078444800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,André Sousa,andre-sousa,A. Sousa,M,18,181,24,M,167857,EUR,647481600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131932,away,CD Nacional,Joel Silva,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Joel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
