match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_wasFouled,captain,stat_blockedScoringAttempt,stat_totalCross,stat_dispossessed,stat_interceptionWon,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals
11406817,home,Empoli,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,29.0,19.0,18.0,8.0,12.0,13.0,7.0,16.0,2.0,7.0,7.0,8.0,90.0,47.0,8.5,10.0,0.00379195,1.0,0,0.8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406817,home,Empoli,Bartosz Bereszyński,,,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,False,32.0,25.0,4.0,1.0,17.0,20.0,8.0,12.0,2.0,11.0,,,90.0,44.0,6.5,9.0,0.00601825,2.0,1,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0168,,,,,,,,,,,,,,,,,,,,,
11406817,home,Empoli,Sebastian Walukiewicz,,,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,31.0,20.0,7.0,1.0,16.0,21.0,4.0,10.0,1.0,6.0,,,90.0,42.0,7.1,11.0,0.00190235,,0,,2.0,1.0,5.0,4.0,1.0,,,2.0,2.0,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11406817,home,Empoli,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,35.0,28.0,6.0,3.0,20.0,22.0,8.0,13.0,7.0,6.0,,,90.0,46.0,6.6,7.0,0.00671668,,1,,1.0,2.0,3.0,3.0,,,,,2.0,0.0559,,,,1.0,True,1.0,,,,,,,,,,,,,,,
11406817,home,Empoli,Emmanuel Gyasi,,,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,14.0,8.0,,,5.0,6.0,3.0,9.0,,4.0,,,66.0,25.0,6.7,9.0,0.00189839,,0,,3.0,,6.0,2.0,1.0,,,1.0,,,1.0,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,
11406817,home,Empoli,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,29.0,25.0,5.0,4.0,15.0,17.0,12.0,21.0,1.0,4.0,,,90.0,53.0,7.4,14.0,0.384682,2.0,1,,1.0,,1.0,7.0,,2.0,1.0,4.0,,0.0173,,,3.0,1.0,,,9.0,,,2.0,2.0,1.0,1.0,3.0,,,,,,,
11406817,home,Empoli,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,19.0,15.0,3.0,2.0,5.0,6.0,11.0,15.0,1.0,6.0,,,90.0,36.0,7.0,6.0,0.0175412,1.0,0,,1.0,,4.0,4.0,1.0,,,2.0,3.0,,,,1.0,2.0,,,2.0,,1.0,1.0,,,,1.0,,,,,,,
11406817,home,Empoli,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,7.0,6.0,,,5.0,5.0,1.0,4.0,1.0,1.0,,,45.0,15.0,6.8,3.0,0.00018411,,0,,,,1.0,4.0,,,,3.0,1.0,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,
11406817,home,Empoli,Szymon Żurkowski,,,szymon-zurkowski,S. Żurkowski,F,14,185,1858,M,860435,EUR,875145600,F,27,27,False,13.0,11.0,1.0,1.0,8.0,8.0,3.0,5.0,,1.0,,,66.0,21.0,6.6,6.0,0.00510952,,1,,6.0,,9.0,1.0,,,1.0,,2.0,0.0679,1.0,,,1.0,,,,1.0,,,,,,3.0,,,,,,,
11406817,home,Empoli,Nicolò Cambiaghi,,,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,False,14.0,13.0,,,4.0,4.0,10.0,14.0,1.0,2.0,,,75.0,31.0,7.0,8.0,0.248887,1.0,2,,,,1.0,2.0,,2.0,,1.0,,0.0901,,,1.0,,,2.0,4.0,,1.0,1.0,1.0,,,3.0,,,,,,,
