match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_fouls,stat_aerialLost,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_ownGoals,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_dispossessed,stat_lastManTackle,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_errorLeadToAGoal,stat_punches,stat_bigChanceMissed,stat_hitWoodwork
11396362,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,51.0,42.0,19.0,10.0,32.0,32.0,10.0,19.0,6.0,3.0,6.0,90.0,60.0,7.7,9.0,0.00438009,0,-1.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2762,M,,128587,EUR,684633600,D,24,24,False,45.0,37.0,6.0,4.0,25.0,28.0,12.0,20.0,6.0,,,82.0,69.0,6.6,14.0,0.0244598,2,,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.1856,0.0991,,,,,,,,,,,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,12.0,11.0,1.0,1.0,9.0,10.0,2.0,2.0,,,,15.0,13.0,3.0,1.0,0.0008776,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,82.0,71.0,10.0,3.0,45.0,46.0,26.0,36.0,9.0,,,90.0,108.0,7.5,12.0,0.0696481,3,,,2.0,3.0,9.0,2.0,2.0,,2.0,6.0,1.0,1.0,0.1212,,,1.0,2.0,1.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,47.0,37.0,4.0,2.0,24.0,27.0,13.0,22.0,5.0,,,82.0,67.0,6.4,13.0,0.0082919,0,,2.0,1.0,2.0,3.0,,,,,2.0,1.0,,0.1847,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,74.0,67.0,5.0,4.0,36.0,40.0,31.0,34.0,9.0,,,90.0,100.0,7.5,11.0,0.0412904,0,,,2.0,6.0,9.0,,4.0,,,3.0,5.0,4.0,,,1.0,2.0,2.0,,1.0,3.0,,,,,,,True,1.0,,,,,,,,,,
11396362,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,54.0,43.0,1.0,1.0,22.0,23.0,21.0,31.0,4.0,,,90.0,78.0,6.9,17.0,0.0833078,2,,,1.0,7.0,7.0,,2.0,1.0,1.0,2.0,3.0,1.0,0.0932,0.0475,2.0,3.0,1.0,,,,2.0,1.0,,4.0,,,,1.0,1.0,1.0,,,,,,,,
11396362,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,32.0,27.0,,,11.0,13.0,16.0,19.0,,,,71.0,43.0,6.9,7.0,0.0942818,1,,,2.0,3.0,6.0,1.0,,,1.0,3.0,3.0,3.0,0.0288,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
11396362,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,47.0,40.0,1.0,,17.0,21.0,27.0,36.0,3.0,,,90.0,64.0,8.0,16.0,0.84786,0,,10.0,,4.0,1.0,,3.0,,,1.0,,,,,,2.0,1.0,,,,,6.0,,1.0,,,,,,,2.0,4.0,2.0,,,,,
11396362,home,Borussia Dortmund,Jamie Gittens,jamie-bynoe-gittens,J. Gittens,M,11,178,23992,M,jbgittens,1140599,EUR,1091923200,M,43,43,False,2.0,2.0,,,,,2.0,2.0,1.0,,,19.0,5.0,6.7,,0.00093645,0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
