match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_ownGoals,stat_errorLeadToAShot
11409198,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,False,21.0,19.0,4.0,2.0,19.0,20.0,1.0,1.0,1.0,6.0,1.0,90.0,26.0,6.9,2.0,0.0,0.0,6.294e-05,0,-0.1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409198,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,False,37.0,28.0,4.0,,14.0,19.0,23.0,1.0,6.0,5.0,,65.0,60.0,7.1,15.0,0.0,0.0,0.0612172,0,,,,14.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11409198,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,False,69.0,65.0,8.0,5.0,31.0,32.0,37.0,,1.0,10.0,,89.0,77.0,7.3,5.0,0.0,0.0,0.0451282,0,,,,34.0,,1.0,1.0,1.0,1.0,1.0,,,,,antoniosilva.66,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11409198,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,55.0,48.0,7.0,4.0,25.0,26.0,29.0,6.0,8.0,2.0,,83.0,62.0,7.3,9.0,0.0,0.0,0.0236277,0,,,,23.0,,1.0,3.0,,1.0,1.0,1.0,2.0,,1.0,Notamendi30,1.0,,,True,1.0,,,,,,,,,,,,,,,,,
11409198,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,D,8,8,False,72.0,65.0,3.0,2.0,19.0,20.0,54.0,,10.0,8.0,,90.0,102.0,9.0,10.0,0.074,0.036,0.520975,1,,,,48.0,2.0,,4.0,2.0,5.0,1.0,,1.0,1.0,2.0,,2.0,,,,1.0,2.0,2.0,6.0,5.0,1.0,1.0,,,,,,,,,,,
11409198,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,False,94.0,83.0,10.0,8.0,29.0,31.0,64.0,3.0,5.0,3.0,,90.0,111.0,7.4,14.0,0.121,0.0,0.0445474,2,,,,54.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,,joao_neves,2.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
11409198,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,907461,EUR,978048000,M,10,10,False,80.0,75.0,8.0,8.0,23.0,23.0,60.0,2.0,4.0,6.0,,90.0,103.0,7.7,15.0,0.026,0.2339,0.100789,1,,,,53.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,,1.0,orkunkokcu,1.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,4.0,,,,,,,,,,
11409198,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,30027,EUR,571795200,M,11,11,False,57.0,47.0,5.0,3.0,9.0,9.0,54.0,,1.0,2.0,,90.0,73.0,8.1,21.0,0.9085,0.4286,0.147327,4,,,,38.0,6.0,1.0,7.0,,1.0,,,1.0,,1.0,ÁDiMaría,,,,,,,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11409198,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,46.0,38.0,2.0,2.0,5.0,5.0,42.0,1.0,8.0,5.0,,90.0,66.0,8.4,16.0,0.1489,0.0,0.898198,3,,,,33.0,1.0,,7.0,,1.0,1.0,5.0,2.0,,5.0,Rafa_Silva,,,1.0,,2.0,,,4.0,1.0,,,2.0,,3.0,1.0,,,,,,,
11409198,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,28.0,21.0,3.0,1.0,3.0,5.0,24.0,,6.0,3.0,,65.0,44.0,7.5,12.0,0.8401,0.8281,0.291275,3,,,,19.0,1.0,1.0,2.0,,,,1.0,,,,JoaoMario,1.0,,4.0,,,1.0,,6.0,5.0,3.0,,,,,,1.0,,,,,,
11409198,home,Benfica,Petar Musa,petar-musa,P. Musa,F,9,190,2986,M,827668,EUR,888969600,F,33,33,False,23.0,15.0,1.0,,4.0,4.0,19.0,1.0,4.0,2.0,,83.0,35.0,7.3,9.0,0.5872,0.1676,0.0871208,5,,,,11.0,,1.0,1.0,,3.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,,
11409198,home,Benfica,João Victor,joao-victor,J. Victor,D,38,187,1786,M,982998,EUR,900633600,D,38,38,True,17.0,16.0,1.0,1.0,3.0,3.0,14.0,,2.0,3.0,,25.0,26.0,7.1,3.0,0.0,0.0,0.01172,0,,,,13.0,,2.0,2.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11409198,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,True,15.0,13.0,,,,,19.0,,,,,25.0,31.0,6.2,14.0,0.0913,0.0,0.0679985,1,,,,13.0,4.0,,5.0,,,,,,1.0,1.0,davidneres,,,2.0,,,,,2.0,,,,3.0,,1.0,,,,,,,,
11409198,home,Benfica,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,5,5,True,5.0,5.0,,,1.0,1.0,4.0,,,1.0,,15.0,5.0,6.5,,0.0,0.0,0.0026701,0,,,,4.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11409198,home,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,True,2.0,1.0,,,,,2.0,,,1.0,,15.0,2.0,6.5,1.0,0.0,0.0,0.00040827,0,,,,1.0,,2.0,2.0,,,,,,,,arthurcabral9,,,,,,,,,,,,,,,,,,,,,,
11409198,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,True,3.0,2.0,,,,,3.0,1.0,1.0,,,8.0,3.0,6.6,1.0,0.0,0.0,0.00114582,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
