match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,captain,stat_outfielderBlock,stat_errorLeadToAGoal,stat_clearanceOffLine
12436977,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,26.0,23.0,8.0,6.0,0.0,22.0,23.0,1.0,3.0,4.0,12.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,90.0,48.0,8.0,5.0,0.00028908,0,0.5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436977,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,42.0,31.0,5.0,2.0,0.0,7.0,9.0,25.0,37.0,,5.0,,,,,,,,88.0,67.0,7.1,19.0,0.0291182,2,,4.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0607,,,,,,,,,,,,,,,,,,
12436977,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,54.0,47.0,5.0,3.0,0.0,22.0,26.0,25.0,28.0,4.0,12.0,,,,,,,,90.0,65.0,6.9,8.0,0.0302873,1,,,,2.0,2.0,,,,,,3.0,,,,0.0674,,,1.0,2.0,1.0,1.0,0.0635,1.0,,,,,,,,,,
12436977,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,42.0,38.0,,,0.0,25.0,28.0,13.0,14.0,4.0,8.0,,,,,,,,90.0,54.0,6.7,6.0,0.0100169,0,,,,5.0,6.0,,2.0,,,,1.0,2.0,1.0,,,,,1.0,4.0,,2.0,,,,,,,,,,,,
12436977,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,13,13,False,51.0,40.0,1.0,1.0,0.0,16.0,20.0,24.0,33.0,3.0,9.0,,,,,,,,90.0,93.0,7.6,20.0,0.0354044,1,,2.0,,5.0,10.0,1.0,3.0,1.0,,1.0,4.0,6.0,2.0,1.0,0.0462,,,1.0,2.0,,,,1.0,1.0,3.0,,,,,,,,
12436977,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,False,26.0,21.0,2.0,2.0,0.0,1.0,1.0,21.0,32.0,,6.0,,,,,,,,90.0,51.0,7.0,18.0,0.114707,4,,7.0,1.0,7.0,1.0,2.0,3.0,3.0,,3.0,1.0,,,,0.3847,,,,,1.0,,0.0505,3.0,1.0,2.0,,,,,,,,
12436977,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,31.0,25.0,3.0,2.0,0.0,8.0,10.0,17.0,21.0,,8.0,,,,,,,,63.0,41.0,7.0,8.0,0.0151904,1,,,,3.0,4.0,1.0,,2.0,,1.0,3.0,2.0,2.0,,0.0801,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,
12436977,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,51.0,45.0,4.0,2.0,0.0,6.0,7.0,39.0,50.0,2.0,4.0,,,,,,,,88.0,87.0,8.7,18.0,1.07506,3,,6.0,,9.0,14.0,3.0,1.0,11.0,,1.0,1.0,3.0,1.0,4.0,0.9197,,,,,2.0,1.0,0.5569,3.0,7.0,1.0,1.0,1.0,1.0,,,,,
12436977,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,20.0,14.0,1.0,,0.0,2.0,3.0,13.0,18.0,1.0,2.0,,,,,,,,70.0,34.0,7.2,11.0,0.0588624,6,,1.0,1.0,4.0,1.0,,2.0,,2.0,2.0,,,,,0.4888,,,,1.0,2.0,2.0,0.2514,1.0,,2.0,,1.0,1.0,1.0,,,,
12436977,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,19,19,False,19.0,10.0,,,0.0,5.0,7.0,6.0,13.0,1.0,1.0,,,,,,,,88.0,36.0,6.4,16.0,0.0738098,4,,1.0,1.0,5.0,4.0,,2.0,1.0,,1.0,,,,2.0,1.6145,,,1.0,2.0,3.0,1.0,1.0062,,,4.0,,3.0,1.0,,,,,
