match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_firstName,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_shotValueNormalized,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalCross,stat_bigChanceCreated,player_lastName,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_goals,captain,stat_hitWoodwork,stat_goodHighClaim,stat_lastManTackle,stat_ownGoals,stat_outfielderBlock,stat_clearanceOffLine
15359739,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175.0,74055,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,36.0,26.0,,,0.0,4.0,6.0,5.0,,1.0,1.0,,,,,,90.0,53.0,7.6,17.0,122.20784678948,21.0,42.155659003305,1.0,,1,-0.09,0.46,-0.06,,22.0,30.0,1.0,2.0,5.0,4.0,,2.0,,1.0,1.0,5.6827956619668,6.695236814333,,,1.0,0.51,1.0,,,3.0,1.0,,,,1.0,,,1.0,,,,,,,
15359739,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187.0,197644,M,VGyökeres,804508,EUR,896918400,F,14,14,True,2.0,,,,0.0,,1.0,1.0,,,1.0,,,,,,45.0,7.0,6.3,4.0,,,,,,1,-0.2,0.0,0.0,,,1.0,,,2.0,,2.0,,,,,,,,,,-0.12,,,,2.0,,,,,,1.0,,,,1.0,,,,,
15359739,home,Arsenal,Marli Salmon,marli-salmon,M. Salmon,D,89,186.0,1798,M,,1912995,EUR,1251504000,D,89,89,True,15.0,13.0,2.0,,0.0,8.0,9.0,,,,,,,,,,29.0,17.0,6.5,2.0,26.3058612815,5.0,15.495368083107,0.0,,0,-0.06,0.01,-0.01,,5.0,6.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172.0,31440,M,leandrotrossard,135666,EUR,786499200,F,19,19,True,17.0,17.0,1.0,1.0,0.0,3.0,3.0,1.0,,1.0,,,,,,,28.0,26.0,6.9,8.0,134.35517494668,14.0,92.848772721962,4.0,,0,0.29,0.24,-0.01,,14.0,14.0,,,3.0,3.0,,,2.0,,,17.780798989702,56.610645160531,,,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,,,
15359739,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180.0,26374,M,martin_zubimendi,966837,EUR,917913600,M,36,36,True,18.0,16.0,1.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,11.0,22.0,7.0,2.0,54.654330451133,9.0,25.437156375799,0.0,,1,0.22,0.16,0.13,,15.0,17.0,,1.0,,,,,2.0,1.0,1.0,,,,,,-0.21,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,
15359739,home,Arsenal,Tommy Setford,tommy-setford,T. Setford,G,35,185.0,2646,M,,1150958,EUR,1142208000,G,35,35,True,1.0,1.0,,,0.0,1.0,1.0,2.0,,1.0,1.0,,,,,,3.0,3.0,,,,,,,,0,,,,,,,,1.0,,,,,,,,,,Tommy Setford,,,,,,,,,,,,,,,,,,1.0,,,,
15359739,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190.0,49147,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184.0,31055,M,pierohincapie,1002837,EUR,1010534400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188.0,64677,M,DeclanRice,856714,EUR,916272000,M,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,home,Arsenal,Ceadach O'Neill,ceadach-oneill,C. O'Neill,M,76,,362,M,,1590853,EUR,1207785600,F,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Sam Tickle,tickle-sam,S. Tickle,G,1,188.0,179,M,,1064266,EUR,1017532800,G,1,1,False,30.0,9.0,26.0,5.0,0.0,7.0,9.0,2.0,1.0,11.0,,2.0,2.0,,1.0,1.0,90.0,45.0,6.4,21.0,45.930776227107,8.0,11.909671860104,0.0,0.105,0,0.06,0.01,0.28,0.12,2.0,21.0,,,,,,,,2.0,,,,Sam Tickle,,,,,,,,,,,,,,,,,,2.0,1.0,,,
15359739,away,Wigan Athletic,Jack Hunt,jack-hunt,J. Hunt,D,32,175.0,26,M,,73586,EUR,660441600,D,32,32,False,8.0,7.0,1.0,1.0,0.0,5.0,5.0,,2.0,,,,,,,,30.0,13.0,5.2,1.0,4.8228233432296,1.0,-1.5531563133119,0.0,,0,0.09,0.0,-1.0,,2.0,3.0,,,1.0,,1.0,,,,,,,Jack,,,,,,,,,,Hunt,,,,,,,,,,1.0,,
15359739,away,Wigan Athletic,Jason Kerr,jason-kerr,J. Kerr,D,15,180.0,36,M,,606222,EUR,855187200,D,15,15,False,19.0,17.0,1.0,,0.0,17.0,17.0,,5.0,1.0,,,,,,,77.0,26.0,5.8,2.0,47.804871165245,9.0,2.829152303053,0.0,,0,-0.01,0.01,-0.44,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,1.0,
15359739,away,Wigan Athletic,Will Aimson,will-aimson,W. Aimson,D,4,179.0,29,M,,247349,EUR,757382400,D,4,4,False,24.0,22.0,3.0,2.0,0.0,20.0,21.0,3.0,5.0,3.0,1.0,,,,,,90.0,38.0,6.0,2.0,54.187963251468,10.0,8.5602327931948,0.0,,0,0.05,0.03,-0.41,,2.0,3.0,1.0,,5.0,,3.0,1.0,,2.0,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,
15359739,away,Wigan Athletic,Raphael Rodrigues,raphael-rodrigues,R. Rodrigues,M,21,173.0,137,M,,995962,EUR,1063238400,M,21,21,False,12.0,7.0,,,0.0,3.0,4.0,4.0,,2.0,2.0,,,,,,78.0,22.0,7.7,8.0,145.58559834655,10.0,112.02158801272,3.0,,1,-0.07,0.22,0.51,,4.0,8.0,2.0,,4.0,4.0,,,,,,34.276495158123,95.015088908144,,,1.0,0.01,,,,,1.0,,,,2.0,,,,,,,,,2.0,1.0
15359739,away,Wigan Athletic,Owen Moxon,owen-moxon,O. Moxon,M,33,186.0,47,M,,804158,EUR,884995200,M,33,33,False,26.0,20.0,3.0,,0.0,13.0,13.0,5.0,1.0,4.0,,,,,,,77.0,42.0,6.4,12.0,101.50209732321,11.0,43.378418085444,1.0,,0,-0.1,0.09,-0.09,,7.0,13.0,1.0,,5.0,1.0,1.0,,1.0,4.0,2.0,25.350996516736,30.494302746579,Owen,,,,1.0,,,3.0,,,Moxon,2.0,1.0,,,,,,,,,2.0,
15359739,away,Wigan Athletic,Jensen Weir,jensen-weir,Weir,M,6,184.0,84,M,,1514742,EUR,1012435200,M,6,6,False,27.0,23.0,1.0,,0.0,17.0,19.0,6.0,6.0,2.0,,,,,,,90.0,47.0,6.8,5.0,62.945442917374,11.0,-14.361477740676,0.0,,0,-0.16,-0.14,-0.2,,6.0,8.0,,2.0,1.0,,,,,4.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Morgan Fox,morgan-fox,M. Fox,D,3,185.0,40,M,,288957,EUR,748569600,M,3,3,False,18.0,14.0,2.0,2.0,0.0,12.0,13.0,3.0,1.0,3.0,,,,,,,90.0,28.0,6.4,6.0,31.729435172758,4.0,6.4690030814548,0.0,,0,-0.02,0.04,-0.17,,2.0,5.0,3.0,1.0,4.0,,,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Fraser Murray,fraser-murray,F. Murray,M,7,183.0,67,M,,837843,EUR,926035200,F,7,7,False,11.0,5.0,1.0,,0.0,2.0,4.0,,4.0,2.0,,,,,,,90.0,27.0,6.2,14.0,27.03736162859,3.0,10.467915916936,0.0,,0,-0.08,0.0,-0.06,,3.0,7.0,1.0,,4.0,1.0,,,,,,,,,,,,2.0,,2.0,2.0,5.0,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Callum Wright,callum-wright,C. Wright,M,8,182.0,80,M,,970398,EUR,957225600,F,8,8,False,15.0,10.0,1.0,,0.0,8.0,11.0,4.0,2.0,6.0,1.0,,,,,,90.0,29.0,6.5,8.0,,,,,,0,-0.17,0.01,-0.03,,2.0,4.0,,,5.0,1.0,3.0,,1.0,2.0,,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,
15359739,away,Wigan Athletic,Joe Taylor,joe-taylor,J. Taylor,F,10,176.0,193,M,,1152874,EUR,1037577600,F,10,10,False,4.0,3.0,,,0.0,1.0,2.0,1.0,,3.0,1.0,,,,,,63.0,13.0,6.3,6.0,17.736482907925,2.0,14.485105874476,0.0,,1,0.0,0.01,-0.1,,2.0,2.0,1.0,,5.0,1.0,,,,,,,,Joseph Taylor,1.0,1.0,0.03,2.0,,,3.0,,,,1.0,,,,,,,,,,,
15359739,away,Wigan Athletic,Matthew Smith,matthew-smith,M. Smith,M,17,175.0,158,M,,991582,EUR,970704000,M,17,17,True,29.0,23.0,3.0,,0.0,19.0,20.0,2.0,,1.0,,,,,,,60.0,38.0,6.6,8.0,77.450892829923,8.0,37.515658991247,1.0,,0,0.08,0.07,0.32,,4.0,9.0,1.0,,5.0,1.0,2.0,,,2.0,1.0,25.581808399654,30.365637223678,,,,,,,2.0,,,,,1.0,,,,,,,,,,1.0,
15359739,away,Wigan Athletic,Dara Costelloe,costelloe-dara,D. Costelloe,F,11,175.0,133,M,,981805,EUR,1039564800,F,11,11,True,2.0,2.0,,,0.0,,,4.0,,1.0,4.0,,,,,,27.0,6.0,6.7,,87.223512958049,4.0,52.035930382052,2.0,,0,-0.02,0.01,0.0,,2.0,2.0,1.0,,3.0,,2.0,,,,,30.019240347477,73.576333371862,,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Steven Sessegnon,steven-sessegnon,S. Sessegnon,D,5,173.0,143,M,,877997,EUR,958608000,D,5,5,True,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,13.0,4.0,6.8,,,,,,,0,0.0,0.01,0.16,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
15359739,away,Wigan Athletic,Joseph Hungbo,hungbo-joseph,J. Hungbo,M,44,173.0,55,M,,1013992,EUR,947894400,F,44,44,True,2.0,1.0,,,0.0,,1.0,1.0,,,,,,,,,13.0,3.0,6.8,1.0,11.54429040695,1.0,10.380955006726,0.0,,0,-0.02,0.01,0.35,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Harrison Bettoni,harrison-bettoni,H. Bettoni,M,43,191.0,38,M,,1901560,EUR,1185235200,F,43,43,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,,,,,,12.0,5.0,6.5,3.0,6.955142054624,1.0,-6.5990000865385,0.0,,0,0.01,0.06,0.14,,,0.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,
15359739,away,Wigan Athletic,Toby Savin,toby-savin,T. Savin,G,30,194.0,30,M,,902548,EUR,988934400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Callum McManaman,callum-mcmanaman,C. McManaman,M,20,174.0,36,M,,53783,EUR,672537600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Maleace Asamoah,maleace-asamoah,M. Asamoah,F,37,183.0,42,M,,1445530,EUR,1037318400,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Maleace Asamoah,,,,,,,,,,,,,,,,,,,,,,
15359739,away,Wigan Athletic,Christian Saydee,christian-saydee,C. Saydee,F,9,181.0,137,M,,1008656,EUR,1020988800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
