match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_ownGoals,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,player_sofascoreId
14035983,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,33.0,30.0,5.0,2.0,0.0,29.0,32.0,1.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,3.0,3.0,90.0,48.0,6.7,3.0,0.0002047,59.028955929479,9.0,37.905,9.975,0.1037,0,-1.2566,-0.01,0.01,-0.01,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035983,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,48.0,31.0,2.0,1.0,0.0,14.0,18.0,17.0,30.0,2.0,2.0,3.0,,,,,,90.0,75.0,7.2,24.0,0.369183,228.95456615171,25.0,133.35,49.455,,0,,0.41,0.16,-0.28,,2.0,1.0,2.0,2.0,7.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,84.951307093752,3.0,1.0,,,,,,,,,,,,,,,,
14035983,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,83.0,73.0,8.0,4.0,0.0,56.0,57.0,17.0,26.0,4.0,1.0,5.0,,,,,,90.0,97.0,6.1,10.0,0.0141294,348.25691860047,42.0,218.715,27.93,,4,,0.15,0.15,-0.74,,,,3.0,4.0,5.0,,,,,2.0,,,,37.957614730117,1.0,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.715,-0.62,,,,,,,
14035983,home,KVC Westerlo,Amando Lapage,,,amando-lapage,A. Lapage,D,4,187.0,181,M,1396102,EUR,1099872000,D,4,4,False,104.0,86.0,15.0,6.0,0.0,65.0,71.0,21.0,33.0,6.0,3.0,8.0,,,,,,90.0,125.0,7.5,20.0,0.030426,474.06029764122,63.0,164.85,33.6,,2,,0.3,0.27,0.19,,,,6.0,5.0,8.0,1.0,,,,2.0,1.0,1.0,,53.565364400079,2.0,1.0,4.0,,,1.0,2.0,,,0.0455,-0.19,1.0,,,,,,
14035983,home,KVC Westerlo,Lucas Mbamba,Lucas,Mbamba,lucas-mbamba,L. Mbamba,D,23,,129,M,1474426,EUR,1155340800,D,23,23,False,37.0,33.0,,,0.0,23.0,26.0,10.0,11.0,,2.0,2.0,,,,,,45.0,45.0,6.0,5.0,0.00453849,139.71739189321,20.0,90.93,23.835,,0,,-0.17,0.03,-0.4,,,,1.0,2.0,2.0,1.0,,,,,,,1.0,24.066770639203,1.0,,1.0,,,,,,1.0,,,,,,,,,
14035983,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,63.0,50.0,4.0,2.0,0.0,25.0,33.0,25.0,30.0,2.0,4.0,11.0,,,,,,90.0,85.0,7.0,20.0,0.110565,222.39357713357,35.0,43.155,12.495,,0,,0.39,0.26,-0.15,,5.0,1.0,,8.0,5.0,1.0,1.0,,,3.0,2.0,1.0,2.0,,,2.0,3.0,2.0,,,,,1.0,,,,True,,,,,
14035983,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186.0,202,M,1149123,EUR,1107216000,M,46,46,False,54.0,46.0,1.0,1.0,0.0,22.0,24.0,24.0,30.0,2.0,,5.0,,,,,,90.0,70.0,6.7,13.0,0.0505665,135.56165233759,22.0,28.77,7.035,,1,,-0.03,0.09,-0.08,,2.0,,2.0,2.0,4.0,,2.0,1.0,,1.0,1.0,2.0,,,,2.0,,1.0,,1.0,,,,0.0545,-0.05,,,,,,,
14035983,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182.0,1519,M,905474,EUR,993772800,M,7,7,False,24.0,14.0,,,0.0,5.0,7.0,9.0,17.0,2.0,,2.0,,,,,,74.0,47.0,7.2,20.0,0.108045,168.11449095243,16.0,109.305,37.17,,0,,0.14,0.31,-0.09,,4.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,62.229424861806,3.0,2.0,,,,,,,,,,,,,,,,
14035983,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,22.0,20.0,,,0.0,5.0,5.0,15.0,17.0,,1.0,3.0,,,,,,74.0,39.0,6.3,9.0,0.0344162,168.74072975577,14.0,41.58,35.28,,2,,0.04,0.27,-0.13,,,,,9.0,4.0,3.0,3.0,1.0,,3.0,2.0,2.0,,90.66327628164,3.0,1.0,2.0,,,,,,2.0,0.0716,-0.03,1.0,,1.0,0.0551,,,
14035983,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,M,77,77,False,16.0,14.0,,,0.0,5.0,7.0,9.0,9.0,,,,,,,,,64.0,36.0,6.5,14.0,0.0698644,127.22117987126,15.0,27.825,12.39,,1,,0.12,0.09,0.18,,2.0,,1.0,5.0,4.0,2.0,1.0,,,1.0,1.0,6.0,2.0,19.742629637412,1.0,1.0,1.0,,,,1.0,,2.0,0.0338,-0.01,,,1.0,0.02,,,
