match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_wasFouled,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_clearanceOffLine,stat_totalOffside,stat_penaltyWon,stat_penaltyMiss
12436558,home,Wolverhampton,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,9,9,False,17.0,10.0,3.0,2.0,0.0,2.0,5.0,8.0,12.0,3.0,4.0,,,,,,,,,,,,,77.0,27.0,7.2,8.0,0.017146,4,,3.0,1.0,,,,,2.0,3.0,,0.7589,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,0.3032,1.0,,,,,
12436558,home,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,19,19,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,2.0,2.0,2.0,,,,,,,,,,,13.0,10.0,7.8,1.0,0.00190145,2,,,,,,,,,1.0,,0.2092,1.0,,,,,,,,,,,,1.0,1.0,0.4105,,,,,,
12436558,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,138573,EUR,705542400,M,21,21,True,10.0,8.0,2.0,2.0,0.0,2.0,4.0,6.0,7.0,2.0,,1.0,,1.0,,,,,,,,,,13.0,16.0,6.5,5.0,0.0110804,1,,,,,,,,,,,0.0954,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12436558,home,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,4,4,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,11.0,7.0,6.9,,0.00068281,0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12436558,home,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,845273,EUR,898905600,M,27,27,True,3.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,11.0,6.0,6.7,2.0,0.00015731,0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12436558,home,Wolverhampton,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11023,M,1069486,EUR,1079654400,F,26,26,True,4.0,4.0,,,0.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,1.0,4.0,,,2.715e-05,0,,,,,,Carlos Forbs,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12436558,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,29,29,True,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1,,,,,,,,1.0,1.0,,0.082,,,,,,,,,,,,,,,,,,,,,
12436558,home,Wolverhampton,Daniel Bentley,daniel-bentley,D. Bentley,G,25,188,242,M,101367,EUR,742521600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436558,home,Wolverhampton,Nasser Djiga,nasser-djiga,N. Djiga,D,24,187,3582,M,1127169,EUR,1037318400,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436558,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Hwangso,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Mads Hermansen,mads-hermansen,M. Hermansen,G,1,187,1770,M,856640,EUR,963273600,G,30,30,False,32.0,20.0,14.0,3.0,0.0,19.0,26.0,1.0,6.0,,,,,9.0,,,2.0,1.0,,,2.0,,,90.0,44.0,5.9,12.0,0.00028263,0,-1.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
12436558,away,Leicester City,Ricardo Pereira,ricardo-pereira,R. Pereira,D,21,175,985,M,221200,EUR,749865600,D,21,21,False,32.0,26.0,1.0,1.0,0.0,19.0,21.0,7.0,11.0,1.0,5.0,,,4.0,,,,,,,,,,45.0,41.0,6.7,6.0,0.00172739,0,,1.0,1.0,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,63.0,59.0,4.0,3.0,0.0,40.0,42.0,19.0,21.0,4.0,2.0,1.0,1.0,4.0,,1.0,,,,,,,,90.0,75.0,7.1,4.0,0.00671394,0,,1.0,8.0,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
12436558,away,Leicester City,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,98449,EUR,730598400,D,4,4,False,58.0,54.0,5.0,3.0,0.0,46.0,46.0,8.0,12.0,2.0,2.0,,,2.0,,2.0,,,,,,,,90.0,65.0,6.6,4.0,0.00400488,1,,1.0,2.0,1.0,,,,,,1.0,0.1081,,,,,,,,,,,,,1.0,,0.4754,,,,,,
12436558,away,Leicester City,Luke Thomas,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,False,52.0,44.0,4.0,1.0,0.0,32.0,33.0,13.0,20.0,6.0,4.0,,,5.0,,1.0,,,,,,,,90.0,77.0,6.5,13.0,0.0121892,0,,1.0,4.0,2.0,2.0,,,,,,,,,1.0,,,1.0,1.0,1.0,5.0,,4.0,,,,,,,,,,
12436558,away,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,6,6,False,48.0,41.0,2.0,2.0,0.0,17.0,19.0,25.0,31.0,15.0,9.0,3.0,1.0,7.0,,2.0,,,,,,,,90.0,70.0,6.6,16.0,0.0548877,0,,2.0,1.0,5.0,4.0,,,5.0,,1.0,,1.0,5.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
12436558,away,Leicester City,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,20.0,18.0,,,0.0,9.0,9.0,9.0,11.0,2.0,3.0,2.0,1.0,2.0,,1.0,,,,,,,,45.0,28.0,6.8,3.0,0.00257624,0,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,12.0,10.0,2.0,1.0,0.0,6.0,7.0,4.0,5.0,9.0,7.0,4.0,1.0,2.0,,2.0,,,,,,,,45.0,27.0,6.6,8.0,0.00678704,1,,1.0,,4.0,4.0,Facundo Buonanotte,,2.0,,,0.0564,,1.0,1.0,facubuonanotte_,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
12436558,away,Leicester City,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25212,M,1126569,EUR,1084147200,M,11,11,False,34.0,27.0,1.0,1.0,0.0,13.0,16.0,16.0,22.0,5.0,1.0,,,2.0,,,,,,,,,,83.0,46.0,6.8,13.0,0.414952,1,,,,1.0,1.0,Bilal,El Khannouss,1.0,1.0,,0.0441,2.0,2.0,,bilalekns_34,,4.0,2.0,2.0,2.0,,,,,,,,,,1.0,,
12436558,away,Leicester City,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,8.0,6.0,,,0.0,3.0,3.0,3.0,5.0,1.0,,1.0,,2.0,,,,,,,,,,45.0,11.0,6.4,3.0,0.0036986,1,,,1.0,,,,,,,,0.0406,,,,,,,,,,1.0,,,,,,,,,,,
12436558,away,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,False,14.0,8.0,,,0.0,7.0,9.0,1.0,6.0,4.0,3.0,,,,,1.0,,,,,,,,90.0,21.0,6.4,8.0,0.00089885,2,,2.0,2.0,,,,,1.0,1.0,,0.8201,,,1.0,Vardy7,True,1.0,,1.0,2.0,,,,1.0,,0.6535,1.0,,,2.0,1.0,1.0
12436558,away,Leicester City,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,18,18,True,19.0,16.0,1.0,1.0,0.0,8.0,8.0,10.0,16.0,4.0,5.0,4.0,3.0,3.0,,1.0,,,,,,,,45.0,34.0,7.0,8.0,0.110836,1,,,,,,,,1.0,,,0.0513,1.0,1.0,2.0,jordanayew9,,5.0,2.0,,,1.0,,,,,,,,,,,
12436558,away,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,True,30.0,26.0,3.0,2.0,0.0,15.0,15.0,11.0,15.0,2.0,1.0,1.0,,,,1.0,,,,,,,,45.0,38.0,6.4,7.0,0.0128609,0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,
12436558,away,Leicester City,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,22,22,True,33.0,32.0,1.0,1.0,0.0,19.0,19.0,13.0,14.0,5.0,4.0,1.0,1.0,2.0,,4.0,,,,,,,,45.0,39.0,6.5,1.0,0.00701506,1,,,,3.0,,,,,1.0,,0.0268,,,,,,,,,1.0,,1.0,,,,,,,,,,
12436558,away,Leicester City,Kasey McAteer,kasey-mcateer,K. McAteer,M,20,177,513,M,1065134,EUR,1006387200,M,35,35,True,13.0,11.0,,,0.0,4.0,4.0,7.0,9.0,5.0,3.0,3.0,1.0,2.0,,1.0,,,,,,,,45.0,23.0,6.3,8.0,0.0243289,0,,1.0,,1.0,1.0,Kasey McAteer,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
12436558,away,Leicester City,Jeremy Monga,jeremy-monga,J. Monga,F,28,173,1726,M,1861707,EUR,1247184000,M,93,93,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,12.0,7.0,6.6,4.0,0.00103642,0,,,,,,Jeremy Monga,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Jakub Stolarczyk,jakub-stolarczyk,J. Stolarczyk,G,1,194,1035,M,997830,EUR,977184000,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,967722,EUR,994982400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436558,away,Leicester City,Patson Daka,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,F,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,patsondaka,,,,,,,,,,,,,,,,,
