match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_dispossessed,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
12117155,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,17.0,13.0,4.0,1.0,0.0,12.0,13.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,90.0,23.0,7.2,4.0,0.00011273,0,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117155,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,35.0,29.0,2.0,2.0,0.0,9.0,11.0,22.0,33.0,1.0,2.0,,,,90.0,69.0,7.5,20.0,0.127594,1,,,,9.0,2.0,1.0,7.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.7884,0.8938,2.0,,,,,,,,,,,,,
12117155,home,Cruzeiro,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,5,5,False,42.0,31.0,9.0,5.0,0.0,23.0,29.0,8.0,13.0,5.0,3.0,,,,90.0,49.0,6.9,12.0,0.00328267,0,,,,,,,1.0,3.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,
12117155,home,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189,1606,M,,978638,EUR,960854400,D,43,43,False,59.0,56.0,8.0,7.0,0.0,32.0,34.0,24.0,25.0,5.0,4.0,,,,90.0,75.0,7.9,3.0,0.00959921,1,,,,,,1.0,1.0,5.0,,,,,,2.0,,1.0,,0.021,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,
12117155,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,41.0,34.0,1.0,1.0,0.0,14.0,14.0,22.0,31.0,3.0,3.0,,,,90.0,71.0,7.4,13.0,0.0730106,0,,Kaiki,,4.0,2.0,1.0,5.0,7.0,,2.0,1.0,,,3.0,,1.0,2.0,,,1.0,2.0,,,,2.0,1.0,,,,,,,
12117155,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,41.0,38.0,5.0,5.0,0.0,13.0,13.0,25.0,28.0,2.0,6.0,,,,74.0,48.0,7.0,4.0,0.0247654,0,,,,,,,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,True,,,,,,
12117155,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,41.0,36.0,3.0,2.0,0.0,14.0,14.0,22.0,27.0,,2.0,,,,74.0,52.0,7.0,9.0,0.057467,1,,,,,,,3.0,3.0,,1.0,,,,2.0,2.0,,1.0,0.0292,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,
12117155,home,Cruzeiro,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175,2964,M,,912786,EUR,882489600,M,97,97,False,32.0,26.0,2.0,1.0,0.0,11.0,11.0,15.0,21.0,,5.0,,,,90.0,45.0,6.9,9.0,0.0131901,1,,,,,,2.0,6.0,5.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,1.0,0.044,0.2013,,,,1.0,,1.0,1.0,,,,,,,
12117155,home,Cruzeiro,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26963,M,kaiojorge,954888,EUR,1011830400,F,9,9,False,11.0,9.0,1.0,1.0,0.0,2.0,3.0,7.0,8.0,3.0,1.0,,,,74.0,26.0,6.3,6.0,0.00579972,3,,,,,,3.0,7.0,2.0,,1.0,,1.0,,,1.0,,2.0,0.5132,0.2739,,2.0,,,,,2.0,,1.0,2.0,,,,
12117155,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,F,10,10,False,36.0,30.0,3.0,3.0,0.0,5.0,5.0,25.0,36.0,,3.0,,,,89.0,49.0,7.9,12.0,0.0712989,1,,,,5.0,,,2.0,5.0,1.0,2.0,2.0,1.0,,,,3.0,1.0,0.1435,0.4672,2.0,,,,,,,,,,1.0,,,
