match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_aerialLost,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_hitWoodwork,stat_goodHighClaim,stat_clearanceOffLine
11450125,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,32.0,24.0,21.0,13.0,18.0,19.0,6.0,13.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,90.0,38.0,7.7,8.0,0.0072801,0,0.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450125,home,Trabzonspor,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2758,M,128587,EUR,684633600,D,12,12,False,,62.0,58.0,3.0,3.0,24.0,24.0,35.0,42.0,2.0,5.0,3.0,8.0,,,,,,90.0,88.0,7.8,12.0,0.188462,0,,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11450125,home,Trabzonspor,Joaquín Fernández,joaquin-fernandez,J. Fernández,D,12,190,91,M,822923,EUR,833500800,D,3,3,False,,56.0,50.0,6.0,2.0,22.0,23.0,28.0,33.0,4.0,5.0,2.0,1.0,,,,,,70.0,62.0,7.2,6.0,0.0127172,1,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,0.1286,,,,,,,,,,,,,,,,
11450125,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,73.0,68.0,6.0,4.0,38.0,40.0,30.0,34.0,2.0,2.0,,6.0,,,,,,90.0,75.0,7.1,6.0,0.0220401,0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11450125,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,41.0,36.0,3.0,2.0,9.0,10.0,28.0,34.0,1.0,5.0,1.0,,,,,,,90.0,61.0,7.7,9.0,0.17872,3,,,3.0,1.0,2.0,,1.0,,,3.0,3.0,1.0,1.0,2.0,,,0.1058,,,,1.0,2.0,1.0,1.0,0.4802,,,,,,,,
11450125,home,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,5,5,False,,65.0,60.0,12.0,9.0,28.0,30.0,32.0,35.0,,4.0,3.0,3.0,,,,,,90.0,75.0,7.0,6.0,0.0580189,0,,,,,5.0,4.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11450125,home,Trabzonspor,Batista Mendy,batista-mendy,B. Mendy,M,19,191,1292,M,859021,EUR,947635200,M,6,6,False,,42.0,40.0,2.0,2.0,20.0,20.0,20.0,22.0,2.0,7.0,1.0,5.0,,,,,,90.0,56.0,6.9,5.0,0.0174176,1,,,,,8.0,1.0,3.0,3.0,,2.0,,,2.0,,,,0.0761,2.0,,,,1.0,1.0,,,3.0,,,,,,,
11450125,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,53.0,45.0,5.0,3.0,13.0,14.0,34.0,51.0,,3.0,,5.0,,,,,,89.0,77.0,8.1,19.0,0.292623,3,,,12.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,3.0,1.0,,0.1115,,,,1.0,1.0,1.0,,0.025,,1.0,,,,,,
11450125,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,8,8,False,,32.0,27.0,3.0,2.0,2.0,3.0,26.0,32.0,,5.0,1.0,6.0,,,,,,89.0,56.0,8.2,13.0,0.181816,5,,,3.0,1.0,4.0,1.0,4.0,3.0,,,,2.0,,3.0,2.0,1.0,0.8802,,,,3.0,,2.0,,1.3687,2.0,1.0,1.0,1.0,,,,
11450125,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,10,10,False,,39.0,32.0,,,7.0,7.0,26.0,35.0,,7.0,,2.0,,,,,,84.0,69.0,8.2,19.0,0.245376,6,,,3.0,1.0,6.0,,6.0,3.0,,1.0,1.0,2.0,1.0,4.0,1.0,,0.2423,,,,2.0,3.0,3.0,1.0,0.4612,3.0,,,1.0,mahmoudtrezeguet,1.0,,
