match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_challengeLost,player_sofascoreId
10407338,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,168,M,5920,EUR,589248000,G,1,1,False,46.0,32.0,29.0,16.0,29.0,31.0,3.0,15.0,2.0,2.0,1.0,15.0,3.0,1.0,90.0,59.0,7.1,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,64,M,129922,EUR,739497600,D,32,32,False,55.0,38.0,7.0,3.0,20.0,26.0,20.0,32.0,3.0,11.0,3.0,8.0,,,90.0,87.0,7.7,21.0,0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Rubin Seigers,,,rubin-seigers,R. Seigers,D,4,187,36,M,794983,EUR,884476800,D,23,23,False,54.0,50.0,6.0,6.0,41.0,44.0,9.0,10.0,3.0,3.0,7.0,6.0,,,90.0,67.0,7.5,5.0,0,,,3.0,4.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Pietro Perdichizzi,,,pietro-perdichizzi,P. Perdichizzi,D,2,182,25,M,105720,EUR,724464000,D,2,2,False,52.0,46.0,6.0,3.0,39.0,44.0,7.0,8.0,5.0,10.0,4.0,5.0,,,88.0,61.0,7.3,6.0,0,,,3.0,4.0,,1.0,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Maxim De Cuyper,,,maxim-de-cuyper,M. De Cuyper,D,29,183,4482,M,997152,EUR,977443200,D,11,11,False,57.0,41.0,13.0,6.0,29.0,34.0,14.0,25.0,2.0,6.0,3.0,7.0,,,90.0,82.0,7.4,19.0,1,2.0,2.0,2.0,3.0,,,,,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,
10407338,home,KVC Westerlo,Tuur Dierckx,,,tuur-dierckx,T. Dierckx,F,,171,133,M,190409,EUR,799977600,M,55,55,False,32.0,21.0,2.0,,8.0,9.0,15.0,29.0,,4.0,,7.0,,,81.0,53.0,7.3,19.0,3,6.0,2.0,1.0,4.0,2.0,2.0,1.0,,3.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10407338,home,KVC Westerlo,Lukas Van Eenoo,,,lukas-van-eenoo,L. V. Eenoo,M,8,175,45,M,45880,EUR,665798400,M,7,7,False,48.0,39.0,10.0,8.0,20.0,23.0,19.0,25.0,2.0,5.0,2.0,7.0,,,90.0,61.0,7.4,9.0,1,,,3.0,4.0,,,,,2.0,1.0,,1.0,1.0,4.0,2.0,,1.0,,True,,,,,,,,,
10407338,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,123,M,38471,EUR,572140800,M,33,33,False,30.0,28.0,2.0,2.0,17.0,19.0,11.0,11.0,1.0,2.0,5.0,3.0,,,90.0,43.0,7.2,2.0,1,,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,
10407338,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,24.0,23.0,,,8.0,8.0,15.0,20.0,,6.0,,3.0,,,90.0,54.0,7.2,10.0,4,4.0,,1.0,6.0,3.0,1.0,1.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,,
10407338,home,KVC Westerlo,Erdon Daci,,,erdon-daci,E. Daci,F,,183,75,M,889761,EUR,899510400,F,21,21,False,21.0,17.0,1.0,,4.0,5.0,13.0,16.0,3.0,4.0,,,,,88.0,35.0,7.5,8.0,4,,,3.0,7.0,3.0,,,1.0,1.0,,1.0,,1.0,4.0,,,2.0,2.0,,,1.0,1.0,,,,,,
10407338,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190,138,M,997827,EUR,987120000,F,14,14,False,17.0,14.0,4.0,4.0,7.0,7.0,7.0,10.0,,4.0,,3.0,,,64.0,29.0,7.1,7.0,3,,,2.0,3.0,,3.0,2.0,,,,3.0,2.0,,1.0,,,,3.0,,1.0,1.0,,,,,,,
10407338,home,KVC Westerlo,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,9,9,True,9.0,6.0,1.0,,,2.0,6.0,7.0,1.0,2.0,,1.0,,,26.0,14.0,6.3,6.0,0,,,2.0,5.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,
10407338,home,KVC Westerlo,Jan Bernát,,,jan-bernat,J. Bernát,M,,180,84,M,978184,EUR,979084800,M,10,10,True,5.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,,1.0,,3.0,,,9.0,12.0,7.0,4.0,0,1.0,1.0,1.0,4.0,1.0,,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,
10407338,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,True,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,,,2.0,3.0,,,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Igor Vetokele,,,igor-vetokele,I. Vetokele,F,,173,40,M,106236,EUR,701308800,F,25,25,True,,,,,,,,,,,,,,,7.0,2.0,7.4,1.0,1,,,2.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,
10407338,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,425,M,862075,EUR,993686400,D,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407338,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174,39,M,876447,EUR,839721600,M,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191,143,M,861071,EUR,841449600,G,21,21,False,33.0,20.0,24.0,11.0,10.0,13.0,10.0,20.0,1.0,1.0,,11.0,2.0,,90.0,50.0,7.7,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,
10407338,away,Cercle Brugge,Robbe Decostere,,,robbe-decostere,R. Decostere,D,,180,23,M,943248,EUR,894585600,D,8,8,False,12.0,4.0,6.0,2.0,1.0,3.0,3.0,9.0,,2.0,1.0,3.0,,,90.0,31.0,6.3,9.0,0,,,3.0,5.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,,
10407338,away,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,10.0,7.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,,,31.0,15.0,5.2,4.0,0,,,1.0,4.0,,1.0,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,40.0,27.0,12.0,5.0,17.0,19.0,10.0,21.0,2.0,4.0,3.0,3.0,,,90.0,52.0,6.1,17.0,0,,,1.0,5.0,3.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Senna Miangue,Senna,Miangue,senna-miangue,S. Miangue,D,18,195,114,M,827573,EUR,855100800,D,18,18,False,18.0,7.0,6.0,1.0,4.0,9.0,3.0,9.0,1.0,2.0,1.0,6.0,,,83.0,43.0,6.8,19.0,1,,,1.0,3.0,,,,,1.0,,,,1.0,,2.0,,1.0,,,,,,,,,1.0,1.0,
10407338,away,Cercle Brugge,Hannes Van Der Bruggen,,,hannes-van-der-bruggen,H. V. D. Bruggen,M,28,180,73,M,94290,EUR,733622400,M,28,28,False,16.0,8.0,5.0,1.0,4.0,8.0,4.0,8.0,1.0,1.0,,2.0,,,60.0,21.0,6.3,10.0,1,,,,4.0,1.0,1.0,,,,,,,1.0,,,,1.0,,True,,,,,,,,1.0,
10407338,away,Cercle Brugge,Leonardo Lopes,,,leonardo-lopes,L. Lopes,M,22,168,205,M,783478,EUR,912384000,M,22,22,False,36.0,22.0,8.0,3.0,15.0,17.0,7.0,19.0,1.0,4.0,,13.0,,,90.0,48.0,6.4,17.0,0,,,1.0,6.0,3.0,,,,2.0,,,1.0,3.0,,2.0,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Dino Hotić,,,dino-hotic,D. Hotić,M,23,168,328,M,362270,EUR,806716800,M,10,10,False,14.0,8.0,2.0,1.0,,2.0,8.0,20.0,1.0,5.0,,3.0,,,90.0,37.0,6.4,19.0,0,8.0,,1.0,6.0,2.0,,,,2.0,1.0,3.0,2.0,1.0,,1.0,,,,,,,,,,,,2.0,
10407338,away,Cercle Brugge,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7400,M,985823,EUR,904262400,M,36,36,False,22.0,8.0,2.0,,3.0,8.0,5.0,14.0,6.0,9.0,,,,,90.0,28.0,6.0,16.0,0,,,7.0,12.0,2.0,,,,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,1.0,bee18
10407338,away,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183,218,M,1002804,EUR,921542400,M,34,34,False,11.0,4.0,1.0,,2.0,2.0,2.0,9.0,2.0,3.0,3.0,1.0,,,59.0,20.0,6.5,9.0,0,,,2.0,4.0,,1.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,
10407338,away,Cercle Brugge,Kévin Denkey,,,kevin-denkey,K. Denkey,F,9,181,3470,M,862470,EUR,975542400,F,9,9,False,7.0,6.0,,,2.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,,,34.0,14.0,6.4,6.0,0,,,1.0,4.0,2.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Edgaras Utkus,,,edgaras-utkus,E. Utkus,D,3,190,314,M,921180,EUR,961632000,M,6,6,True,24.0,15.0,6.0,1.0,14.0,15.0,1.0,9.0,5.0,7.0,1.0,4.0,,,56.0,30.0,6.3,11.0,0,,,4.0,5.0,,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
10407338,away,Cercle Brugge,Olivier Deman,,,deman-olivier,O. Deman,D,2,181,444,M,960114,EUR,954979200,F,23,23,True,9.0,7.0,1.0,,3.0,3.0,4.0,6.0,,3.0,,1.0,,,31.0,16.0,6.6,3.0,1,,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,,,,
10407338,away,Cercle Brugge,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182,622,M,928033,EUR,905904000,M,14,14,True,14.0,8.0,3.0,1.0,3.0,5.0,5.0,9.0,1.0,3.0,,2.0,,,30.0,22.0,6.6,7.0,1,,,1.0,3.0,,,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,
10407338,away,Cercle Brugge,Louis Torres,,,torres-louis,L. Torres,M,,182,10,M,976277,EUR,988502400,F,29,29,True,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,,3.0,,,12.0,7.0,6.7,3.0,0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
