match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,captain,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_clearanceOffLine,stat_totalOffside
14025171,home,Manchester City,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,25,25,False,16.0,12.0,4.0,0.0,12.0,13.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,19.0,7.2,4.0,2.277e-05,23.294523820411,6.0,19.215,5.25,0.305,0,0.5867,-0.01,0.01,0.15,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025171,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,73.0,71.0,3.0,0.0,29.0,30.0,43.0,1.0,4.0,2.0,8.0,,,90.0,87.0,7.4,5.0,0.0513742,167.54579831659,25.0,74.235,15.855,,0,,0.06,0.1,0.25,,,,3.0,42.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14025171,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,85.0,78.0,4.0,0.0,31.0,34.0,51.0,4.0,4.0,7.0,2.0,,,90.0,100.0,8.8,8.0,0.0432365,275.38927203735,36.0,157.08,32.13,,2,,0.31,0.29,0.28,,,,2.0,47.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0715,0.1867,1.0,0.55,,,,,,,,,,,,,,
14025171,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,58.0,53.0,6.0,0.0,18.0,19.0,39.0,2.0,2.0,3.0,3.0,,,70.0,65.0,8.2,6.0,0.0246302,287.04391576575,27.0,154.14,26.25,,1,,0.25,0.25,0.36,,,,2.0,35.0,,1.0,2.0,,,,1.0,,,,,1.0,,1.0,,1.0,0.1745,0.7638,,0.51,1.0,,,,,,,,,,,,,
14025171,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,D,33,33,False,48.0,40.0,,0.0,16.0,19.0,29.0,2.0,10.0,3.0,4.0,,,90.0,78.0,7.5,10.0,0.0686559,188.63297288156,22.0,57.33,16.275,,1,,0.13,0.1,0.21,,Nico,O’Reilly,,24.0,1.0,1.0,2.0,,1.0,1.0,,1.0,4.0,4.0,3.0,,,,,1.0,0.1029,,,-0.4,,1.0,1.0,,,,,,,,,,,
14025171,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,59.0,55.0,2.0,0.0,18.0,19.0,40.0,,1.0,1.0,3.0,,,82.0,71.0,6.7,6.0,0.0424195,241.26413551757,29.0,104.475,24.885,,1,,-0.06,0.32,0.18,,,,1.0,37.0,,1.0,4.0,,,,,,1.0,1.0,,,,,,1.0,0.0258,,,-0.28,,,1.0,True,2.0,,,,,,,,,
14025171,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,False,67.0,61.0,3.0,0.0,22.0,23.0,44.0,,2.0,2.0,5.0,,,90.0,80.0,7.2,8.0,0.0523087,163.95655356044,24.0,39.48,12.81,,1,,0.5,0.28,0.21,,,,2.0,39.0,,2.0,7.0,,2.0,1.0,,,1.0,1.0,,,1.0,,,3.0,0.0897,,1.0,-0.21,,,,,1.0,,,,,,,,,
14025171,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,54.0,48.0,4.0,1.0,15.0,15.0,39.0,,2.0,,2.0,,,69.0,69.0,7.7,12.0,0.152937,109.4530066668,12.0,58.485,45.15,,5,,-0.12,0.08,0.0,,,,2.0,33.0,3.0,2.0,4.0,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,0.9246,0.7738,2.0,0.48,2.0,1.0,2.0,,1.0,1.0,,,,,,,,
14025171,home,Manchester City,Rayan Cherki,cherki-rayan,R. Cherki,M,10,176,76914,M,rayan_cherki,979128,EUR,1061078400,M,10,10,False,73.0,64.0,4.0,2.0,16.0,16.0,57.0,,7.0,,6.0,,,82.0,105.0,9.3,20.0,1.07176,447.41493271578,52.0,246.645,32.235,,2,,1.0,0.95,-0.03,,,,1.0,48.0,6.0,,6.0,1.0,9.0,5.0,,,,,2.0,1.0,,,,,0.1712,0.2938,6.0,-0.58,2.0,3.0,1.0,,1.0,,2.0,,,,,,,
14025171,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,M,11,11,False,46.0,42.0,2.0,0.0,5.0,5.0,41.0,,6.0,,4.0,,,90.0,73.0,8.1,16.0,0.235457,319.0667856064,27.0,194.355,26.145,,3,,0.5,0.8,0.16,,,,2.0,37.0,3.0,,5.0,,4.0,3.0,,,,,3.0,1.0,1.0,,,,0.1562,0.2089,5.0,-0.09,4.0,,1.0,,4.0,,1.0,1.0,,,,,,
14025171,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,5.0,5.0,,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,69.0,11.0,6.0,1.0,0.0134161,19.702706641474,1.0,19.635,19.635,,1,,-0.12,0.11,0.15,,,,,4.0,,1.0,2.0,,1.0,,,1.0,,,,1.0,,,,,0.4294,,,-0.8,,,,,,1.0,,,,,,,,
14025171,home,Manchester City,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,4,4,True,11.0,9.0,,0.0,4.0,4.0,7.0,,,,,,,21.0,15.0,6.3,5.0,0.00231899,38.222200308051,5.0,30.555,16.065,,1,,-0.26,0.09,-0.01,,,,,5.0,2.0,,1.0,,,,,,,,,,,,,1.0,0.2818,,,-0.41,1.0,,1.0,,,,,,,,,,,
