match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_lastManTackle,stat_totalOffside,stat_totalContest,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_shotOffTarget,captain,stat_dispossessed,stat_wonContest,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
15237891,home,Coritiba,Pedro Morisco,Pedro Morisco,pedro-morisco,Pedro Morisco,G,1,191.0,1643,M,1507616,EUR,1073692800,G,1,1,False,35.0,16.0,28.0,10.0,0.0,10.0,12.0,6.0,23.0,2.0,11.0,2.0,2.0,3.0,9.0,90.0,53.0,9.3,20.0,0.00071549,16.798108241782,3.0,7.267123605187,0.0,1.5089,0,2.8898,0.04,0.0,0.2,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237891,home,Coritiba,Tinga,,tinga,Tinga,D,2,179.0,424,M,330057,EUR,746841600,D,2,2,False,23.0,14.0,4.0,2.0,0.0,8.0,11.0,6.0,12.0,6.0,4.0,1.0,,,,90.0,44.0,6.5,16.0,0.0320032,77.319152672493,7.0,8.8144503807945,1.0,,1,,-0.02,0.05,-0.25,,1.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0112,0.1052,16.930638639503,24.478688200147,0.0,,,,,,,,,,,,,,,,,,
15237891,home,Coritiba,Tiago Cóser,,tiago,T. Cóser,D,23,189.0,195,M,1124329,EUR,1074211200,D,23,23,False,15.0,13.0,2.0,,0.0,11.0,12.0,2.0,3.0,1.0,5.0,,,,,90.0,29.0,6.7,3.0,0.00185874,30.585775154296,5.0,14.147443487315,0.0,,0,,0.07,0.03,-0.02,,,,1.0,1.0,1.0,,9.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
15237891,home,Coritiba,Maicon,,maicon,Maicon,D,3,191.0,836,M,44691,EUR,590198400,D,3,3,False,18.0,13.0,7.0,5.0,0.0,7.0,10.0,6.0,8.0,4.0,3.0,1.0,,,,90.0,31.0,7.0,5.0,0.0019231,13.295637512559,3.0,2.3766358311453,0.0,,0,,0.09,0.1,0.43,,,3.0,2.0,4.0,,,7.0,1.0,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,
15237891,home,Coritiba,Bruno Melo,,bruno-melo,Bruno Melo,D,26,183.0,189,M,870851,EUR,720057600,D,26,26,False,21.0,12.0,5.0,1.0,0.0,7.0,8.0,5.0,13.0,7.0,3.0,1.0,,,,82.0,35.0,7.3,11.0,0.00808927,80.098723391182,8.0,34.613620168651,1.0,,0,,0.09,0.02,0.73,,1.0,1.0,3.0,2.0,,,2.0,2.0,3.0,1.0,,,15.97416186187,18.907827373868,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
15237891,home,Coritiba,Willian Oliveira,,willian-oliveira,W. Oliveira,M,29,179.0,410,M,295167,EUR,737510400,M,29,29,False,12.0,9.0,,,0.0,4.0,7.0,5.0,5.0,6.0,2.0,2.0,,,,82.0,25.0,7.0,4.0,0.00571974,34.161960065973,4.0,19.69119089276,0.0,,0,,0.01,0.02,0.33,,,,,3.0,,,2.0,1.0,4.0,3.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,
15237891,home,Coritiba,Lucas Ronier,,lucas-ronier,L. Ronier,M,11,165.0,1047,M,1172056,EUR,1101427200,M,11,11,False,11.0,8.0,2.0,,0.0,1.0,1.0,7.0,10.0,5.0,,1.0,,,,76.0,32.0,6.7,12.0,0.0408971,106.69580703425,8.0,72.998514585345,4.0,,2,,0.07,0.28,-0.03,,3.0,3.0,1.0,6.0,2.0,,,,3.0,2.0,0.0725,,16.063547651826,78.162016404405,-0.17,,5.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,
15237891,home,Coritiba,Josué,,josue,Josué,M,10,172.0,1510,M,77726,EUR,653529600,M,10,10,False,10.0,7.0,3.0,2.0,0.0,2.0,2.0,5.0,8.0,1.0,1.0,,,,,30.0,18.0,5.2,7.0,0.0033903,45.530563961576,6.0,7.8278775841211,1.0,,1,,-0.02,0.1,-0.08,,1.0,,,1.0,,,,,1.0,1.0,0.1383,,11.499656532508,13.593012911051,-0.32,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,
15237891,home,Coritiba,Sebastian Gomez,,sebastian-gomez,S. Gomez,M,19,172.0,521,M,925142,EUR,833760000,M,19,19,False,14.0,12.0,2.0,1.0,0.0,8.0,10.0,4.0,4.0,5.0,2.0,4.0,,,,90.0,27.0,7.0,4.0,0.00581364,27.843880138201,5.0,1.8896543267956,0.0,,0,,0.09,-0.01,-0.07,,,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,1.0,,True,,,,,,
15237891,home,Coritiba,Joaquín Lavega,,joaquin-lavega,J. Lavega,F,7,172.0,1189,M,1122737,EUR,1107388800,M,7,7,False,8.0,5.0,1.0,,0.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,,,,64.0,11.0,6.6,3.0,0.00421304,28.186763279208,6.0,6.780421461518,0.0,,1,,0.03,0.16,0.14,,,1.0,,3.0,1.0,,,,,,0.012,,,,-0.13,,,1.0,,,,,,,,1.0,,,,,,,
