match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_penaltyConceded,player_sofascoreId,stat_shotOffTarget,stat_dispossessed,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_clearanceOffLine,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_errorLeadToAGoal,stat_penaltyWon
11452973,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184,194410,M,3306,EUR,566870400,F,9,9,False,28.0,26.0,,,8.0,8.0,18.0,21.0,2.0,6.0,,,,90.0,43.0,8.4,6.0,5,1.0,,4.0,3.0,1.0,,2.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,,KBenz9,,1.0,2.0,,4.0,1.0,,1.0,True,,,,,,,,,
11452973,home,Al-Ittihad,Jota,jota,Jota,F,7,175,5337,M,845786,EUR,922752000,F,11,11,True,10.0,6.0,1.0,,3.0,5.0,4.0,7.0,,1.0,,,,30.0,14.0,6.5,5.0,1,2.0,,,,,,,,1.0,,,,,,,,,,,,jotafilipe_7,,,,,,,,1.0,,1.0,,,,,,,,
11452973,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173,417,M,894437,EUR,921196800,D,13,13,True,13.0,8.0,2.0,1.0,3.0,3.0,5.0,10.0,,4.0,,,,23.0,26.0,5.9,11.0,1,,,4.0,2.0,3.0,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179,398,M,847235,EUR,712627200,D,15,15,True,15.0,14.0,1.0,,8.0,9.0,6.0,6.0,2.0,,,,,23.0,20.0,7.2,1.0,0,,1.0,1.0,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
11452973,home,Al-Ittihad,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176,147,M,791578,EUR,750556800,F,77,77,True,11.0,9.0,1.0,,5.0,5.0,4.0,9.0,1.0,1.0,,,,9.0,20.0,6.7,6.0,0,3.0,,1.0,2.0,,,,2.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175,153,M,1398854,EUR,979171200,D,12,12,True,5.0,4.0,,,3.0,3.0,1.0,3.0,,,,,,8.0,9.0,6.4,4.0,0,1.0,,1.0,,1.0,,,,,,,Zakaria Al Hawsawi,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Osama Al-Mermesh,al-mermesh-osama,O. A. Mermesh,G,88,182,215,M,1168604,EUR,1057449600,G,88,88,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Osama Al-Mermesh,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180,54,M,908619,EUR,843609600,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187,2967,M,926730,EUR,883612800,F,70,70,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179,1132,M,1474689,EUR,1076976000,M,17,17,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Bono,bono,Bono,G,37,195,54623,M,360938,EUR,670809600,G,37,37,False,26.0,21.0,14.0,10.0,12.0,14.0,9.0,12.0,2.0,10.0,6.0,,6.0,90.0,42.0,7.9,5.0,0,,,,,,,,,,,,,,,,,,,,,BonoY,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,
11452973,away,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,23,178,8457,M,966849,EUR,932256000,D,66,66,False,36.0,31.0,2.0,1.0,11.0,12.0,22.0,30.0,2.0,1.0,,,,90.0,59.0,6.7,12.0,1,6.0,1.0,3.0,1.0,,,,,2.0,,3.0,,,,,1.0,1.0,,1.0,,s.abdulhamed66,,1.0,,,,,,1.0,,2.0,,,,,,,,
11452973,away,Al-Hilal,Kalidou Koulibaly,kalidou-koulibaly,K. Koulibaly,D,3,187,26133,M,126071,EUR,677376000,D,3,3,False,32.0,26.0,6.0,4.0,20.0,22.0,6.0,10.0,4.0,5.0,,,,90.0,42.0,6.8,6.0,0,,1.0,3.0,4.0,,,3.0,,,,1.0,,,2.0,2.0,1.0,,,,,kkoulibaly26,,,2.0,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,1138857,EUR,627609600,D,5,5,False,54.0,48.0,4.0,2.0,37.0,40.0,11.0,14.0,4.0,4.0,,,,90.0,69.0,6.6,7.0,0,,1.0,2.0,6.0,,,3.0,2.0,,,2.0,,,1.0,,3.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171,762,M,160923,EUR,706752000,D,12,12,False,39.0,33.0,4.0,2.0,14.0,17.0,21.0,27.0,,2.0,,,,86.0,54.0,6.5,10.0,0,5.0,1.0,5.0,2.0,1.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,
11452973,away,Al-Hilal,Rúben Neves,ruben-neves,R. Neves,M,8,181,15472,M,280955,EUR,858211200,M,8,8,False,71.0,66.0,7.0,6.0,35.0,38.0,32.0,38.0,2.0,6.0,,,,90.0,88.0,6.9,12.0,0,5.0,,8.0,2.0,,,2.0,,2.0,2.0,3.0,,,2.0,1.0,1.0,,,2.0,,rubenneves,,1.0,,,,,,,,1.0,,,,,,,,
11452973,away,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,28,191,1575,M,828524,EUR,780192000,M,28,28,False,38.0,34.0,5.0,5.0,21.0,22.0,13.0,16.0,3.0,3.0,,,,45.0,47.0,6.7,6.0,0,,1.0,,3.0,,,2.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Malcom,malcom,Malcom,M,10,171,13905,M,551772,EUR,856915200,M,77,77,False,24.0,20.0,1.0,1.0,5.0,7.0,15.0,17.0,,2.0,,,,89.0,35.0,7.0,6.0,5,,2.0,5.0,4.0,2.0,1.0,,1.0,,,1.0,,,2.0,,,,,,,malcomoliveira_97,2.0,1.0,,,2.0,,,1.0,,,,,,,,2.0,,
11452973,away,Al-Hilal,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13384,M,331447,EUR,793843200,M,22,22,False,44.0,34.0,4.0,2.0,11.0,15.0,23.0,32.0,,3.0,,,,90.0,69.0,7.0,18.0,1,3.0,2.0,5.0,11.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,1.0,3.0,,sms,1.0,,1.0,,,,,,,,,,,,,,1.0,
11452973,away,Al-Hilal,Salem Al-Dawsari,salem-al-dawsari,S. Al-Dawsari,M,29,171,11126,M,160893,EUR,682560000,M,29,29,False,66.0,56.0,2.0,2.0,8.0,11.0,49.0,56.0,1.0,12.0,,,,90.0,81.0,7.8,15.0,2,1.0,,3.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,2.0,,29salem,1.0,2.0,2.0,,1.0,1.0,,,True,1.0,,,,,,,,
11452973,away,Al-Hilal,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189,24095,M,192144,EUR,779673600,F,9,9,False,23.0,17.0,,,8.0,8.0,9.0,15.0,,,,,,90.0,36.0,9.1,11.0,5,,2.0,5.0,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,3.0,,AleksMitrović,1.0,1.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,
11452973,away,Al-Hilal,Michael,michael,Michael,M,96,166,9025,M,878084,EUR,826588800,M,96,96,True,3.0,3.0,,,,,3.0,5.0,,2.0,,,,42.0,9.0,7.1,3.0,0,2.0,,3.0,2.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,1.0,,,Michael19,,,,,,,,,,,,,,,,,,1.0
11452973,away,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,872607,EUR,914025600,M,16,16,True,9.0,9.0,,,3.0,3.0,6.0,7.0,,1.0,,,,16.0,12.0,6.7,2.0,0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Salman Al-Faraj,salman-al-faraj,S. Al-Faraj,M,7,180,489,M,148858,EUR,617932800,M,7,7,True,24.0,22.0,1.0,,9.0,9.0,13.0,15.0,,3.0,,,,15.0,25.0,6.7,2.0,0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,2,173,281,M,804096,EUR,716515200,D,2,2,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,,,,,1.0,7.0,,2.0,0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,,187,197,M,118159,EUR,538358400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Hassan Al Tambakti,hassan-al-tambakti,H. A. Tambakti,D,87,182,1188,M,881837,EUR,918518400,D,87,87,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,70,185,103,M,791561,EUR,656726400,D,70,70,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,4,176,460,M,931837,EUR,915235200,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452973,away,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,9,185,1411,M,915991,EUR,937094400,F,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
