match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_errorLeadToAGoal,stat_ownGoals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
10388251,home,FC Bayern München,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12744,M,yannsommer,16206,EUR,598320000,G,27,27,False,35.0,32.0,9.0,6.0,30.0,32.0,2.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,90.0,47.0,6.4,3.0,0.0,0.0,0.00219868,0,0.3239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388251,home,FC Bayern München,Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,186,10858,M,benpavard21,787505,EUR,827971200,D,5,5,False,64.0,54.0,9.0,6.0,33.0,38.0,21.0,27.0,2.0,6.0,3.0,6.0,,,,,,90.0,80.0,6.9,11.0,0.0476,0.0,0.109119,2,,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388251,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,69.0,65.0,7.0,5.0,50.0,53.0,15.0,16.0,,4.0,2.0,6.0,,,,,,90.0,79.0,6.9,4.0,0.0,0.0,0.00493103,0,,,3.0,1.0,,,1.0,4.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
10388251,home,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,mdeligt,803031,EUR,934416000,D,4,4,False,61.0,55.0,6.0,4.0,44.0,46.0,11.0,15.0,3.0,3.0,,6.0,,,,,,90.0,64.0,7.0,6.0,0.0473,0.0,0.00869031,1,,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388251,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,58.0,50.0,5.0,3.0,33.0,36.0,17.0,23.0,1.0,6.0,,11.0,,,,,,79.0,79.0,6.6,14.0,0.0657,0.0,0.033744,1,,1.0,6.0,3.0,,1.0,1.0,4.0,1.0,,1.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
10388251,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,69.0,63.0,4.0,3.0,39.0,42.0,25.0,31.0,,6.0,2.0,7.0,,,,,,90.0,85.0,7.5,11.0,0.0,0.0,0.257284,0,,4.0,2.0,2.0,,,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
10388251,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,36.0,28.0,3.0,2.0,12.0,18.0,16.0,19.0,1.0,4.0,1.0,4.0,,,,,,86.0,49.0,7.4,9.0,0.1094,0.0501,0.275704,2,,1.0,3.0,1.0,,1.0,2.0,3.0,2.0,,1.0,3.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
10388251,home,FC Bayern München,Leroy Sané,leroy-sane,L. Sané,M,10,184,41295,M,LeroySane,293519,EUR,821318400,M,10,10,False,42.0,32.0,3.0,3.0,14.0,17.0,18.0,25.0,,5.0,,12.0,,,,,,90.0,63.0,6.6,20.0,0.037,0.2777,0.382489,1,,,12.0,2.0,,,1.0,3.0,2.0,,1.0,1.0,1.0,,1.0,,4.0,7.0,2.0,1.0,,,,1.0,,,,,,,,,,
10388251,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,31.0,24.0,2.0,1.0,9.0,11.0,16.0,22.0,,3.0,,4.0,,,,,,69.0,44.0,9.4,10.0,0.8853,1.2264,0.5285,3,,2.0,2.0,,1.0,,,2.0,,1.0,2.0,4.0,,,1.0,,,,,,,,1.0,2.0,True,2.0,,,,,,,,
10388251,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,26.0,22.0,3.0,3.0,6.0,9.0,18.0,20.0,,7.0,,6.0,,,,,,79.0,54.0,7.9,15.0,0.6468,0.843,0.259298,3,,3.0,5.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,8.0,5.0,6.0,,,2.0,2.0,,1.0,2.0,,,,,,,
