match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_lastManTackle,captain,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
11067472,home,Internacional,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,435,M,39438,EUR,545184000,F,9,9,False,11.0,9.0,,,2.0,2.0,7.0,9.0,6.0,3.0,1.0,,2.0,,,,63.0,22.0,6.4,4.0,0.0827,0.0,0.113298,1,,,,3.0,3.0,7.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
11067472,home,Internacional,Jean Dias,jean-dias,J. Dias,F,7,170,112,M,1047201,EUR,656553600,F,38,38,True,16.0,14.0,,,4.0,4.0,11.0,17.0,1.0,,,3.0,1.0,,,,63.0,29.0,6.7,9.0,0.0322,0.0,0.146367,1,,5.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
11067472,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,True,23.0,19.0,2.0,2.0,4.0,4.0,17.0,23.0,1.0,2.0,1.0,,,,,,45.0,31.0,6.7,6.0,0.0,0.0,0.279902,0,,4.0,2.0,1.0,1.0,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,
11067472,home,Internacional,Alemão,alemao,Alemão,F,9,182,1259,M,981604,EUR,891388800,F,35,35,True,6.0,6.0,,,1.0,1.0,5.0,5.0,2.0,,2.0,1.0,2.0,,,,27.0,13.0,6.3,2.0,0.1614,0.0,0.0125611,2,,,,3.0,,5.0,,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,,
11067472,home,Internacional,Charles Aránguiz,charles-aranguiz,C. Aránguiz,M,20,171,3505,M,18304,EUR,608774400,M,20,20,True,33.0,29.0,1.0,1.0,4.0,4.0,25.0,30.0,2.0,,2.0,,,,,,26.0,39.0,6.7,5.0,0.5591,0.0,0.0466371,2,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,2.0,,,2.0,,,,,,,,1.0
11067472,home,Internacional,Lucca,lucca,L. Holanda,F,99,180,616,M,1199435,EUR,1049241600,F,45,45,True,10.0,8.0,,,,,8.0,11.0,2.0,,,,,,,,9.0,16.0,7.1,4.0,0.0498,0.3029,0.0108442,2,,1.0,,1.0,2.0,1.0,,,,,,,,,,1.0,,,2.0,,,Lucca,,,,
11067472,home,Internacional,Keiller,keiller,Keiller,G,18,193,462,M,840082,EUR,846547200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,home,Internacional,Rodrigo Moledo,rodrigo-moledo,R. Moledo,D,4,188,216,M,72080,EUR,562291200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,home,Internacional,Igor Gomes,igor-gomes,I. Gomes,D,25,186,325,M,997023,EUR,983836800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,home,Internacional,Thauan Lara,thauan-lara,Thauan Lara,D,16,176,170,M,1116956,EUR,1074729600,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,Thauan Lara,,,,
11067472,home,Internacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,234,M,1020610,EUR,1020902400,M,41,41,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,home,Internacional,Campanharo,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,home,Internacional,Gabriel Barros,barros-gabriel,G. Barros,M,7,182,180,M,1020259,EUR,1003968000,F,42,42,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,43.0,37.0,16.0,10.0,31.0,31.0,6.0,12.0,,,7.0,,,,3.0,4.0,90.0,53.0,7.8,6.0,0.0,0.0,0.00141494,0,0.3746,,,,,,,,,,,,,,,,,,,,True,,,,,
11067472,away,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,30.0,18.0,6.0,3.0,9.0,13.0,10.0,21.0,3.0,,8.0,1.0,1.0,,,,90.0,58.0,6.6,20.0,0.0323,0.0,0.0254697,1,,4.0,1.0,1.0,,7.0,,1.0,1.0,,,5.0,1.0,,2.0,,4.0,1.0,,,,,,,,
11067472,away,Cruzeiro,Lucas Oliveira,lucas-oliveira,L. Oliveira,M,29,187,766,M,867907,EUR,823219200,D,6,6,False,48.0,43.0,12.0,7.0,33.0,34.0,10.0,14.0,2.0,1.0,2.0,,,,,,69.0,51.0,6.1,5.0,0.0,0.0,0.00721019,0,,,,1.0,1.0,4.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,,
11067472,away,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,64.0,55.0,13.0,6.0,43.0,44.0,12.0,20.0,3.0,5.0,5.0,1.0,,,,,90.0,71.0,7.1,10.0,0.0,0.0,0.00738701,0,,,,3.0,2.0,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
11067472,away,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,53.0,39.0,11.0,6.0,22.0,25.0,19.0,33.0,4.0,3.0,5.0,,1.0,,,,90.0,83.0,7.5,18.0,0.0,0.0,0.0279129,0,,5.0,2.0,1.0,2.0,4.0,,1.0,,,2.0,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,
11067472,away,Cruzeiro,Matheus Jussa,matheus-jussa,Matheus Jussa,M,22,183,183,M,794849,EUR,827452800,M,18,18,False,38.0,36.0,2.0,,26.0,26.0,10.0,12.0,2.0,3.0,3.0,1.0,1.0,,,,90.0,50.0,6.8,5.0,0.0485,0.0,0.00291904,1,,,,1.0,,3.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
11067472,away,Cruzeiro,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,11,11,False,25.0,19.0,2.0,2.0,3.0,3.0,16.0,23.0,10.0,,6.0,2.0,2.0,,,,83.0,47.0,6.2,14.0,0.3328,1.4544,0.12274,4,,1.0,,1.0,5.0,8.0,2.0,4.0,2.0,,,,1.0,,2.0,,1.0,2.0,2.0,,,,,,,2.0
11067472,away,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,50.0,40.0,11.0,8.0,22.0,25.0,18.0,29.0,2.0,1.0,8.0,1.0,,,,,90.0,61.0,7.1,15.0,0.0,0.0,0.0113442,0,,4.0,,3.0,2.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,823653,EUR,887241600,M,7,7,False,35.0,31.0,3.0,2.0,9.0,9.0,23.0,27.0,4.0,,8.0,3.0,,,,,90.0,51.0,7.3,7.0,0.1255,0.2599,0.13398,1,,1.0,1.0,3.0,,3.0,,2.0,2.0,,,,2.0,2.0,,1.0,,,1.0,,,,,,,
11067472,away,Cruzeiro,Stênio Zanetti,stenio,S. Zanetti,M,17,180,226,M,1046740,EUR,1049500800,M,22,22,False,24.0,20.0,2.0,,8.0,9.0,12.0,15.0,2.0,,4.0,2.0,,,,,71.0,34.0,6.3,8.0,0.4651,0.0,0.0298973,1,,,,1.0,1.0,5.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,1.0
11067472,away,Cruzeiro,Bruno Rodrigues,bruno-rodrigues,B. Rodrigues,F,11,177,3335,M,817650,EUR,857692800,F,9,9,False,21.0,13.0,3.0,1.0,5.0,7.0,8.0,14.0,12.0,2.0,1.0,3.0,6.0,,,,89.0,42.0,7.1,16.0,0.0222,0.0,0.0412556,1,,,,2.0,3.0,7.0,4.0,3.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,
11067472,away,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,True,5.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,,,,,,,19.0,13.0,6.9,1.0,0.0,0.0,0.00019617,0,,,,1.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
11067472,away,Cruzeiro,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,8,8,True,3.0,2.0,1.0,1.0,2.0,3.0,,,,,1.0,,,,,,17.0,4.0,6.5,1.0,0.0,0.0,5.942e-05,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Henrique Dourado,henrique-dourado,Henrique,F,9,184,370,M,329219,EUR,621820800,F,99,99,True,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,5.0,,2.0,0.0,0.0,1.032e-05,0,,,,,,3.0,2.0,,,,,,,,1.0,,,,,,,,,,,
11067472,away,Cruzeiro,Anderson,anderson,Anderson,G,12,190,353,M,942061,EUR,889056000,G,98,98,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Reynaldo,reynaldo,Reynaldo,D,,186,185,M,877470,EUR,852249600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,1112484,EUR,1047081600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,Kaiki,,,,
11067472,away,Cruzeiro,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,269,M,1009030,EUR,915753600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Robert,robert,Robert,M,16,174,1184,M,1500254,EUR,1113350400,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,Robert,,,,
11067472,away,Cruzeiro,Fernando Henrique,fernando-henrique,F. Henrique,M,30,182,169,M,1067634,EUR,991353600,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,Fernando Henrique,,,,
11067472,away,Cruzeiro,Ian Luccas,ian-luccas,Ian Luccas,M,5,187,203,M,1046496,EUR,1044921600,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067472,away,Cruzeiro,Juan Christian,juan-christian,J. Christian,M,70,177,138,M,1412631,EUR,984182400,F,70,70,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,Juan Christian,,,,
11067472,away,Cruzeiro,Gilberto,gilberto,Gilberto,F,9,178,814,M,158561,EUR,613008000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
