match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,captain,player_sofascoreId,stat_punches,stat_bigChanceMissed
12437814,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,False,18.0,15.0,8.0,6.0,0.0,15.0,16.0,2.0,1.0,1.0,7.0,1.0,1.0,5.0,5.0,1.0,1.0,90.0,29.0,7.7,3.0,0.00017662,0,0.8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437814,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6663,M,1064026,EUR,1063324800,D,23,23,False,58.0,52.0,3.0,2.0,0.0,23.0,24.0,36.0,1.0,6.0,3.0,1.0,,,,,,90.0,79.0,6.6,10.0,0.0959139,1,,29.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0085,,,,,,,,,,,,,,,,
12437814,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191,1585,M,893642,EUR,949968000,D,4,4,False,56.0,48.0,4.0,3.0,0.0,32.0,37.0,19.0,4.0,6.0,2.0,,,,,,,90.0,66.0,6.9,9.0,0.00503509,1,,16.0,,4.0,7.0,,,,,,5.0,,1.0,,1.0,4.0,,0.0233,1.0,1.0,0.3519,,,,,,,,,,,,,
12437814,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,6,6,False,59.0,48.0,8.0,4.0,0.0,29.0,33.0,26.0,3.0,5.0,5.0,,,,,,,90.0,70.0,7.6,11.0,0.0108626,2,,19.0,,2.0,3.0,,,,,,5.0,1.0,1.0,1.0,1.0,1.0,,0.2013,1.0,,0.7627,1.0,1.0,1.0,,,,,,,,,,
12437814,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,43.0,38.0,6.0,2.0,0.0,12.0,13.0,37.0,,1.0,3.0,,,,,,,90.0,62.0,7.0,15.0,0.123426,0,,28.0,7.0,1.0,1.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,2.0,2.0,2.0,,,,,
12437814,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176,521,M,826010,EUR,939168000,M,10,10,False,67.0,63.0,4.0,4.0,0.0,21.0,21.0,46.0,,5.0,7.0,,,,,,,80.0,79.0,7.0,7.0,0.0717861,0,,42.0,,,5.0,1.0,,4.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,2.0,,,,,
12437814,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180,175,M,1099344,EUR,1031184000,M,31,31,False,21.0,19.0,,,0.0,5.0,6.0,19.0,1.0,5.0,4.0,,,,,,,62.0,34.0,7.0,9.0,0.0940633,1,,15.0,4.0,2.0,5.0,1.0,,4.0,3.0,,,,1.0,1.0,,1.0,,0.0153,1.0,,0.0103,,,,,,1.0,2.0,1.0,,,,,
12437814,home,Espanyol,Álvaro Tejero,alvaro-tejero,Á. Tejero,D,15,173,307,M,826679,EUR,837820800,M,12,12,False,27.0,20.0,3.0,,0.0,7.0,9.0,24.0,1.0,2.0,3.0,,,,,,,62.0,42.0,6.8,14.0,0.359476,2,,15.0,6.0,1.0,2.0,,,,,1.0,1.0,,,,1.0,1.0,,0.0527,1.0,,0.0788,,,,,,2.0,3.0,,,,,,
12437814,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185,664,M,825740,EUR,895536000,M,20,20,False,36.0,33.0,2.0,2.0,1.0,13.0,13.0,24.0,,3.0,3.0,,,,,,,89.0,49.0,7.2,7.0,0.661175,0,,20.0,1.0,2.0,6.0,,,2.0,,,,2.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,3.0,1.0,,,,
12437814,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,M,17,17,False,15.0,14.0,,,0.0,4.0,4.0,12.0,1.0,5.0,3.0,,,,,,,79.0,42.0,7.0,12.0,0.0501446,6,,11.0,1.0,1.0,8.0,1.0,4.0,3.0,1.0,2.0,,,,,3.0,,,0.3334,1.0,,0.0125,3.0,,,,,1.0,5.0,2.0,,,,,
12437814,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,False,26.0,22.0,,,0.0,7.0,8.0,18.0,2.0,4.0,1.0,,,,,,,90.0,34.0,6.8,7.0,0.0246173,1,,15.0,,2.0,3.0,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,0.0411,,,,,,,,,,2.0,,,True,,,
12437814,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175,1017,M,877262,EUR,838857600,M,8,8,True,16.0,11.0,5.0,1.0,0.0,2.0,2.0,21.0,1.0,5.0,1.0,,,,,,,28.0,30.0,6.9,12.0,0.111823,1,,9.0,7.0,,4.0,3.0,,1.0,1.0,,1.0,,1.0,,2.0,1.0,,0.0222,,,,1.0,,,,,,,1.0,,,,,
12437814,home,Espanyol,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187,3243,M,1116987,EUR,1063929600,F,9,9,True,4.0,2.0,,,0.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,28.0,8.0,6.5,3.0,0.00022714,0,,1.0,,2.0,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,Alejo Veliz,,,1.0,,,,aleeveliz,,
