match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,captain,stat_goals,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded,stat_hitWoodwork,stat_clearanceOffLine
12528247,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,23.0,15.0,12.0,4.0,0.0,12.0,15.0,3.0,8.0,1.0,7.0,1.0,4.0,4.0,90.0,33.0,6.5,8.0,0.00086454,0,-0.2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,,836683,EUR,923097600,D,16,16,False,46.0,33.0,2.0,1.0,0.0,13.0,19.0,22.0,29.0,2.0,2.0,,,,90.0,63.0,6.7,14.0,0.188299,0,,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4168,M,soyuncu_caglar,758608,EUR,832809600,D,4,4,False,40.0,35.0,2.0,1.0,0.0,29.0,31.0,6.0,10.0,4.0,5.0,,,,90.0,51.0,6.7,7.0,0.0026653,1,,1.0,,6.0,8.0,2.0,1.0,,1.0,,,4.0,6.0,1.0,1.0,1.0,1.0,0.0321,0.0782,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,alex_djiku,289977,EUR,776390400,D,6,6,False,34.0,28.0,5.0,3.0,0.0,22.0,26.0,6.0,8.0,4.0,4.0,,,,67.0,46.0,6.4,7.0,0.00247174,0,,,,2.0,5.0,3.0,1.0,,1.0,,,,5.0,1.0,,1.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,,1048324,EUR,988243200,D,24,24,False,32.0,28.0,3.0,2.0,0.0,17.0,20.0,14.0,16.0,3.0,5.0,,,,90.0,51.0,7.0,8.0,0.162976,1,,4.0,3.0,2.0,9.0,,3.0,,4.0,,1.0,1.0,2.0,,1.0,2.0,,0.4322,0.66,Jayden Oosterwolde,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,fred08,243623,EUR,731289600,M,13,13,False,54.0,43.0,6.0,,0.0,22.0,23.0,21.0,32.0,1.0,7.0,,,,80.0,77.0,7.2,18.0,0.482224,3,,1.0,,,6.0,,,2.0,4.0,,3.0,3.0,7.0,,,,4.0,0.4695,,,,,3.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
12528247,home,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,,952600,EUR,917308800,M,5,5,False,20.0,12.0,1.0,1.0,0.0,7.0,15.0,5.0,5.0,2.0,4.0,,,,45.0,27.0,6.8,9.0,0.0030063,0,,,,2.0,5.0,,3.0,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,13.0,8.0,2.0,1.0,0.0,2.0,2.0,7.0,12.0,,1.0,,,,61.0,24.0,6.9,6.0,0.121027,3,,1.0,1.0,2.0,5.0,,,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,,0.1549,0.7939,,,,,,,,,1.0,,,,,,,,,,,
12528247,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,39.0,35.0,3.0,2.0,0.0,14.0,15.0,24.0,32.0,,5.0,,,,90.0,61.0,7.7,13.0,0.431528,3,,8.0,3.0,2.0,8.0,,3.0,1.0,3.0,,2.0,2.0,4.0,,1.0,2.0,1.0,0.2629,0.0244,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
12528247,home,Fenerbahçe,Allan Saint-Maximin,allan-saint-maximin,A. Saint-Maximin,F,9,173,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,23.0,19.0,,,0.0,4.0,4.0,17.0,26.0,,4.0,,,,80.0,49.0,7.3,14.0,0.243874,4,,7.0,2.0,,6.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,,1.0,1.0,,0.1585,0.1126,,,2.0,5.0,4.0,,,1.0,2.0,,,,,,,,,,,
12528247,home,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,EDzeko,14990,EUR,511401600,F,9,9,False,33.0,21.0,4.0,3.0,0.0,8.0,10.0,13.0,24.0,1.0,2.0,,,,90.0,55.0,8.1,18.0,0.306995,5,,1.0,,4.0,9.0,,2.0,3.0,3.0,1.0,3.0,5.0,8.0,1.0,2.0,1.0,1.0,0.942,1.0281,,,1.0,,,,,2.0,1.0,,True,1.0,,,,,,,,
12528247,home,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,sofyanamrabat,359272,EUR,840585600,M,34,34,True,40.0,36.0,6.0,3.0,0.0,23.0,24.0,13.0,16.0,1.0,1.0,,,,45.0,44.0,6.7,4.0,0.0748141,0,,,,,2.0,,2.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,irfankahveci,226986,EUR,805766400,M,17,17,True,9.0,6.0,,,0.0,1.0,1.0,7.0,11.0,,,,,,29.0,16.0,7.2,5.0,0.419645,0,,3.0,2.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,ennesyri15,846470,EUR,865123200,F,19,19,True,,,,,0.0,,,,,,,,,,23.0,7.0,5.5,2.0,,4,,,,1.0,1.0,,,2.0,,2.0,,3.0,4.0,,2.0,,2.0,0.4315,0.138,,,,,,,3.0,2.0,,,,,,,,,,,,
12528247,home,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,,856849,EUR,777254400,M,8,8,True,18.0,16.0,2.0,1.0,0.0,3.0,3.0,14.0,16.0,,1.0,,,,10.0,21.0,6.7,3.0,0.0910648,0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4739,M,cengizunder,758876,EUR,868838400,F,20,20,True,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,,,,,,10.0,10.0,6.6,3.0,0.00524195,1,,,,,1.0,,1.0,,,,,,1.0,,,,,0.1134,,,,,1.0,,,,,1.0,,,,,,,,,,,
12528247,home,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,,594618,EUR,891216000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528247,home,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,,863600,EUR,763516800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
