match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,captain,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside
10388503,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,55.0,40.0,22.0,7.0,37.0,40.0,3.0,15.0,12.0,5.0,8.0,3.0,3.0,90.0,68.0,8.4,15.0,0.0,0.0,0.00182146,0,1.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,45.0,33.0,8.0,6.0,22.0,27.0,11.0,19.0,4.0,,,,,90.0,65.0,6.2,16.0,0.0935,0.0,0.0106066,2,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,77.0,64.0,21.0,14.0,54.0,60.0,10.0,17.0,4.0,,,,,90.0,85.0,7.1,13.0,0.0,0.0,0.00324594,0,,,2.0,,,6.0,,,,6.0,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,94.0,80.0,9.0,2.0,58.0,62.0,22.0,32.0,11.0,,,,,90.0,104.0,6.9,14.0,0.0,0.0,0.00731757,0,,,2.0,,,4.0,3.0,,,7.0,10.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,63.0,46.0,10.0,5.0,35.0,42.0,11.0,21.0,10.0,,,,,90.0,91.0,6.3,23.0,0.0,0.0,0.0178847,0,,,7.0,3.0,,1.0,1.0,,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,33.0,28.0,2.0,2.0,11.0,11.0,19.0,28.0,3.0,,,,,90.0,51.0,7.2,14.0,0.6709,0.9181,0.282755,1,,6.0,7.0,1.0,,1.0,,,1.0,,1.0,3.0,1.0,1.0,,,2.0,1.0,,3.0,,,2.0,1.0,1.0,,,,,,,,
10388503,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,,795005,EUR,884476800,M,6,6,False,33.0,24.0,2.0,,16.0,17.0,8.0,16.0,4.0,,,,,65.0,40.0,6.2,11.0,0.0,0.0,0.00278404,0,,,5.0,1.0,,,,,1.0,1.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,61.0,51.0,5.0,3.0,38.0,40.0,13.0,21.0,8.0,,,,,90.0,75.0,7.0,12.0,0.0,0.0,0.0138065,0,,,3.0,1.0,,1.0,2.0,1.0,1.0,2.0,9.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10388503,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,Reus11,37092,EUR,612576000,M,11,11,False,25.0,16.0,,,5.0,8.0,11.0,18.0,3.0,,,,,87.0,39.0,8.4,11.0,0.3028,0.4639,0.0150326,3,,1.0,5.0,1.0,,,,,,2.0,7.0,1.0,4.0,3.0,1.0,,2.0,1.0,1.0,2.0,,,,1.0,1.0,True,1.0,1.0,2.0,,,,
10388503,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,M,27,27,False,7.0,4.0,,,,,4.0,7.0,1.0,,,,,35.0,16.0,7.9,7.0,0.8182,0.9598,0.515936,1,,,3.0,3.0,,,,,1.0,,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,
