match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine,stat_hitWoodwork,stat_goalAssist
10385541,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,13,13,False,True,23.0,14.0,17.0,9.0,10.0,11.0,4.0,12.0,11.0,1.0,90.0,29.0,6.4,9.0,0.0,0.0,0.00055158,0,-0.6998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,False,,25.0,18.0,5.0,3.0,7.0,7.0,11.0,18.0,3.0,,90.0,42.0,6.2,12.0,0.0,0.0,0.0113113,0,,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Jack Stephens,jack-stephens,J. Stephens,D,5,185,213,M,,134361,EUR,759628800,D,3,3,False,,48.0,41.0,11.0,6.0,27.0,28.0,14.0,20.0,4.0,,90.0,54.0,6.8,8.0,0.0,0.0,0.0122357,0,,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,,Jack,Stephens,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,25,25,False,,46.0,38.0,9.0,6.0,28.0,31.0,10.0,15.0,6.0,,90.0,55.0,6.7,9.0,0.3345,0.0,0.00649435,1,,3.0,2.0,5.0,4.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,5,5,False,,52.0,38.0,10.0,3.0,26.0,27.0,12.0,26.0,4.0,,90.0,66.0,6.6,17.0,0.0,0.0,0.0165059,0,,1.0,4.0,4.0,7.0,1.0,3.0,,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,,12.0,6.0,2.0,1.0,1.0,2.0,5.0,10.0,4.0,,45.0,20.0,6.8,8.0,0.0742,0.0,0.00840868,1,,1.0,1.0,2.0,4.0,2.0,,2.0,1.0,1.0,Dango Ouattara,,,1.0,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,
10385541,home,Bournemouth,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,268,M,,190853,EUR,789782400,M,14,14,False,,29.0,22.0,2.0,,8.0,9.0,14.0,23.0,2.0,,72.0,38.0,6.6,11.0,0.0,0.0,0.0101217,0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,
10385541,home,Bournemouth,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,,29.0,23.0,2.0,,8.0,12.0,15.0,18.0,7.0,,90.0,40.0,6.8,8.0,0.386,0.0,0.362714,3,,1.0,2.0,5.0,4.0,,2.0,,,1.0,,,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,
10385541,home,Bournemouth,Jaidon Anthony,jaidon-anthony,J. Anthony,M,11,177,1095,M,,1020680,EUR,944006400,M,32,32,False,,14.0,13.0,2.0,2.0,5.0,6.0,9.0,9.0,4.0,,45.0,24.0,6.7,4.0,0.0,0.0,0.0360706,0,,,,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,,,,2.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,
10385541,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,F,29,29,False,,29.0,22.0,,,8.0,8.0,15.0,23.0,3.0,,90.0,46.0,7.3,10.0,0.5715,0.2012,0.184386,1,,,,1.0,9.0,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,6.0,5.0,2.0,,1.0,,,1.0,,2.0,1.0,,,,,,,,,
