match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAGoal,captain,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_penaltyConceded
12117241,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,15.0,12.0,6.0,3.0,0.0,11.0,11.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,90.0,21.0,6.6,3.0,0.00106219,0,-0.4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,34.0,24.0,4.0,1.0,1.0,10.0,12.0,15.0,23.0,5.0,3.0,3.0,4.0,,,90.0,57.0,7.3,15.0,0.0521301,1,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0301,2.0,,,,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Benjamin Kuscevic,benjamin-kuscevic,B. Kuscevic,D,13,185,1470,M,590324,EUR,830995200,D,13,13,False,33.0,28.0,6.0,2.0,0.0,23.0,24.0,5.0,9.0,3.0,1.0,,2.0,,,90.0,44.0,6.9,6.0,0.00375508,0,,,,2.0,2.0,,,,5.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Tomás Cardona,tomas-cardona,T. Cardona,D,6,188,225,M,849020,EUR,813283200,D,25,25,False,50.0,42.0,12.0,6.0,0.0,32.0,34.0,10.0,16.0,8.0,,,4.0,,,90.0,67.0,7.3,9.0,0.0074797,0,,,,,3.0,2.0,,,4.0,1.0,8.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Eros Mancuso,eros-mancuso,E. Mancuso,D,40,171,489,M,1116624,EUR,924307200,D,33,33,False,34.0,30.0,6.0,2.0,0.0,18.0,19.0,12.0,15.0,2.0,3.0,1.0,7.0,,,87.0,56.0,6.4,10.0,0.0153264,1,,,,,7.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0178,1.0,1.0,,Eros Mancuso,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Matheus Rossetto,matheus-rossetto,M. Rossetto,M,20,180,350,M,842682,EUR,833760000,M,16,16,False,54.0,50.0,2.0,1.0,0.0,28.0,28.0,22.0,26.0,6.0,3.0,3.0,6.0,,,87.0,68.0,6.9,7.0,0.0107267,0,,,,,4.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,42.0,32.0,7.0,2.0,1.0,22.0,26.0,10.0,17.0,4.0,,,4.0,,,83.0,54.0,6.4,16.0,0.0133468,0,,1.0,,2.0,4.0,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,11,11,False,20.0,16.0,,,0.0,1.0,1.0,15.0,21.0,6.0,9.0,3.0,4.0,,,82.0,43.0,8.5,14.0,0.0339612,4,,2.0,,,7.0,,,,,1.0,2.0,2.0,2.0,1.0,0.2489,,1.0,,,,1.0,1.0,3.0,2.0,1.0,0.8896,,,,,,,,,,,,,
12117241,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,28.0,21.0,3.0,2.0,0.0,6.0,7.0,15.0,22.0,7.0,5.0,3.0,4.0,,,76.0,40.0,6.9,11.0,0.0170493,0,,1.0,,1.0,6.0,1.0,,,,,2.0,2.0,1.0,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
12117241,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,False,39.0,36.0,5.0,5.0,1.0,16.0,17.0,20.0,22.0,9.0,2.0,2.0,6.0,,,90.0,52.0,7.6,4.0,0.267604,1,,,,,2.0,2.0,,1.0,,,3.0,3.0,1.0,1.0,0.0867,2.0,,,,,4.0,,,,1.0,,1.0,1.0,,,,,,,,,,,
