match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,player_gender,player_sofascoreId,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_keyPass,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim
10411407,home,Inter,Samir Handanović,,,samir-handanovic,S. Handanović,G,193,1174,2949,EUR,458611200,G,1,1,False,True,38.0,30.0,14.0,6.0,25.0,25.0,5.0,13.0,1.0,6.0,5.0,7.0,90.0,52.0,9.0,9.0,0.0,0.0,0.00505458,0,1.5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Milan Škriniar,,,milan-skriniar,M. Škriniar,D,187,9818,187205,EUR,792460800,D,37,37,False,,81.0,75.0,3.0,2.0,65.0,66.0,10.0,15.0,,6.0,,,90.0,89.0,7.1,7.0,0.0773,0.1415,0.0105134,1,,37,M,milanskriniar,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Stefan de Vrij,,,stefan-de-vrij,S. de Vrij,D,188,5674,91046,EUR,697248000,D,6,6,False,,63.0,53.0,3.0,2.0,41.0,46.0,12.0,17.0,4.0,1.0,,,90.0,74.0,7.2,11.0,0.0,0.0,0.0844923,0,,6,M,Stefandevrij,5.0,8.0,3.0,,,,,,,3.0,1.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,,,
10411407,home,Inter,Federico Dimarco,,,federico-dimarco,F. Dimarco,M,174,15308,284361,EUR,879120000,D,32,32,False,,32.0,26.0,4.0,1.0,20.0,22.0,7.0,16.0,1.0,1.0,,,76.0,47.0,6.9,14.0,0.171,0.0,0.0732636,2,,32,M,dimarco32,2.0,1.0,,,,,1.0,1.0,,,1.0,,,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
10411407,home,Inter,Denzel Dumfries,,,denzel-dumfries,D. Dumfries,M,189,15021,759520,EUR,829785600,M,2,2,False,,14.0,8.0,3.0,1.0,6.0,9.0,2.0,5.0,3.0,3.0,,,68.0,30.0,6.6,9.0,0.0354,0.0,0.0672368,1,,2,M,ddumfries2,3.0,4.0,2.0,,,,1.0,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
10411407,home,Inter,Nicolò Barella,,,nicolo-barella,N. Barella,M,175,21290,363856,EUR,855273600,M,23,23,False,,49.0,41.0,4.0,1.0,17.0,18.0,24.0,34.0,,8.0,,,90.0,66.0,7.0,17.0,0.0,0.0,0.289914,0,,23,M,nicolo_barella,6.0,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,2.0,3.0,,4.0,,,,4.0,1.0,1.0,1.0,,,,
10411407,home,Inter,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,181,13097,108800,EUR,721872000,M,77,77,False,,57.0,50.0,2.0,2.0,31.0,33.0,19.0,25.0,4.0,6.0,,,90.0,74.0,7.7,9.0,0.6678,0.992,0.012346,2,,11,M,marcelo_brozovic,2.0,4.0,,,1.0,,2.0,,,,1.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,,,,2.0,,1.0,,,
10411407,home,Inter,Hakan Çalhanoğlu,,,hakan-calhanoglu,H. Çalhanoğlu,M,178,32988,135700,EUR,760665600,M,20,20,False,,37.0,35.0,2.0,1.0,16.0,16.0,20.0,25.0,,9.0,,,77.0,58.0,7.5,9.0,0.0411,0.0,0.138999,1,,20,M,HÇalhanoğlu,3.0,7.0,2.0,,,,3.0,2.0,,3.0,,,1.0,1.0,3.0,4.0,1.0,1.0,,1.0,,1.0,,,,,,,
10411407,home,Inter,Matteo Darmian,,,matteo-darmian,M. Darmian,M,182,3779,19352,EUR,628560000,M,36,36,False,,26.0,21.0,2.0,1.0,4.0,7.0,18.0,22.0,,1.0,,,85.0,38.0,7.3,9.0,0.0,0.0,0.130059,0,,36,M,,2.0,4.0,,,,,2.0,,,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,,,,,2.0,,,1.0,,,,
10411407,home,Inter,Lautaro Martínez,,,lautaro-martinez,L. Martínez,F,175,122092,823984,EUR,872208000,F,10,10,False,,28.0,21.0,1.0,1.0,7.0,7.0,14.0,22.0,,4.0,,,90.0,55.0,7.5,14.0,0.2725,0.0,0.0573861,5,,10,M,LautaroM,7.0,9.0,,2.0,,,2.0,1.0,,3.0,1.0,3.0,1.0,,3.0,1.0,,4.0,3.0,2.0,,2.0,,3.0,,,,,
10411407,home,Inter,Edin Džeko,,,edin-dzeko,E. Džeko,F,193,23224,14990,EUR,511401600,F,9,9,False,,15.0,12.0,3.0,1.0,2.0,2.0,10.0,13.0,1.0,1.0,,,68.0,27.0,6.4,6.0,0.2293,0.034,0.0360296,3,,10,M,EDzeko,1.0,2.0,1.0,,1.0,,,,,2.0,,,,,3.0,,,,1.0,1.0,,,,,,,1.0,1.0,
10411407,home,Inter,Alessandro Bastoni,,,alessandro-bastoni,A. Bastoni,D,190,15274,826188,EUR,923961600,D,95,95,True,,18.0,13.0,4.0,2.0,8.0,10.0,6.0,10.0,,1.0,,,22.0,20.0,6.8,6.0,0.0,0.0,0.0756231,0,,95,M,alessandrobastoni,,2.0,,,,,,,,,,,2.0,,,2.0,1.0,,,,,1.0,,,,,,,
10411407,home,Inter,Joaquín Correa,,,joaquin-correa,J. Correa,F,188,5676,249929,EUR,776736000,F,11,11,True,,7.0,7.0,1.0,1.0,1.0,1.0,6.0,6.0,,1.0,,,22.0,12.0,6.6,3.0,0.0,0.0,0.00644718,0,,30,M,tucocorrea,2.0,2.0,,2.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,
10411407,home,Inter,Raoul Bellanova,,,raoul-bellanova,R. Bellanova,M,188,2480,826185,EUR,958521600,D,12,12,True,,11.0,9.0,1.0,,2.0,2.0,7.0,13.0,,1.0,,,14.0,20.0,6.6,7.0,0.0,0.0,0.00725152,0,,16,M,,1.0,1.0,,,,,1.0,,,,,,,,,4.0,,1.0,,,,,,,,,,,
10411407,home,Inter,Henrikh Mkhitaryan,,,henrikh-mkhitaryan,H. Mkhitaryan,M,178,8680,37151,EUR,601344000,M,22,22,True,,13.0,12.0,1.0,1.0,2.0,3.0,10.0,11.0,,4.0,,,13.0,16.0,6.5,3.0,0.0399,0.0,0.0203023,1,,22,M,micki_taryan,2.0,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,
10411407,home,Inter,Robin Gosens,,,robin-gosens,R. Gosens,D,183,3165,377118,EUR,773366400,D,8,8,True,,4.0,4.0,,,3.0,3.0,1.0,1.0,,1.0,,,12.0,6.0,6.6,,0.0,0.0,0.00225408,0,,21,M,,2.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,
10411407,home,Inter,Alex Cordaz,,,alex-cordaz,A. Cordaz,G,188,119,43872,EUR,410227200,G,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,André Onana,,,andre-onana,A. Onana,G,190,53850,787498,EUR,828403200,G,24,24,True,,,,,,,,,,,,,,,,,,,0.0,,0,,24,M,AndréOnana24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Danilo D'Ambrosio,,,danilo-dambrosio,D. D'Ambrosio,D,180,548,107936,EUR,589766400,D,33,33,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Francesco Acerbi,,,francesco-acerbi,F. Acerbi,D,192,5573,126816,EUR,571449600,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Roberto Gagliardini,,,roberto-gagliardini,R. Gagliardini,M,188,567,287057,EUR,765676800,M,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,63,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Kristjan Asllani,,,kristjan-asllani,K. Asllani,M,179,5914,996820,EUR,1015632000,M,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,23,M,KristjanAsllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,home,Inter,Valentín Carboni,,,valentin-carboni,V. Carboni,M,185,7112,1153083,EUR,1109980800,M,45,45,True,,,,,,,,,,,,,,,,,,,0.0,,0,,21,M,valencarboni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411407,away,Torino,Vanja Milinković-Savić,,,vanja-milinkovic-savic,V. Milinković-Savić,G,202,6222,356160,EUR,856396800,G,32,32,False,,40.0,17.0,32.0,9.0,10.0,11.0,7.0,29.0,,10.0,1.0,2.0,90.0,46.0,6.5,23.0,0.0,0.0,0.00412486,0,0.1675,32,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10411407,away,Torino,Koffi Djidji,,,koffi-djidji,K. Djidji,D,184,149,158235,EUR,723081600,D,26,26,False,,31.0,24.0,2.0,1.0,14.0,15.0,10.0,16.0,2.0,1.0,,,90.0,42.0,7.0,7.0,0.0,0.0,0.00465352,0,,,M,,5.0,7.0,2.0,,,1.0,4.0,3.0,,,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,
10411407,away,Torino,Alessandro Buongiorno,,,alessandro-buongiorno,A. Buongiorno,D,191,3972,870263,EUR,928627200,D,4,4,False,,31.0,26.0,,,15.0,18.0,11.0,13.0,3.0,6.0,,,90.0,48.0,6.9,8.0,0.0,0.0,0.0070072,0,,4,M,,6.0,2.0,,1.0,,2.0,1.0,,,,4.0,,1.0,5.0,1.0,,,1.0,,,,1.0,,,,,,,
10411407,away,Torino,Ricardo Rodríguez,,,ricardo-rodriguez,R. Rodríguez,D,182,1729,67769,EUR,714700800,D,13,13,False,True,46.0,40.0,6.0,3.0,20.0,24.0,20.0,22.0,2.0,4.0,,,77.0,53.0,7.0,7.0,0.1311,0.1928,0.018622,1,,12,M,,2.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10411407,away,Torino,Valentino Lazaro,,,valentino-lazaro,V. Lazaro,M,180,1014,233826,EUR,827625600,M,19,19,False,,24.0,19.0,2.0,,6.0,9.0,13.0,21.0,1.0,5.0,,,89.0,42.0,6.3,14.0,0.0,0.0,0.0129629,0,,20,M,,5.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,6.0,,2.0,,,,,,,,,,,
