match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_wasFouled,stat_goalAssist,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
10389965,home,AS Monaco,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2042,M,584722,EUR,844041600,G,16,16,False,27.0,13.0,21.0,7.0,9.0,12.0,4.0,15.0,1.0,1.0,1.0,13.0,4.0,4.0,5.0,1.0,1.0,90.0,46.0,7.5,15.0,0.0,0.0,0.00102779,1.0,0,0.6723,,,,,,,,,,,,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Axel Disasi,,,axel-disasi,A. Disasi,D,4,190,9725,M,827243,EUR,889574400,D,6,6,False,53.0,41.0,9.0,1.0,25.0,28.0,16.0,25.0,3.0,5.0,8.0,8.0,,,,,,90.0,71.0,7.5,12.0,0.0,0.0,0.00716165,,0,,axel_disasi,True,1.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Guillermo Maripán,,,guillermo-maripan,G. Maripán,D,13,193,2139,M,339909,EUR,768182400,D,3,3,False,32.0,30.0,4.0,4.0,22.0,23.0,8.0,9.0,2.0,2.0,5.0,2.0,,,,,,68.0,42.0,7.6,2.0,0.2841,0.2709,0.0459379,,1,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
10389965,home,AS Monaco,Benoît Badiashile,,,benoit-badiashile,B. Badiashile,D,5,194,10555,M,904827,EUR,985564800,D,5,5,False,30.0,25.0,5.0,3.0,19.0,21.0,6.0,9.0,2.0,4.0,6.0,7.0,,,,,,90.0,44.0,7.7,6.0,0.1668,0.5284,0.00280967,,1,,badiashile,,,3.0,2.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10389965,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,M,2,2,False,28.0,25.0,6.0,5.0,9.0,10.0,18.0,21.0,1.0,7.0,2.0,8.0,,,,,,72.0,58.0,8.0,10.0,0.0,0.0,0.351819,1.0,0,,,,1.0,4.0,,3.0,,1.0,5.0,6.0,5.0,,,2.0,,3.0,2.0,1.0,,,,,,,,
10389965,home,AS Monaco,Youssouf Fofana,,,youssouf-fofana,Y. Fofana,M,19,185,6182,M,945062,EUR,915926400,M,19,19,False,41.0,31.0,,,16.0,18.0,15.0,23.0,1.0,9.0,2.0,10.0,,,,,,90.0,59.0,7.1,13.0,0.0,0.0,0.0257326,2.0,0,,YFofana19_,,1.0,8.0,1.0,1.0,1.0,,,6.0,2.0,,,1.0,4.0,,,,2.0,1.0,,,,,,
10389965,home,AS Monaco,Mohamed Camara,,,camara-mohamed,M. Camara,M,4,175,3786,M,1008849,EUR,947116800,M,4,4,False,25.0,21.0,2.0,2.0,14.0,17.0,7.0,8.0,1.0,5.0,1.0,6.0,,,,,,90.0,38.0,6.6,7.0,0.0,0.0,0.00397059,,0,,camara_mohamed6,,,5.0,3.0,1.0,,,2.0,1.0,1.0,,,2.0,1.0,,,,,3.0,,,,,,
10389965,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,M,12,12,False,24.0,17.0,3.0,2.0,10.0,13.0,10.0,15.0,,4.0,1.0,8.0,,,,,,90.0,52.0,8.3,16.0,0.0,0.0,0.364763,3.0,0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,3.0,,4.0,3.0,1.0,1.0,,2.0,,,,,
10389965,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,F,27,27,False,29.0,20.0,2.0,1.0,7.0,12.0,13.0,18.0,3.0,5.0,1.0,7.0,,,,,,87.0,40.0,7.3,11.0,0.6896,0.0,0.0238273,,4,,krepindiatta,,2.0,2.0,,2.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,2.0,2.0,1.0,,
10389965,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,19.0,13.0,,,6.0,6.0,7.0,13.0,1.0,6.0,,2.0,,,,,,86.0,41.0,6.3,17.0,0.3287,0.2095,0.0148501,,1,,breelembolo97,,2.0,7.0,,3.0,2.0,,,1.0,,1.0,,7.0,1.0,,,,3.0,2.0,,,,,1.0,1.0
10389965,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,F,17,17,False,28.0,19.0,4.0,1.0,8.0,9.0,11.0,21.0,,5.0,,8.0,,,,,,86.0,45.0,6.9,15.0,0.1803,0.0709,0.0400587,,3,,alex_golovin17,,2.0,10.0,4.0,3.0,3.0,,1.0,1.0,,1.0,,3.0,4.0,2.0,,,,1.0,,1.0,1.0,,,1.0
10389965,home,AS Monaco,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,23,23,True,7.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,,,3.0,3.0,,,,,,22.0,13.0,6.7,3.0,0.0,0.0,7.701e-05,,0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,D,26,26,True,3.0,2.0,,,,1.0,2.0,2.0,,1.0,3.0,1.0,,,,,,18.0,9.0,6.3,1.0,0.0,0.0,0.00126717,,0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
10389965,home,AS Monaco,Ismail Jakobs,,,ismail-jakobs,I. Jakobs,D,4,184,7001,M,897291,EUR,934848000,D,14,14,True,6.0,2.0,,,1.0,1.0,1.0,6.0,2.0,2.0,,1.0,,,,,,11.0,8.0,6.5,6.0,0.0,0.0,0.00060617,,0,,ismaijakobs,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
10389965,home,AS Monaco,Wissam Ben Yedder,,,wissam-ben-yedder,W. Ben Yedder,F,35,170,5487,M,119192,EUR,650419200,F,10,10,True,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,11.0,5.0,6.6,2.0,0.073,0.0,0.0,,1,,wisbenyedder,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0
10389965,home,AS Monaco,Gelson Martins,,,gelson-martins,G. Martins,M,10,173,2048,M,364618,EUR,800150400,M,77,77,True,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,10.0,4.0,6.6,1.0,0.0,0.0,0.0049038,1.0,0,,,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Thomas Didillon,,,thomas-didillon,T. Didillon,G,1,193,120,M,339809,EUR,817516800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Jean Lucas,,,jean-lucas,J. Lucas,M,6,181,3741,M,927975,EUR,898473600,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389965,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
