match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_challengeLost,stat_accurateCross,stat_keyPass,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal
11391268,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191.0,1544,M,849114,EUR,942710400,G,1,1,False,32.0,24.0,12.0,4.0,23.0,27.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,90.0,39.0,6.5,8.0,0.00035996,0,-0.0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391268,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173.0,6111,M,1090694,EUR,993081600,D,2,2,False,37.0,27.0,4.0,2.0,15.0,18.0,12.0,19.0,2.0,3.0,,,,65.0,59.0,6.9,16.0,0.00683437,3,,Vanderson,,2.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,0.1716,,,,,,,,,,,,,,,,,,,,,,,,
11391268,home,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190.0,12125,M,978285,EUR,977702400,D,99,99,False,68.0,63.0,5.0,2.0,44.0,46.0,19.0,23.0,4.0,9.0,,,,90.0,84.0,7.3,7.0,0.0216227,1,,,,2.0,3.0,6.0,1.0,,2.0,1.0,1.0,,2.0,1.0,0.0499,stephane_singo,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11391268,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186.0,1925,M,281277,EUR,843264000,D,5,5,False,76.0,71.0,2.0,2.0,43.0,45.0,28.0,31.0,3.0,8.0,,,,90.0,86.0,7.2,5.0,0.0220133,2,,,,,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,,1.0,0.0625,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
11391268,home,AS Monaco,Krépin Diatta,krepin-diatta,K. Diatta,M,27,173.0,13115,M,873534,EUR,919900800,D,27,27,False,55.0,40.0,4.0,1.0,17.0,20.0,25.0,39.0,4.0,3.0,,,,90.0,91.0,7.1,21.0,0.126321,0,,,,3.0,4.0,11.0,,,,4.0,3.0,,1.0,,,krepindiatta,4.0,,2.0,3.0,3.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
11391268,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183.0,5917,M,1130939,EUR,1014595200,M,21,21,False,38.0,33.0,1.0,,12.0,12.0,23.0,28.0,,5.0,,,,89.0,45.0,6.8,6.0,0.490415,1,,,,1.0,6.0,3.0,1.0,,,,,,2.0,2.0,0.2684,,2.0,1.0,1.0,,,,2.0,2.0,3.0,,,,,,,,,,,,,,
11391268,home,AS Monaco,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185.0,6182,M,945062,EUR,915926400,M,19,19,False,72.0,65.0,1.0,1.0,27.0,28.0,38.0,44.0,,9.0,,,,90.0,91.0,7.6,15.0,0.468776,2,,,,,6.0,6.0,1.0,1.0,1.0,4.0,3.0,4.0,,,0.0834,YFofana19_,,1.0,3.0,2.0,2.0,,2.0,,3.0,1.0,,,,,,,,,,,,,
11391268,home,AS Monaco,Mohamed Camara,camara-mohamed,M. Camara,M,4,175.0,3786,M,1008849,EUR,947116800,M,4,4,False,69.0,64.0,7.0,7.0,30.0,32.0,34.0,37.0,,7.0,,,,86.0,77.0,7.3,7.0,0.0748857,0,,,,,4.0,5.0,,,1.0,4.0,4.0,1.0,1.0,2.0,,camara_mohamed6,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
11391268,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174.0,8866,M,155818,EUR,790214400,M,18,18,False,33.0,25.0,2.0,1.0,7.0,7.0,19.0,27.0,,4.0,,,,89.0,48.0,8.5,13.0,0.147552,6,,,,,5.0,,,3.0,,,,4.0,,1.0,0.5837,Minamino,1.0,,,1.0,,,3.0,1.0,2.0,,1.0,1.0,3.0,1.0,0.7174,,,,,,,,
11391268,home,AS Monaco,Wissam Ben Yedder,wissam-ben-yedder,W. Ben Yedder,F,35,170.0,5487,M,119192,EUR,650419200,F,10,10,False,48.0,40.0,1.0,1.0,9.0,9.0,31.0,40.0,,2.0,,,,90.0,62.0,10.0,14.0,0.808008,5,,,,,3.0,2.0,,3.0,,,,3.0,1.0,,1.3725,wisbenyedder,1.0,1.0,2.0,1.0,1.0,,,,4.0,,1.0,2.0,2.0,2.0,1.6557,True,1.0,1.0,,,,,
